,NO2,O3,PM10,SO2,WSR,WDR
2023-01-02 11:00:00,0.0169,0.0259,63.0,0.004,4.7,107.0
2023-01-02 12:00:00,0.0168,0.0475,71.0,0.0074,7.2,80.0
2023-01-02 13:00:00,0.0193999999999999,0.0593,62.0,0.0093,3.6,4.0
2023-01-02 14:00:00,0.0156,0.0498,89.0,0.0046,5.7,309.0
2023-01-02 15:00:00,0.0107,0.0537,69.0,0.0035,5.3,90.0
2023-01-02 16:00:00,0.0116999999999999,0.0633,53.0,0.0037,8.6,96.0
2023-01-02 17:00:00,0.0141999999999999,0.0712,65.0,0.0039,7.1,108.0
2023-01-02 18:00:00,0.0175,0.0578,73.0,0.0035,5.5,121.0
2023-01-02 19:00:00,0.0259,0.0291,100.0,0.0074,3.8,228.0
2023-01-02 20:00:00,0.0287,0.0136999999999999,103.0,0.0064,2.1,236.0
2023-01-02 21:00:00,0.0392,0.0063,116.0,0.0095,2.4,300.0
2023-01-02 22:00:00,0.0358,0.0044,146.0,0.007,1.8,234.0
2023-01-02 23:00:00,0.036,0.0046,140.0,0.0081999999999999,3.7,282.0
2023-01-03 00:00:00,0.033,0.0043,162.0,0.0065,4.9,252.0
2023-01-03 01:00:00,0.0378,0.0043,138.0,0.0076,5.6,260.0
2023-01-03 02:00:00,0.0387,0.0044,142.0,0.01,6.8,268.0
2023-01-03 03:00:00,0.0305,0.0045,208.0,0.0124,5.6,261.0
2023-01-03 04:00:00,0.0235,0.0052,139.0,0.0058,4.1,251.0
2023-01-03 05:00:00,0.0213,0.0050999999999999,97.0,0.0042,7.1,246.0
2023-01-03 06:00:00,0.0195,0.0106,75.0,0.0035,11.4,265.0
2023-01-03 07:00:00,0.0106,0.0254,66.0,0.003,8.5,283.0
2023-01-03 08:00:00,0.0121999999999999,0.0266,53.0,0.0028,11.9,272.0
2023-01-03 09:00:00,0.0089,0.0349,62.0,0.0022,16.5,291.0
2023-01-03 10:00:00,0.0087,0.0365,88.0,0.0023,10.7,270.0
2023-01-03 11:00:00,0.0074,0.0386,58.0,0.0021,14.1,282.0
2023-01-03 12:00:00,0.007,0.0387999999999999,44.0,0.002,10.6,290.0
2023-01-03 13:00:00,0.0066,0.0382,29.0,0.0022,6.9,260.0
2023-01-03 14:00:00,0.0070999999999999,0.046,26.0,0.0034,8.5,42.0
2023-01-03 15:00:00,0.0096999999999999,0.0642,49.0,0.0081999999999999,13.8,75.0
2023-01-03 16:00:00,0.0088,0.0611,50.0,0.0074,13.9,84.0
2023-01-03 17:00:00,0.0070999999999999,0.0521,39.0,0.0054,13.9,89.0
2023-01-03 18:00:00,0.0074,0.0453999999999999,27.0,0.0052,10.4,81.0
2023-01-03 19:00:00,0.0106,0.0338,30.0,0.0024,6.1,90.0
2023-01-03 20:00:00,0.0096999999999999,0.0243,53.0,0.0023,3.0,231.0
2023-01-03 21:00:00,0.0129,0.0229,42.0,0.0025,2.4,230.0
2023-01-03 22:00:00,0.0233999999999999,0.0068,45.0,0.0026,1.8,286.0
2023-01-03 23:00:00,0.0263,0.0040999999999999,70.0,0.0038,3.9,276.0
2023-01-04 00:00:00,0.0238,0.0042,119.0,0.0038,4.5,240.0
2023-01-04 01:00:00,0.0226999999999999,0.0042,116.0,0.0031,4.4,247.0
2023-01-04 02:00:00,0.0243999999999999,0.0040999999999999,77.0,0.0037,6.4,249.0
2023-01-04 03:00:00,0.0261999999999999,0.0042,63.0,0.0035,4.7,251.0
2023-01-04 04:00:00,0.023,0.0040999999999999,67.0,0.0034,4.0,254.0
2023-01-04 05:00:00,0.0233,0.0042,76.0,0.0059,5.0,257.0
2023-01-04 06:00:00,0.0252,0.004,82.0,0.0045,4.7,264.0
2023-01-04 07:00:00,0.0252,0.0045,79.0,0.0072,4.3,278.0
2023-01-04 08:00:00,0.0249,0.0044,157.0,0.0057,5.5,255.0
2023-01-04 09:00:00,0.0271,0.0067,165.0,0.0084,5.4,256.0
2023-01-04 10:00:00,0.0218,0.0189,162.0,0.0060999999999999,6.4,266.0
2023-01-04 11:00:00,0.0161,0.0327,110.0,0.004,3.4,62.0
2023-01-04 12:00:00,0.0116999999999999,0.0423,72.0,0.0036,7.4,64.0
2023-01-04 13:00:00,0.0088,0.0467999999999999,47.0,0.0027,8.1,86.0
2023-01-04 14:00:00,0.0078,0.0496,44.0,0.0023,11.4,74.0
2023-01-04 15:00:00,0.0079,0.0501,35.0,0.0024,11.3,80.0
2023-01-04 16:00:00,0.0076,0.0504,37.0,0.0022,12.2,81.0
2023-01-04 17:00:00,0.0084,0.048,34.0,0.0021,12.5,74.0
2023-01-04 18:00:00,0.008,0.0497,47.0,0.0099,8.2,102.0
2023-01-04 19:00:00,0.0108,0.0384,82.0,0.0042,3.4,89.0
2023-01-04 20:00:00,0.0127,0.0259,119.0,0.0024,1.4,101.0
2023-01-04 21:00:00,0.0099,0.0201,92.0,0.0023,1.3,217.0
2023-01-04 22:00:00,0.0109,0.0232,49.0,0.0025,4.5,136.0
2023-01-04 23:00:00,0.0092,0.0356,49.0,0.0022,5.1,92.0
2023-01-05 00:00:00,0.0163999999999999,0.024,37.0,0.0021,2.1,59.0
2023-01-05 01:00:00,0.0118,0.0143,43.0,0.002,1.1,302.0
2023-01-05 02:00:00,0.0113,0.0126,56.0,0.0021,1.4,273.0
2023-01-05 03:00:00,0.0197,0.0047,42.0,0.0022,4.5,244.0
2023-01-05 04:00:00,0.0198,0.0047,70.0,0.0022,4.7,248.0
2023-01-05 05:00:00,0.0222,0.0058,54.0,0.0048,5.0,252.0
2023-01-05 06:00:00,0.0259,0.0044,48.0,0.0074,4.3,270.0
2023-01-05 07:00:00,0.0283,0.0042,66.0,0.0121999999999999,5.2,282.0
2023-01-05 08:00:00,0.0258,0.0043,135.0,0.0050999999999999,4.9,245.0
2023-01-05 09:00:00,0.0268,0.0086,130.0,0.0063,7.5,259.0
2023-01-05 10:00:00,0.0236,0.0217,170.0,0.0136,8.5,265.0
2023-01-05 11:00:00,0.0179,0.0361,132.0,0.0111,7.0,279.0
2023-01-05 12:00:00,0.0167,0.0475,92.0,0.0073,4.2,320.0
2023-01-05 13:00:00,0.0109,0.053,116.0,0.0034,6.0,81.0
2023-01-05 14:00:00,0.0116,0.0574,61.0,0.0031,9.6,72.0
2023-01-05 15:00:00,0.0101999999999999,0.0136,49.0,0.0027,11.1,78.0
2023-01-05 16:00:00,0.0108,0.0673,38.0,0.0045,12.8,76.0
2023-01-05 17:00:00,0.0094,0.0533,40.0,0.0038,12.3,82.0
2023-01-05 18:00:00,0.0101,0.0315,36.0,0.0022,11.0,71.0
2023-01-05 19:00:00,0.0146,0.0203,49.0,0.0021,6.6,74.0
2023-01-05 20:00:00,0.0161,0.0165,64.0,0.0023,6.4,71.0
2023-01-05 21:00:00,0.0099,0.0178,54.0,0.0022,4.3,122.0
2023-01-05 22:00:00,0.0095,0.0159,55.0,0.0024,2.4,85.0
2023-01-05 23:00:00,0.011,0.0042,37.0,0.0022,1.4,210.0
2023-01-06 00:00:00,0.0091,0.003675,49.0,0.002,1.0,323.0
2023-01-06 01:00:00,0.011,0.00315,41.0,0.002,1.0,250.0
2023-01-06 02:00:00,0.0116999999999999,0.002625,38.0,0.0021,1.2,89.0
2023-01-06 03:00:00,0.0091,0.0021,40.0,0.0021999999999999,3.8,101.0
2023-01-06 04:00:00,0.006,0.0116999999999999,30.0,0.0023,7.2,81.0
2023-01-06 05:00:00,0.0065,0.0116999999999999,22.0,0.0023,5.9,78.0
2023-01-06 06:00:00,0.0070999999999999,0.0092,23.0,0.0022,2.6,113.0
2023-01-06 07:00:00,0.0062,0.0101999999999999,24.0,0.0021,5.3,97.0
2023-01-06 08:00:00,0.0107,0.0047,25.0,0.0024,3.8,83.0
2023-01-06 09:00:00,0.0091,0.0064,30.0,0.0028,1.8,89.0
2023-01-06 10:00:00,0.0103,0.0098,37.0,0.0027,2.4,89.0
2023-01-06 11:00:00,0.0076,0.0174,40.0,0.0024,7.1,93.0
2023-01-06 12:00:00,0.0067,0.0235,32.0,0.0026,11.7,89.0
2023-01-06 13:00:00,0.0073,0.0286,32.0,0.004,11.9,91.0
2023-01-06 14:00:00,0.0077,0.0308999999999999,38.0,0.0038,11.4,107.0
2023-01-06 15:00:00,0.0085,0.0389,44.0,0.0165,11.2,101.0
2023-01-06 16:00:00,0.0085,0.036,41.0,0.0185,12.5,100.0
2023-01-06 17:00:00,0.0076,0.0318,45.0,0.0136,12.7,96.0
2023-01-06 18:00:00,0.0065,0.0266999999999999,49.0,0.0048,12.7,92.0
2023-01-06 19:00:00,0.0077,0.0215,53.0,0.0048,4.5,100.0
2023-01-06 20:00:00,0.0091,0.0156,157.0,0.0043,2.0,95.0
2023-01-06 21:00:00,0.012,0.0141,105.0,0.0037,2.0,71.0
2023-01-06 22:00:00,0.0159,0.0007,56.0,0.0031,2.7,80.0
2023-01-06 23:00:00,0.0172,0.0019,67.0,0.0027,7.2,69.0
2023-01-07 00:00:00,0.0086,0.0073,50.0,0.0025,6.5,80.0
2023-01-07 01:00:00,0.0106,0.0017,33.0,0.0023,4.5,82.0
2023-01-07 02:00:00,0.0101999999999999,0.0030117647058823,39.0,0.0022,2.0,76.0
2023-01-07 03:00:00,0.0096,0.0043235294117647,38.0,0.0021,2.1,124.0
2023-01-07 04:00:00,0.0066,0.005635294117647,29.0,0.0021,3.2,253.0
2023-01-07 05:00:00,0.0096999999999999,0.0069470588235294,17.0,0.0023,1.9,247.0
2023-01-07 06:00:00,0.0139,0.0082588235294117,39.0,0.0025,1.3,283.0
2023-01-07 07:00:00,0.0145,0.0095705882352941,88.0,0.0027,1.9,254.0
2023-01-07 08:00:00,0.0211,0.0108823529411764,64.0,0.003,5.5,264.0
2023-01-07 09:00:00,0.0186,0.0121941176470588,81.0,0.0029,5.5,246.0
2023-01-07 10:00:00,0.0173111111111111,0.0135058823529411,76.55555555555556,0.0028444444444444,6.2,227.22222222222223
2023-01-07 11:00:00,0.0160222222222222,0.0148176470588235,72.11111111111111,0.0027888888888888,6.9,208.44444444444449
2023-01-07 12:00:00,0.0147333333333333,0.0161294117647058,67.66666666666667,0.0027333333333333,7.6,189.66666666666663
2023-01-07 13:00:00,0.0134444444444444,0.0174411764705882,63.22222222222222,0.0026777777777777,8.3,170.88888888888889
2023-01-07 14:00:00,0.0121555555555555,0.0187529411764705,58.77777777777778,0.0026222222222222,9.0,152.11111111111111
2023-01-07 15:00:00,0.0108666666666666,0.0200647058823529,54.33333333333333,0.0025666666666666,9.7,133.33333333333331
2023-01-07 16:00:00,0.0095777777777777,0.0213764705882352,49.888888888888886,0.0025111111111111,10.4,114.55555555555554
2023-01-07 17:00:00,0.0082888888888888,0.0226882352941176,45.44444444444444,0.0024555555555555,11.1,95.77777777777776
2023-01-07 18:00:00,0.007,0.024,41.0,0.0024,11.8,77.0
2023-01-07 19:00:00,0.0085,0.0195,43.0,0.0022,6.1,84.0
2023-01-07 20:00:00,0.0091666666666666,0.0169333333333333,44.333333333333336,0.0026,7.433333333333333,147.0
2023-01-07 21:00:00,0.0098333333333333,0.0143666666666666,45.66666666666666,0.003,8.766666666666666,210.0
2023-01-07 22:00:00,0.0105,0.0118,47.0,0.0034,10.1,273.0
2023-01-07 23:00:00,0.0118,0.0079,43.0,0.0068,7.1,258.0
2023-01-08 00:00:00,0.0126,0.0067,44.0,0.0046,8.8,279.0
2023-01-08 01:00:00,0.0087,0.0145,48.0,0.003,7.9,286.0
2023-01-08 02:00:00,0.009,0.0108,35.0,0.0029,3.6,270.0
2023-01-08 03:00:00,0.009,0.0098,38.0,0.0042,6.0,279.0
2023-01-08 04:00:00,0.0067,0.0153,33.0,0.0031,14.8,288.0
2023-01-08 05:00:00,0.0064,0.0152,35.0,0.0026,14.3,284.0
2023-01-08 06:00:00,0.007,0.0147,34.0,0.0024,13.8,279.0
2023-01-08 07:00:00,0.007,0.0163,28.0,0.0023,16.3,280.0
2023-01-08 08:00:00,0.0073,0.0171,38.0,0.0023,16.2,283.0
2023-01-08 09:00:00,0.008,0.0174,39.0,0.0024,14.9,286.0
2023-01-08 10:00:00,0.0078,0.0157,35.0,0.0023,15.0,289.0
2023-01-08 11:00:00,0.0077,0.0157,30.0,0.0024,14.7,290.0
2023-01-08 12:00:00,0.0078,0.0179,28.0,0.0024,12.2,293.0
2023-01-08 13:00:00,0.0077,0.0207,23.0,0.0025,9.1,315.0
2023-01-08 14:00:00,0.007,0.0231,24.0,0.0027,6.1,352.0
2023-01-08 15:00:00,0.0069,0.0251,31.0,0.0026,10.5,79.0
2023-01-08 16:00:00,0.0076,0.026,31.0,0.0025,11.0,92.0
2023-01-08 17:00:00,0.0072,0.0276,31.0,0.0052,10.6,101.0
2023-01-08 18:00:00,0.0078,0.027,39.0,0.0105,9.2,109.0
2023-01-08 19:00:00,0.0081999999999999,0.0205,66.0,0.0107,4.9,103.0
2023-01-08 20:00:00,0.0075,0.0167,182.0,0.0068,7.2,87.0
2023-01-08 21:00:00,0.0068,0.0169,58.0,0.0028,5.5,94.0
2023-01-08 22:00:00,0.0067,0.0156,28.0,0.0024,4.1,95.0
2023-01-08 23:00:00,0.007,0.012,25.0,0.0022,3.9,101.0
2023-01-09 00:00:00,0.007,0.0141,29.0,0.0021,5.6,99.0
2023-01-09 01:00:00,0.0069,0.0121,25.0,0.0021,4.4,104.0
2023-01-09 02:00:00,0.0078,0.0171,26.0,0.002,10.1,64.0
2023-01-09 03:00:00,0.007,0.016,30.0,0.002,5.8,92.0
2023-01-09 04:00:00,0.0076,0.014,16.0,0.0019,3.4,104.0
2023-01-09 05:00:00,0.0083,0.0108,25.0,0.002,2.3,131.0
2023-01-09 06:00:00,0.0077,0.0123,20.0,0.002,2.1,139.0
2023-01-09 07:00:00,0.0081,0.0116999999999999,23.0,0.0020499999999999,1.6,124.0
2023-01-09 08:00:00,0.0077,0.0125,22.0,0.0021,1.1,117.0
2023-01-09 09:00:00,0.0166,0.0062,24.0,0.0032,1.3,72.0
2023-01-09 10:00:00,0.0118,0.0221,46.0,0.0072,2.3,313.0
2023-01-09 11:00:00,0.0114,0.0269,47.0,0.0099499999999999,4.55,217.0
2023-01-09 12:00:00,0.011,0.0317,48.0,0.0127,6.8,121.0
2023-01-09 13:00:00,0.0108,0.0412999999999999,42.5,0.0212999999999999,6.9,102.5
2023-01-09 14:00:00,0.0106,0.0509,37.0,0.0299,7.0,84.0
2023-01-09 15:00:00,0.0105916666666666,0.0508479166666666,39.14893617021277,0.0293106382978723,6.953191489361702,85.17021276595744
2023-01-09 16:00:00,0.0105833333333333,0.0507958333333333,41.297872340425535,0.0287212765957446,6.906382978723404,86.34042553191489
2023-01-09 17:00:00,0.010575,0.05074375,43.4468085106383,0.028131914893617,6.859574468085106,87.51063829787233
2023-01-09 18:00:00,0.0105666666666666,0.0506916666666666,45.59574468085106,0.0275425531914893,6.812765957446809,88.68085106382979
2023-01-09 19:00:00,0.0105583333333333,0.0506395833333333,47.74468085106383,0.0269531914893617,6.76595744680851,89.85106382978724
2023-01-09 20:00:00,0.0105499999999999,0.0505875,49.8936170212766,0.026363829787234,6.719148936170213,91.02127659574468
2023-01-09 21:00:00,0.0105416666666666,0.0505354166666666,52.04255319148936,0.0257744680851063,6.672340425531915,92.19148936170212
2023-01-09 22:00:00,0.0105333333333333,0.0504833333333333,54.191489361702125,0.0251851063829787,6.625531914893617,93.36170212765956
2023-01-09 23:00:00,0.010525,0.05043125,56.340425531914896,0.024595744680851,6.578723404255319,94.53191489361704
2023-01-10 00:00:00,0.0105166666666666,0.0503791666666666,58.48936170212766,0.0240063829787234,6.531914893617021,95.70212765957449
2023-01-10 01:00:00,0.0105083333333333,0.0503270833333333,60.63829787234043,0.0234170212765957,6.485106382978723,96.87234042553192
2023-01-10 02:00:00,0.0105,0.050275,62.7872340425532,0.022827659574468,6.438297872340425,98.04255319148936
2023-01-10 03:00:00,0.0104916666666666,0.0502229166666666,64.93617021276596,0.0222382978723404,6.391489361702128,99.2127659574468
2023-01-10 04:00:00,0.0104833333333333,0.0501708333333333,67.08510638297872,0.0216489361702127,6.3446808510638295,100.38297872340424
2023-01-10 05:00:00,0.010475,0.05011875,69.2340425531915,0.0210595744680851,6.297872340425532,101.5531914893617
2023-01-10 06:00:00,0.0104666666666666,0.0500666666666666,71.38297872340425,0.0204702127659574,6.251063829787234,102.72340425531917
2023-01-10 07:00:00,0.0104583333333333,0.0500145833333333,73.53191489361703,0.0198808510638297,6.2042553191489365,103.8936170212766
2023-01-10 08:00:00,0.01045,0.0499625,75.68085106382979,0.0192914893617021,6.157446808510638,105.06382978723404
2023-01-10 09:00:00,0.0104416666666666,0.0499104166666666,77.82978723404256,0.0187021276595744,6.11063829787234,106.23404255319149
2023-01-10 10:00:00,0.0104333333333333,0.0498583333333333,79.97872340425532,0.0181127659574468,6.0638297872340425,107.40425531914894
2023-01-10 11:00:00,0.0104249999999999,0.0498062499999999,82.12765957446808,0.0175234042553191,6.017021276595744,108.5744680851064
2023-01-10 12:00:00,0.0104166666666666,0.0497541666666666,84.27659574468086,0.0169340425531914,5.970212765957447,109.74468085106383
2023-01-10 13:00:00,0.0104083333333333,0.0497020833333333,86.42553191489361,0.0163446808510638,5.923404255319149,110.91489361702128
2023-01-10 14:00:00,0.0103999999999999,0.04965,88.57446808510639,0.0157553191489361,5.876595744680851,112.08510638297872
2023-01-10 15:00:00,0.0103916666666666,0.0495979166666666,90.72340425531917,0.0151659574468085,5.829787234042553,113.25531914893617
2023-01-10 16:00:00,0.0103833333333333,0.0495458333333333,92.87234042553192,0.0145765957446808,5.782978723404256,114.4255319148936
2023-01-10 17:00:00,0.010375,0.0494937499999999,95.02127659574468,0.0139872340425531,5.736170212765957,115.59574468085108
2023-01-10 18:00:00,0.0103666666666666,0.0494416666666666,97.17021276595744,0.0133978723404255,5.689361702127659,116.76595744680851
2023-01-10 19:00:00,0.0103583333333333,0.0493895833333333,99.31914893617022,0.0128085106382978,5.642553191489362,117.93617021276596
2023-01-10 20:00:00,0.01035,0.0493375,101.468085106383,0.0122191489361702,5.595744680851063,119.1063829787234
2023-01-10 21:00:00,0.0103416666666666,0.0492854166666666,103.61702127659576,0.0116297872340425,5.548936170212766,120.27659574468086
2023-01-10 22:00:00,0.0103333333333333,0.0492333333333333,105.76595744680851,0.0110404255319148,5.502127659574468,121.4468085106383
2023-01-10 23:00:00,0.0103249999999999,0.0491812499999999,107.91489361702128,0.0104510638297872,5.45531914893617,122.61702127659576
2023-01-11 00:00:00,0.0103166666666666,0.0491291666666666,110.06382978723404,0.0098617021276595,5.408510638297872,123.7872340425532
2023-01-11 01:00:00,0.0103083333333333,0.0490770833333333,112.2127659574468,0.0092723404255319,5.361702127659575,124.95744680851064
2023-01-11 02:00:00,0.0102999999999999,0.049025,114.36170212765958,0.0086829787234042,5.314893617021276,126.12765957446808
2023-01-11 03:00:00,0.0102916666666666,0.0489729166666666,116.51063829787236,0.0080936170212765,5.268085106382978,127.29787234042551
2023-01-11 04:00:00,0.0102833333333333,0.0489208333333333,118.65957446808513,0.0075042553191489,5.221276595744681,128.46808510638297
2023-01-11 05:00:00,0.010275,0.0488687499999999,120.80851063829788,0.0069148936170212,5.174468085106383,129.63829787234042
2023-01-11 06:00:00,0.0102666666666666,0.0488166666666666,122.95744680851064,0.0063255319148936,5.127659574468085,130.8085106382979
2023-01-11 07:00:00,0.0102583333333333,0.0487645833333333,125.1063829787234,0.0057361702127659,5.080851063829787,131.97872340425533
2023-01-11 08:00:00,0.01025,0.0487125,127.25531914893618,0.0051468085106382,5.034042553191489,133.14893617021278
2023-01-11 09:00:00,0.0102416666666666,0.0486604166666666,129.40425531914894,0.0045574468085106,4.987234042553191,134.31914893617022
2023-01-11 10:00:00,0.0102333333333333,0.0486083333333333,131.55319148936172,0.0039680851063829,4.940425531914894,135.48936170212767
2023-01-11 11:00:00,0.010225,0.0485562499999999,133.70212765957447,0.0033787234042553,4.893617021276596,136.6595744680851
2023-01-11 12:00:00,0.0102166666666666,0.0485041666666666,135.85106382978722,0.0027893617021276,4.846808510638297,137.82978723404256
2023-01-11 13:00:00,0.0102083333333333,0.0484520833333333,138.0,0.0022,4.8,139.0
2023-01-11 14:00:00,0.0101999999999999,0.0484,116.5,0.0155,9.1,79.0
2023-01-11 15:00:00,0.0207,0.0640999999999999,95.0,0.0050999999999999,9.6,92.0
2023-01-11 16:00:00,0.01765,0.0788499999999999,95.0,0.01835,10.4,97.0
2023-01-11 17:00:00,0.0146,0.0935999999999999,95.0,0.0316,11.2,102.0
2023-01-11 18:00:00,0.0121,0.0719,78.0,0.0304,11.1,85.0
2023-01-11 19:00:00,0.0130999999999999,0.0382,50.0,0.0045,6.1,79.0
2023-01-11 20:00:00,0.0172,0.0172,69.0,0.0027,1.8,158.0
2023-01-11 21:00:00,0.0126,0.0066,97.0,0.0021,1.2,231.0
2023-01-11 22:00:00,0.0211,0.0066,62.0,0.0023,3.7,255.0
2023-01-11 23:00:00,0.0257,0.0066,110.0,0.0027,3.0,261.0
2023-01-12 00:00:00,0.0221,0.0066,130.0,0.0025,1.2,267.0
2023-01-12 01:00:00,0.0223,0.0066,153.0,0.0029,4.0,247.0
2023-01-12 02:00:00,0.022,0.0066,123.0,0.0038,5.7,260.0
2023-01-12 03:00:00,0.0276,0.0066,94.0,0.0169,5.4,261.0
2023-01-12 04:00:00,0.0285,0.0066,107.0,0.0047,6.1,245.0
2023-01-12 05:00:00,0.0291,0.0066,110.0,0.0089,8.5,266.0
2023-01-12 06:00:00,0.0191,0.0066,118.0,0.012,16.0,277.0
2023-01-12 07:00:00,0.0093,0.0205,170.0,0.0032,27.4,295.0
2023-01-12 08:00:00,0.0081999999999999,0.027,432.0,0.0014,33.1,299.0
2023-01-12 09:00:00,0.0087,0.0282,298.0,0.0013,27.8,303.0
2023-01-12 10:00:00,0.0081999999999999,0.0277,164.0,0.0017,22.0,297.0
2023-01-12 11:00:00,0.0081,0.0294,61.0,0.0018,19.2,300.0
2023-01-12 12:00:00,0.0076,0.0322999999999999,41.0,0.0017,16.8,323.0
2023-01-12 13:00:00,0.0074,0.0339,82.0,0.0015,16.0,323.0
2023-01-12 14:00:00,0.0069,0.0348,59.0,0.0013,14.5,325.0
2023-01-12 15:00:00,0.0073,0.0339,46.0,0.0013,13.9,314.0
2023-01-12 16:00:00,0.0077,0.0332999999999999,39.0,0.00135,12.8,308.0
2023-01-12 17:00:00,0.0084,0.0301,41.0,0.0014,10.9,319.0
2023-01-12 18:00:00,0.0177,0.0188,40.0,0.0016,11.1,303.0
2023-01-12 19:00:00,0.0139,0.0228,52.0,0.0013,12.6,304.0
2023-01-12 20:00:00,0.0129,0.0237,34.0,0.0013,12.4,306.0
2023-01-12 21:00:00,0.017,0.0177,27.0,0.0015,8.2,277.0
2023-01-12 22:00:00,0.01415,0.0211,30.0,0.0014,8.899999999999999,281.5
2023-01-12 23:00:00,0.0113,0.0205,36.0,0.0013,9.6,286.0
2023-01-13 00:00:00,0.0086,0.024,25.0,0.0013,11.1,281.0
2023-01-13 01:00:00,0.0093,0.0215,22.0,0.0045,13.8,263.0
2023-01-13 02:00:00,0.0106,0.0179,25.0,0.0089,10.7,265.0
2023-01-13 03:00:00,0.0108,0.0176,27.0,0.0072,8.8,267.0
2023-01-13 04:00:00,0.0126,0.0153,22.0,0.0081999999999999,9.5,262.0
2023-01-13 05:00:00,0.016,0.0106,24.0,0.0186999999999999,7.1,283.0
2023-01-13 06:00:00,0.022,0.0012,33.0,0.0019,6.9,300.0
2023-01-13 07:00:00,0.0232,0.0028999999999999,29.0,0.0026,6.6,278.0
2023-01-13 08:00:00,0.02,0.0046,36.0,0.0045,1.6,183.0
2023-01-13 09:00:00,0.0130999999999999,0.0186999999999999,46.0,0.0039,4.4,197.0
2023-01-13 10:00:00,0.0101999999999999,0.025,25.0,0.0021,5.6,151.0
2023-01-13 11:00:00,0.0094,0.0283999999999999,22.0,0.0024,6.5,246.0
2023-01-13 12:00:00,0.007,0.0334,25.0,0.0023,6.8,197.0
2023-01-13 13:00:00,0.0070999999999999,0.0364,18.0,0.0024,6.4,154.0
2023-01-13 14:00:00,0.0096999999999999,0.0462999999999999,18.0,0.0042,8.6,80.0
2023-01-13 15:00:00,0.009,0.0508,22.0,0.0042,7.4,72.0
2023-01-13 16:00:00,0.009,0.0458,25.0,0.0044,10.6,81.0
2023-01-13 17:00:00,0.0081,0.0375,32.0,0.003,11.6,84.0
2023-01-13 18:00:00,0.0077,0.0297,27.0,0.0016,8.1,84.0
2023-01-13 19:00:00,0.0089,0.0241,18.0,0.0013,5.9,87.0
2023-01-13 20:00:00,0.0101,0.0182,17.0,0.0013,4.6,97.0
2023-01-13 21:00:00,0.0241,0.0034,45.0,0.002,4.0,64.0
2023-01-13 22:00:00,0.0222,0.0044083333333333,56.0,0.0016,1.5,165.0
2023-01-13 23:00:00,0.0130999999999999,0.0054166666666666,66.0,0.0015,1.0,323.0
