,NO2,O3,PM10,SO2,WSR,WDR
2023-03-02 07:00:00,0.0037,0.025,116.0,0.0025,18.0,259.0
2023-03-02 08:00:00,0.0042,0.026,116.0,0.0025,18.9,256.0
2023-03-02 09:00:00,0.0083,0.021,175.0,0.0026,20.1,236.0
2023-03-02 10:00:00,0.0040999999999999,0.029,422.0,0.0026,22.3,187.0
2023-03-02 11:00:00,0.0057,0.03,568.0,0.0027,18.3,189.0
2023-03-02 12:00:00,0.0052,0.034,253.0,0.0027,24.4,240.0
2023-03-02 13:00:00,0.0050999999999999,0.04,567.0,0.0027,22.6,174.0
2023-03-02 14:00:00,0.0044,0.043,659.0,0.0029,22.5,147.0
2023-03-02 15:00:00,0.0034,0.043,751.0,0.0026,23.4,159.0
2023-03-02 16:00:00,0.0031,0.039,610.25,0.0027,19.7,161.0
2023-03-02 17:00:00,0.0035,0.035,469.5,0.0026,20.3,147.0
2023-03-02 18:00:00,0.004,0.034,328.75,0.0025,19.1,156.0
2023-03-02 19:00:00,0.0103,0.041,188.0,0.0032,15.1,193.0
2023-03-02 20:00:00,0.0144,0.044,202.77777777777777,0.0038,14.7,348.0
2023-03-02 21:00:00,0.0121166666666666,0.0393333333333333,217.55555555555557,0.0035666666666666,12.983333333333333,308.5
2023-03-02 22:00:00,0.0098333333333333,0.0346666666666666,232.33333333333331,0.0033333333333333,11.266666666666666,269.0
2023-03-02 23:00:00,0.0075499999999999,0.03,247.11111111111111,0.0030999999999999,9.55,229.5
2023-03-03 00:00:00,0.0052666666666666,0.0253333333333333,261.8888888888889,0.0028666666666666,7.833333333333333,190.0
2023-03-03 01:00:00,0.0029833333333333,0.0206666666666666,276.6666666666667,0.0026333333333333,6.116666666666667,150.5
2023-03-03 02:00:00,0.0007,0.016,291.44444444444446,0.0024,4.4,111.0
2023-03-03 03:00:00,0.0161,0.023,306.22222222222223,0.005,7.6,358.0
2023-03-03 04:00:00,0.0019,0.059,321.0,0.0022,19.3,261.0
2023-03-03 05:00:00,0.0018,0.062,655.0,0.0022,20.2,257.0
2023-03-03 06:00:00,0.0032,0.059,399.0,0.0022,17.8,248.0
2023-03-03 07:00:00,0.0083,0.049,247.0,0.0022,12.6,245.0
2023-03-03 08:00:00,0.0163999999999999,0.026,136.0,0.0032,10.9,302.0
2023-03-03 09:00:00,0.0255,0.014,152.0,0.0037,7.5,341.0
2023-03-03 10:00:00,0.0197,0.022,168.0,0.0034,7.9,22.0
2023-03-03 11:00:00,0.016,0.033,169.0,0.0036,10.5,44.0
2023-03-03 12:00:00,0.0149,0.042,127.0,0.0045,7.2,37.0
2023-03-03 13:00:00,0.0063,0.055,115.0,0.0027,7.2,250.0
2023-03-03 14:00:00,0.007,0.057,64.0,0.0029,10.1,63.0
2023-03-03 15:00:00,0.0057,0.062,77.0,0.0046,9.0,28.0
2023-03-03 16:00:00,0.0067,0.063,66.0,0.003,12.1,87.0
2023-03-03 17:00:00,0.0130999999999999,0.066,164.0,0.0038,16.4,109.0
2023-03-03 18:00:00,0.0109,0.083,130.0,0.0057,15.1,84.0
2023-03-03 19:00:00,0.0107,0.089,104.0,0.0079,13.1,77.0
2023-03-03 20:00:00,0.0127,0.061,115.0,0.004,14.0,77.0
2023-03-03 21:00:00,0.0167,0.045,113.0,0.0034,10.7,65.0
2023-03-03 22:00:00,0.0183,0.036,95.0,0.0036,10.7,24.0
2023-03-03 23:00:00,0.0184,0.032,94.0,0.0031,11.6,18.0
2023-03-04 00:00:00,0.014,0.036,99.0,0.0031,13.0,15.0
2023-03-04 01:00:00,0.0107,0.039,77.0,0.0028,13.7,14.0
2023-03-04 02:00:00,0.0089,0.04,91.0,0.0029,13.5,14.0
2023-03-04 03:00:00,0.0167,0.026,100.0,0.0045,10.7,32.0
2023-03-04 04:00:00,0.0301,0.007,137.0,0.0181,6.2,135.0
2023-03-04 05:00:00,0.0327,0.002,111.0,0.0053,4.4,233.0
2023-03-04 06:00:00,0.0186999999999999,0.015,100.0,0.0059,4.3,63.0
2023-03-04 07:00:00,0.0243,0.01,105.0,0.0044,3.9,207.0
2023-03-04 08:00:00,0.0273999999999999,0.002,103.0,0.0042,10.0,242.0
2023-03-04 09:00:00,0.026,0.003,143.0,0.0039,8.4,241.0
2023-03-04 10:00:00,0.0233999999999999,0.013,149.0,0.0042,8.0,262.0
2023-03-04 11:00:00,0.0208,0.022,124.0,0.005,5.5,321.0
2023-03-04 12:00:00,0.0124,0.042,113.0,0.0113,7.3,38.0
2023-03-04 13:00:00,0.0101,0.049,124.0,0.0043,9.7,51.0
2023-03-04 14:00:00,0.0086,0.06,109.0,0.0040999999999999,12.0,72.0
2023-03-04 15:00:00,0.0081,0.069,128.0,0.0043,11.6,60.0
2023-03-04 16:00:00,0.0073,0.075,122.0,0.0057,12.7,55.0
2023-03-04 17:00:00,0.0093,0.076,121.0,0.0046,13.6,76.0
2023-03-04 18:00:00,0.0073,0.078,138.0,0.0056,13.5,67.0
2023-03-04 19:00:00,0.007,0.072,147.0,0.0072,13.3,67.0
2023-03-04 20:00:00,0.008,0.054,99.0,0.0032,15.4,72.0
2023-03-04 21:00:00,0.0130999999999999,0.04,98.0,0.0045,10.0,55.0
2023-03-04 22:00:00,0.0081,0.038,106.0,0.0040999999999999,15.7,64.0
2023-03-04 23:00:00,0.0064,0.038,166.0,0.0079,12.8,49.0
2023-03-05 00:00:00,0.0075,0.037,111.0,0.0103,14.1,29.0
2023-03-05 01:00:00,0.0063,0.038,70.0,0.0032,15.2,19.0
2023-03-05 02:00:00,0.008,0.033,52.0,0.0031,12.6,19.0
2023-03-05 03:00:00,0.0108,0.029,33.0,0.0039,9.7,24.0
2023-03-05 04:00:00,0.0075,0.031,32.0,0.0039,7.0,43.0
2023-03-05 05:00:00,0.0075,0.028,33.0,0.003,6.8,24.0
2023-03-05 06:00:00,0.0093,0.026,35.0,0.004,4.2,112.0
2023-03-05 07:00:00,0.009,0.026,45.0,0.0033,4.9,9.0
2023-03-05 08:00:00,0.0241,0.002,36.0,0.0032,3.6,209.0
2023-03-05 09:00:00,0.0205,0.004,46.0,0.0031,5.4,242.0
2023-03-05 10:00:00,0.0155,0.019,54.0,0.0036,4.8,224.0
2023-03-05 11:00:00,0.01425,0.03,56.16666666666666,0.0039,5.916666666666666,196.66666666666663
2023-03-05 12:00:00,0.013,0.041,58.333333333333336,0.0042,7.033333333333333,169.33333333333334
2023-03-05 13:00:00,0.01175,0.052,60.5,0.0045,8.15,142.0
2023-03-05 14:00:00,0.0105,0.063,62.66666666666666,0.0048,9.266666666666666,114.66666666666669
2023-03-05 15:00:00,0.00925,0.074,64.83333333333333,0.0051,10.383333333333333,87.33333333333334
2023-03-05 16:00:00,0.008,0.085,67.0,0.0054,11.5,60.0
2023-03-05 17:00:00,0.0088,0.1,83.0,0.0052,12.7,80.0
2023-03-05 18:00:00,0.0081,0.093,76.0,0.0066,11.4,56.0
2023-03-05 19:00:00,0.0058,0.057,72.0,0.0126,11.3,55.0
2023-03-05 20:00:00,0.0063,0.04,65.0,0.0197,10.0,53.0
2023-03-05 21:00:00,0.0101,0.029,63.0,0.0107,12.5,18.0
2023-03-05 22:00:00,0.0060999999999999,0.033,83.0,0.0036,13.5,16.0
2023-03-05 23:00:00,0.008,0.028,52.0,0.0032,12.1,24.0
2023-03-06 00:00:00,0.0075,0.024,59.0,0.0059,9.4,40.0
2023-03-06 01:00:00,0.0067,0.022,58.0,0.01,7.9,46.0
2023-03-06 02:00:00,0.0069,0.02,48.0,0.004,7.3,44.0
2023-03-06 03:00:00,0.0078,0.018,58.0,0.0035,5.0,20.0
2023-03-06 04:00:00,0.0088,0.015,39.0,0.0029,2.9,28.0
2023-03-06 05:00:00,0.0072,0.016,44.0,0.003,3.7,36.0
2023-03-06 06:00:00,0.0113,0.009,43.0,0.0029,3.1,17.0
2023-03-06 07:00:00,0.011,0.01,57.0,0.0029,4.7,351.0
2023-03-06 08:00:00,0.0173,0.002,84.0,0.0036,4.9,221.0
2023-03-06 09:00:00,0.019,0.002,122.0,0.0035,5.1,211.0
2023-03-06 10:00:00,0.0176,0.004,187.0,0.0034,4.0,295.0
2023-03-06 11:00:00,0.0106,0.022,134.0,0.0034,6.3,315.0
2023-03-06 12:00:00,0.008,0.035,115.0,0.0055,6.6,20.0
2023-03-06 13:00:00,0.0084,0.045,82.0,0.0063,7.2,45.0
2023-03-06 14:00:00,0.0101999999999999,0.053,96.0,0.0044,9.5,70.0
2023-03-06 15:00:00,0.0094,0.069,106.0,0.0044,9.9,70.0
2023-03-06 16:00:00,0.009,0.084,112.0,0.0043,11.7,54.0
2023-03-06 17:00:00,0.0092,0.093,99.0,0.0048,12.1,40.0
2023-03-06 18:00:00,0.0099,0.102,92.0,0.0085,10.8,45.0
2023-03-06 19:00:00,0.0128,0.101,93.0,0.0092,10.3,81.0
2023-03-06 20:00:00,0.0123,0.071,91.0,0.012,8.3,54.0
2023-03-06 21:00:00,0.017,0.037,109.0,0.0121999999999999,7.9,39.0
2023-03-06 22:00:00,0.0156,0.02,110.0,0.0038,11.0,22.0
2023-03-06 23:00:00,0.0111,0.023,104.0,0.0033,9.8,26.0
2023-03-07 00:00:00,0.0104,0.021,73.0,0.0039,10.2,38.0
2023-03-07 01:00:00,0.0081999999999999,0.014,65.0,0.0035,12.8,56.0
2023-03-07 02:00:00,0.0066,0.014,66.0,0.0035,11.3,23.0
2023-03-07 03:00:00,0.0073,0.011,73.0,0.0069,6.8,35.0
2023-03-07 04:00:00,0.0113,0.006,65.0,0.004,9.8,6.0
2023-03-07 05:00:00,0.0114,0.005,51.0,0.0031,5.6,351.0
2023-03-07 06:00:00,0.0093,0.007,58.0,0.003,2.8,24.0
2023-03-07 07:00:00,0.0116,0.005,62.0,0.0029,2.1,287.0
2023-03-07 08:00:00,0.013,0.002,139.0,0.0029,3.5,270.0
2023-03-07 09:00:00,0.014,0.003,129.0,0.003,5.5,241.0
2023-03-07 10:00:00,0.0133,0.006,161.0,0.0029,6.5,252.0
2023-03-07 11:00:00,0.0138,0.015,198.0,0.0031,4.6,328.0
2023-03-07 12:00:00,0.0145,0.025,190.0,0.0046,6.5,47.0
2023-03-07 13:00:00,0.0104,0.032,180.0,0.0049,9.9,54.0
2023-03-07 14:00:00,0.0124,0.047,136.0,0.0044,11.5,46.0
2023-03-07 15:00:00,0.0134,0.071,150.0,0.0052,11.7,48.0
2023-03-07 16:00:00,0.0128,0.091,146.0,0.0055,11.9,39.0
2023-03-07 17:00:00,0.0119,0.12,132.0,0.0059,13.4,72.0
2023-03-07 18:00:00,0.0074,0.085,150.0,0.0047,12.3,54.0
2023-03-07 19:00:00,0.0057,0.051,95.0,0.0068,11.5,54.0
2023-03-07 20:00:00,0.0068,0.041,85.0,0.0064,9.1,50.0
2023-03-07 21:00:00,0.0099,0.031,95.0,0.0057,9.2,42.0
2023-03-07 22:00:00,0.0114,0.025,94.0,0.0035,10.0,26.0
2023-03-07 23:00:00,0.0109,0.013,88.0,0.0065,11.0,53.0
2023-03-08 00:00:00,0.0081,0.012,92.0,0.0070999999999999,11.2,48.0
2023-03-08 01:00:00,0.0084,0.01,64.0,0.0039,12.5,18.0
2023-03-08 02:00:00,0.0099,0.007,51.0,0.0033,9.4,25.0
2023-03-08 03:00:00,0.0103,0.006,59.0,0.0029,10.8,19.0
2023-03-08 04:00:00,0.0081,0.009,59.0,0.0027,11.7,19.0
2023-03-08 05:00:00,0.0077,0.008,39.0,0.0028,9.0,16.0
2023-03-08 06:00:00,0.0118,0.003,36.0,0.0029,8.1,7.0
2023-03-08 07:00:00,0.0135,0.002,46.0,0.0033,4.6,44.0
2023-03-08 08:00:00,0.0135,0.003,44.0,0.0037,4.1,73.0
2023-03-08 09:00:00,0.0129,0.004,65.0,0.004,4.2,63.0
2023-03-08 10:00:00,0.01,0.007,74.0,0.0033,4.5,8.0
2023-03-08 11:00:00,0.0105,0.009,83.0,0.004,4.8,91.0
2023-03-08 12:00:00,0.0084,0.017,103.0,0.0038,8.3,44.0
2023-03-08 13:00:00,0.0114,0.021,96.0,0.0038,10.1,35.0
2023-03-08 14:00:00,0.0092,0.024,109.0,0.0047,12.2,31.0
2023-03-08 15:00:00,0.006,0.041,100.0,0.0075,11.6,42.0
2023-03-08 16:00:00,0.0101,0.068,85.0,0.0087,13.4,54.0
2023-03-08 17:00:00,0.0111,0.085,104.0,0.005,11.8,33.0
2023-03-08 18:00:00,0.0064,0.058,107.0,0.004,12.1,45.0
2023-03-08 19:00:00,0.0055,0.041,81.0,0.0104,10.9,49.0
2023-03-08 20:00:00,0.009,0.032,78.0,0.0088,9.6,43.0
2023-03-08 21:00:00,0.01,0.024,91.0,0.0047,10.3,29.0
2023-03-08 22:00:00,0.014,0.016,77.0,0.0083,9.9,40.0
2023-03-08 23:00:00,0.0083,0.018,115.0,0.0429,12.3,36.0
2023-03-09 00:00:00,0.0074,0.017,94.0,0.0123,12.6,27.0
2023-03-09 01:00:00,0.0078,0.016,62.0,0.0049,11.0,24.0
2023-03-09 02:00:00,0.0066,0.018,44.0,0.0036,10.2,26.0
2023-03-09 03:00:00,0.0078,0.015,43.0,0.0048,9.9,33.0
2023-03-09 04:00:00,0.0083,0.013,42.0,0.0038,9.8,34.0
2023-03-09 05:00:00,0.0049,0.015,37.0,0.0036,8.8,27.0
2023-03-09 06:00:00,0.0054,0.014,35.0,0.0054,7.7,37.0
2023-03-09 07:00:00,0.0116,0.007,41.0,0.0072,6.0,40.0
2023-03-09 08:00:00,0.0130999999999999,0.006,46.0,0.0042,7.0,8.0
2023-03-09 09:00:00,0.0125,0.006,49.0,0.0037,6.0,22.0
2023-03-09 10:00:00,0.0095,0.01,56.0,0.0035,8.4,17.0
2023-03-09 11:00:00,0.0075,0.016,68.0,0.0034,8.0,21.0
2023-03-09 12:00:00,0.0056,0.022,67.0,0.0034,6.0,19.0
2023-03-09 13:00:00,0.0078,0.026,63.0,0.0038,7.9,31.0
2023-03-09 14:00:00,0.0109,0.032,82.0,0.0039,10.4,35.0
2023-03-09 15:00:00,0.0118,0.051,113.0,0.0055,11.1,64.0
2023-03-09 16:00:00,0.0114,0.079,107.0,0.0060999999999999,11.1,68.0
2023-03-09 17:00:00,0.0108,0.099,105.0,0.0075,11.5,47.0
2023-03-09 18:00:00,0.0103,0.092,102.0,0.0069,9.4,35.0
2023-03-09 19:00:00,0.0116999999999999,0.086,102.0,0.0055,9.8,47.0
2023-03-09 20:00:00,0.013,0.062,113.0,0.0059,10.6,23.0
2023-03-09 21:00:00,0.0130999999999999,0.048,105.0,0.0039,9.6,18.0
2023-03-09 22:00:00,0.0106,0.03,104.0,0.0032,9.3,31.0
2023-03-09 23:00:00,0.0138,0.015,88.0,0.0058,8.6,51.0
2023-03-10 00:00:00,0.0094,0.012,96.0,0.0043,10.5,56.0
2023-03-10 01:00:00,0.0111,0.009,67.0,0.0034,11.6,27.0
2023-03-10 02:00:00,0.0070999999999999,0.013,54.0,0.0034,9.9,71.0
2023-03-10 03:00:00,0.01,0.009,45.0,0.0032,6.6,42.0
2023-03-10 04:00:00,0.012,0.006,41.0,0.0031,7.6,9.0
2023-03-10 05:00:00,0.0113,0.006,39.0,0.0029,7.3,9.0
2023-03-10 06:00:00,0.0099,0.007,49.0,0.0027,5.8,17.0
2023-03-10 07:00:00,0.0121,0.004,48.0,0.0026,2.9,33.0
2023-03-10 08:00:00,0.0145,0.002,47.0,0.0031,4.9,246.0
2023-03-10 09:00:00,0.0127,0.002,97.0,0.003,5.4,227.0
2023-03-10 10:00:00,0.0139,0.005,91.0,0.0029,4.8,284.0
2023-03-10 11:00:00,0.0134,0.011,93.0,0.0037,4.6,356.0
2023-03-10 12:00:00,0.0169,0.017,104.0,0.0059,9.1,60.0
2023-03-10 13:00:00,0.0148,0.026,125.0,0.005,10.2,63.0
2023-03-10 14:00:00,0.0087,0.04,121.0,0.0047,12.3,44.0
2023-03-10 15:00:00,0.0060999999999999,0.05,99.0,0.0039,11.8,62.0
2023-03-10 16:00:00,0.0068,0.044,80.0,0.0037,12.0,78.0
2023-03-10 17:00:00,0.0083,0.045,77.0,0.0068,15.9,90.0
2023-03-10 18:00:00,0.008,0.033,127.0,0.0059,17.9,91.0
2023-03-10 19:00:00,0.0086,0.026,155.0,0.0052,18.1,87.0
2023-03-10 20:00:00,0.009,0.021,131.0,0.0060999999999999,18.8,84.0
2023-03-10 21:00:00,0.0108,0.017,130.0,0.006,15.2,81.0
2023-03-10 22:00:00,0.0103,0.016,63.0,0.0042,10.2,64.0
2023-03-10 23:00:00,0.0130999999999999,0.01,60.0,0.0035,10.2,33.0
2023-03-11 00:00:00,0.0136999999999999,0.009,73.0,0.003,10.5,18.0
2023-03-11 01:00:00,0.0134,0.008,66.0,0.0028,8.9,24.0
2023-03-11 02:00:00,0.01,0.011,57.0,0.0033,7.7,24.0
2023-03-11 03:00:00,0.0124,0.007,58.0,0.0035,3.9,104.0
2023-03-11 04:00:00,0.016,0.002,162.0,0.0031,4.6,132.0
2023-03-11 05:00:00,0.0141,0.004,90.0,0.0029,6.1,4.0
2023-03-11 06:00:00,0.0116,0.006,81.0,0.0028,3.2,99.0
2023-03-11 07:00:00,0.0141,0.003,55.0,0.003,3.5,201.0
2023-03-11 08:00:00,0.0139,0.002,70.0,0.003,4.4,231.0
2023-03-11 09:00:00,0.013,0.003,104.0,0.0028,6.1,227.0
2023-03-11 10:00:00,0.0139,0.006,116.0,0.0028,10.7,241.0
2023-03-11 11:00:00,0.0136999999999999,0.015,91.0,0.0032,7.2,3.0
2023-03-11 12:00:00,0.0146,0.024,121.0,0.0036,7.5,13.0
2023-03-11 13:00:00,0.0133,0.035,113.0,0.0040999999999999,8.9,51.0
2023-03-11 14:00:00,0.0087,0.054,123.0,0.0040999999999999,8.8,64.0
2023-03-11 15:00:00,0.0104,0.082,116.0,0.0040999999999999,10.5,73.0
2023-03-11 16:00:00,0.0104,0.102,123.0,0.0040999999999999,11.3,65.0
2023-03-11 17:00:00,0.0129,0.115,121.0,0.0042,14.5,87.0
2023-03-11 18:00:00,0.0156,0.101,160.0,0.0043,14.1,95.0
2023-03-11 19:00:00,0.0133,0.075,149.0,0.0038,12.1,89.0
2023-03-11 20:00:00,0.0130999999999999,0.053,86.0,0.0037,12.0,48.0
2023-03-11 21:00:00,0.0121999999999999,0.045,113.0,0.0037,10.0,44.0
2023-03-11 22:00:00,0.0150999999999999,0.03,91.0,0.0035,7.0,58.0
2023-03-11 23:00:00,0.0355,0.003,93.0,0.0035,3.8,141.0
2023-03-12 00:00:00,0.035,0.002,133.0,0.0034,5.1,230.0
2023-03-12 01:00:00,0.0277,0.002,199.0,0.003,7.2,234.0
2023-03-12 02:00:00,0.0273999999999999,0.002,136.0,0.0028,7.3,237.0
2023-03-12 03:00:00,0.0273999999999999,0.003,140.0,0.0027,9.1,235.0
2023-03-12 04:00:00,0.0226,0.007,109.0,0.0027,9.2,234.0
2023-03-12 05:00:00,0.0209,0.009,97.0,0.0029,13.4,244.0
2023-03-12 06:00:00,0.0211,0.009,126.0,0.0039,13.3,246.0
2023-03-12 07:00:00,0.0186,0.009,93.0,0.0036,10.9,253.0
2023-03-12 08:00:00,0.0163999999999999,0.012,83.0,0.0033,15.2,247.0
2023-03-12 09:00:00,0.0145,0.014,70.0,0.0033,16.7,253.0
2023-03-12 10:00:00,0.0096,0.021,104.0,0.003,14.5,257.0
2023-03-12 11:00:00,0.007,0.028,80.0,0.0027,15.4,248.0
2023-03-12 12:00:00,0.004,0.036,264.0,0.0027,15.1,252.0
2023-03-12 13:00:00,0.0034,0.048,80.0,0.0032,14.2,67.0
2023-03-12 14:00:00,0.0028,0.052,180.0,0.0050999999999999,12.0,55.0
2023-03-12 15:00:00,0.0031,0.052,67.0,0.0048,13.2,60.0
2023-03-12 16:00:00,0.0025,0.049,110.0,0.0050999999999999,14.8,65.0
2023-03-12 17:00:00,0.0022,0.049,89.0,0.0032,12.9,59.0
2023-03-12 18:00:00,0.0025,0.05,48.0,0.0031,12.1,74.0
2023-03-12 19:00:00,0.003,0.049,40.0,0.0083,10.2,39.0
2023-03-12 20:00:00,0.0045,0.043,37.0,0.0130999999999999,11.3,47.0
2023-03-12 21:00:00,0.0106,0.033,50.0,0.0034,14.0,76.0
2023-03-12 22:00:00,0.0231,0.017,61.0,0.003,11.5,84.0
2023-03-12 23:00:00,0.0233999999999999,0.015,73.0,0.0032,7.7,51.0
2023-03-13 00:00:00,0.0129,0.026,73.0,0.0039,11.1,34.0
2023-03-13 01:00:00,0.0044,0.036,93.0,0.017,15.5,38.0
2023-03-13 02:00:00,0.0040999999999999,0.028,94.0,0.0047,22.9,68.0
2023-03-13 03:00:00,0.0031,0.03,385.0,0.0076,12.8,62.0
2023-03-13 04:00:00,0.0039,0.035,85.0,0.0118,3.6,34.0
2023-03-13 05:00:00,0.0042,0.036,64.0,0.0148,0.1,36.0
2023-03-13 06:00:00,0.0035,0.035,43.0,0.0052,12.4,58.0
2023-03-13 07:00:00,0.0037,0.034,36.0,0.0034,14.9,74.0
2023-03-13 08:00:00,0.0050999999999999,0.029,32.0,0.004,12.0,58.0
2023-03-13 09:00:00,0.0050999999999999,0.025,39.0,0.0027,12.8,22.0
2023-03-13 10:00:00,0.0096999999999999,0.018,31.0,0.0025,9.7,69.0
2023-03-13 11:00:00,0.018,0.008,31.0,0.0025,9.2,110.0
2023-03-13 12:00:00,0.0132,0.015,37.0,0.0032,9.8,70.0
2023-03-13 13:00:00,0.0065,0.028,52.0,0.0036,12.0,58.0
2023-03-13 14:00:00,0.0086,0.03,41.0,0.0037,15.6,71.0
2023-03-13 15:00:00,0.008,0.035,60.0,0.0040999999999999,16.3,77.0
2023-03-13 16:00:00,0.0086,0.032,53.0,0.0039,15.7,87.0
2023-03-13 17:00:00,0.0075,0.028,47.0,0.0031,15.7,74.0
2023-03-13 18:00:00,0.0084,0.026,40.0,0.0031,17.4,85.0
2023-03-13 19:00:00,0.0104,0.022,42.0,0.0028,16.0,92.0
2023-03-13 20:00:00,0.0101,0.023,39.0,0.0028,12.9,81.0
2023-03-13 21:00:00,0.0091,0.024,34.0,0.0025,11.7,63.0
2023-03-13 22:00:00,0.0105,0.023,39.0,0.0035,10.3,61.0
2023-03-13 23:00:00,0.0089,0.027,40.0,0.0179,12.8,52.0
2023-03-14 00:00:00,0.0081999999999999,0.029,52.0,0.0121,14.0,49.0
2023-03-14 01:00:00,0.0053,0.028,64.0,0.0054,15.8,38.0
2023-03-14 02:00:00,0.0044,0.028,75.0,0.0040999999999999,13.3,35.0
2023-03-14 03:00:00,0.004,0.026,37.0,0.0049,8.9,57.0
2023-03-14 04:00:00,0.0045,0.024,17.0,0.0028,9.3,42.0
2023-03-14 05:00:00,0.0040999999999999,0.024,17.0,0.0025,10.0,12.0
2023-03-14 06:00:00,0.004,0.024,9.0,0.0026,7.0,8.0
2023-03-14 07:00:00,0.004,0.023,18.0,0.0029,7.1,36.0
2023-03-14 08:00:00,0.0060999999999999,0.019,28.0,0.0027,7.1,31.0
2023-03-14 09:00:00,0.0081,0.016,22.0,0.0026,9.0,18.0
2023-03-14 10:00:00,0.0085,0.018,14.0,0.0026,7.5,32.0
2023-03-14 11:00:00,0.0076,0.017,11.0,0.0029,6.2,43.0
2023-03-14 12:00:00,0.0086,0.018,12.0,0.0028,8.0,73.0
2023-03-14 13:00:00,0.0059,0.025,20.0,0.0026,8.7,60.0
2023-03-14 14:00:00,0.005,0.028,17.0,0.0031,9.4,61.0
2023-03-14 15:00:00,0.0057,0.036,17.0,0.0027,10.0,71.0
2023-03-14 16:00:00,0.0081999999999999,0.031,22.0,0.0028,11.4,49.0
2023-03-14 17:00:00,0.0085,0.028,32.0,0.0045,10.6,47.0
2023-03-14 18:00:00,0.0078,0.025,36.0,0.005,10.3,44.0
2023-03-14 19:00:00,0.0096,0.023,30.0,0.0046,10.0,51.0
2023-03-14 20:00:00,0.0085,0.023,20.0,0.0029,10.8,52.0
2023-03-14 21:00:00,0.0052,0.023,17.0,0.0025,12.3,22.0
2023-03-14 22:00:00,0.0054,0.024,11.0,0.0024,11.0,23.0
2023-03-14 23:00:00,0.0073,0.02,10.0,0.0068,8.3,31.0
2023-03-15 00:00:00,0.0068,0.02,9.0,0.0028,10.1,26.0
2023-03-15 01:00:00,0.0057,0.02,13.0,0.0034,7.7,41.0
2023-03-15 02:00:00,0.0047,0.022,9.0,0.0032,10.0,33.0
2023-03-15 03:00:00,0.0040999999999999,0.022,9.0,0.0028,7.7,37.0
2023-03-15 04:00:00,0.0040999999999999,0.022,10.0,0.0026,5.6,44.0
2023-03-15 05:00:00,0.0043,0.02,6.0,0.0028,5.0,43.0
2023-03-15 06:00:00,0.005,0.02,6.0,0.0028,7.3,28.0
2023-03-15 07:00:00,0.0047,0.021,9.0,0.0024,7.7,24.0
2023-03-15 08:00:00,0.0081999999999999,0.015,8.0,0.0024,7.5,27.0
2023-03-15 09:00:00,0.0101999999999999,0.012,9.0,0.0023,5.8,31.0
2023-03-15 10:00:00,0.0123,0.009,13.0,0.0043,5.4,41.0
2023-03-15 11:00:00,0.0141,0.012,11.0,0.0060999999999999,5.0,47.0
2023-03-15 12:00:00,0.0128,0.014,19.0,0.0044,6.1,53.0
2023-03-15 13:00:00,0.0113,0.016,14.0,0.0047,7.2,57.0
2023-03-15 14:00:00,0.013,0.016,17.0,0.0053,7.2,42.0
2023-03-15 15:00:00,0.0107,0.021,26.0,0.004,9.8,32.0
2023-03-15 16:00:00,0.0112,0.022,18.0,0.0029,10.3,29.0
2023-03-15 17:00:00,0.0144,0.023,33.0,0.0029,10.1,35.0
2023-03-15 18:00:00,0.0133,0.025,49.0,0.0029,10.8,36.0
2023-03-15 19:00:00,0.0095,0.02,37.0,0.0026,11.6,26.0
2023-03-15 20:00:00,0.0093,0.018,21.0,0.0027,12.5,24.0
2023-03-15 21:00:00,0.0065,0.019,26.0,0.0027,11.7,29.0
2023-03-15 22:00:00,0.0062,0.018,28.0,0.0027,11.9,24.0
2023-03-15 23:00:00,0.0057,0.018,28.0,0.0026,12.0,25.0
2023-03-16 00:00:00,0.0057,0.016,14.0,0.0028,12.8,22.0
2023-03-16 01:00:00,0.0053,0.015,10.0,0.0027,14.2,12.0
2023-03-16 02:00:00,0.0059,0.013,10.0,0.0025,13.4,11.0
2023-03-16 03:00:00,0.0057,0.012,15.0,0.0024,11.2,5.0
2023-03-16 04:00:00,0.0049,0.012,21.0,0.0024,9.5,9.0
2023-03-16 05:00:00,0.006,0.011,17.0,0.0023,5.6,5.0
2023-03-16 06:00:00,0.0058,0.011,31.0,0.0023,2.3,16.0
2023-03-16 07:00:00,0.0086,0.008,21.0,0.0023,2.0,317.0
2023-03-16 08:00:00,0.0128,0.003,18.0,0.0024,4.3,232.0
2023-03-16 09:00:00,0.0125,0.004,42.0,0.0026,3.0,306.0
2023-03-16 10:00:00,0.0143,0.006,62.0,0.0026,2.8,120.0
2023-03-16 11:00:00,0.0136,0.013,82.0,0.0025,7.9,197.0
2023-03-16 12:00:00,0.0176,0.023,90.0,0.0037,6.7,99.0
2023-03-16 13:00:00,0.006,0.049,112.0,0.0028,19.1,271.0
2023-03-16 14:00:00,0.004,0.052,57.0,0.0023,15.2,289.0
2023-03-16 15:00:00,0.0189,0.079,35.0,0.0037,14.7,89.0
2023-03-16 16:00:00,0.014,0.088,120.0,0.0035,15.6,87.0
2023-03-16 17:00:00,0.0088,0.09,88.0,0.0034,13.2,76.0
2023-03-16 18:00:00,0.0083,0.088,72.0,0.0035,10.5,60.0
2023-03-16 19:00:00,0.0081,0.071,70.0,0.0048,11.3,29.0
2023-03-16 20:00:00,0.0146,0.047,66.0,0.0055,7.6,48.0
