,NO2,O3,PM10,SO2,WSR,WDR
2023-01-02 12:00:00,0.0266999999999999,0.019,70.0,0.0083,18.1,26.0
2023-01-02 13:00:00,0.0228,0.029,83.0,0.007,23.2,42.0
2023-01-02 14:00:00,0.024,0.033,65.0,0.006,27.1,49.0
2023-01-02 15:00:00,0.0219,0.045,85.0,0.0053,26.6,49.0
2023-01-02 16:00:00,0.0172,0.046,122.0,0.003,25.4,43.0
2023-01-02 17:00:00,0.0174,0.042,58.0,0.0023,20.8,34.0
2023-01-02 18:00:00,0.0251,0.029,50.0,0.0035,25.9,35.0
2023-01-02 19:00:00,0.0251,0.027,63.0,0.004,24.7,38.0
2023-01-02 20:00:00,0.0391,0.003,84.0,0.0036,36.0,61.0
2023-01-02 21:00:00,0.0359,0.002,163.0,0.0028,60.3,102.0
2023-01-02 22:00:00,0.0348,0.002,125.0,0.0025,60.2,100.0
2023-01-02 23:00:00,0.0298,0.002,109.0,0.0024,59.6,98.0
2023-01-03 00:00:00,0.0308999999999999,0.0026666666666666,137.0,0.0028,61.0,101.0
2023-01-03 01:00:00,0.0265,0.0033333333333333,145.0,0.0027,59.9,97.0
2023-01-03 02:00:00,0.0226999999999999,0.004,86.0,0.0022,61.0,98.0
2023-01-03 03:00:00,0.0069,0.02,70.0,0.001,63.7,108.0
2023-01-03 04:00:00,0.0027,0.026,145.0,0.0009,64.7,114.0
2023-01-03 05:00:00,0.0029,0.025,75.0,0.0008,64.8,113.0
2023-01-03 06:00:00,0.0064,0.022,89.0,0.0008,63.0,110.0
2023-01-03 07:00:00,0.0134,0.014,73.66666666666667,0.0009,61.8,108.0
2023-01-03 08:00:00,0.0201,0.007,58.33333333333333,0.0024,48.2,82.0
2023-01-03 09:00:00,0.016,0.012,43.0,0.0050999999999999,28.8,41.0
2023-01-03 10:00:00,0.0162,0.017,89.0,0.0023,17.9,26.0
2023-01-03 11:00:00,0.022,0.02,96.0,0.003,20.1,37.0
2023-01-03 12:00:00,0.0212,0.026,80.0,0.003,18.4,34.0
2023-01-03 13:00:00,0.0146,0.034,85.0,0.0022,21.3,37.0
2023-01-03 14:00:00,0.013,0.041,84.0,0.0022,6.9,13.0
2023-01-03 15:00:00,0.0143,0.048,62.0,0.0021,5.928571428571429,1.0
2023-01-03 16:00:00,0.0138,0.056,64.0,0.0019,4.957142857142857,2.0
2023-01-03 17:00:00,0.0158,0.055,54.0,0.002,3.9857142857142858,360.0
2023-01-03 18:00:00,0.0255,0.04,52.0,0.0046,3.0142857142857142,360.0
2023-01-03 19:00:00,0.0189,0.036,74.0,0.0109,2.0428571428571427,1.0
2023-01-03 20:00:00,0.02,0.022,91.0,0.0113,1.0714285714285712,2.0
2023-01-03 21:00:00,0.0206,0.018,75.0,0.0064,0.1,360.0
2023-01-03 22:00:00,0.0296,0.006,127.0,0.004,1.0,358.0
2023-01-03 23:00:00,0.0332999999999999,0.002,105.0,0.005,1.0,358.0
2023-01-04 00:00:00,0.0306,0.002,83.0,0.0039,1.0,358.0
2023-01-04 01:00:00,0.0297,0.002,70.0,0.0036,1.0058823529411764,357.0
2023-01-04 02:00:00,0.0242,0.00225,180.0,0.0027,1.011764705882353,357.0
2023-01-04 03:00:00,0.0226,0.0025,127.0,0.0023,1.0176470588235291,357.0
2023-01-04 04:00:00,0.0229,0.00275,126.0,0.0022,1.0235294117647058,356.0
2023-01-04 05:00:00,0.0249,0.003,126.0,0.0026,1.0294117647058825,357.0
2023-01-04 06:00:00,0.0238999999999999,0.00325,168.0,0.0026,1.035294117647059,357.0
2023-01-04 07:00:00,0.0266,0.0035,109.0,0.0028,1.0411764705882354,355.0
2023-01-04 08:00:00,0.0282,0.00375,154.0,0.0029,1.0470588235294118,356.0
2023-01-04 09:00:00,0.0282,0.004,163.0,0.0038,1.0529411764705885,357.0
2023-01-04 10:00:00,0.0252,0.011,164.0,0.0062,1.0588235294117647,358.0
2023-01-04 11:00:00,0.0162,0.028,137.0,0.0048,1.0647058823529412,357.0
2023-01-04 12:00:00,0.0125,0.042,73.0,0.004,1.0705882352941176,356.0
2023-01-04 13:00:00,0.014,0.051,59.0,0.0040999999999999,1.0764705882352943,356.0
2023-01-04 14:00:00,0.0144,0.06,59.0,0.0072,1.0823529411764707,357.0
2023-01-04 15:00:00,0.0121,0.066,68.0,0.0081,1.0882352941176472,358.0
2023-01-04 16:00:00,0.0112,0.075,67.0,0.0081,1.0941176470588236,358.0
2023-01-04 17:00:00,0.0130999999999999,0.091,61.0,0.0169,1.1,358.0
2023-01-04 18:00:00,0.0159,0.064,65.0,0.01,1.0,358.25
2023-01-04 19:00:00,0.0358,0.022,61.0,0.0053,1.0,358.5
2023-01-04 20:00:00,0.03,0.017,113.0,0.0028,1.0,358.75
2023-01-04 21:00:00,0.035,0.01,100.0,0.0040999999999999,1.15,359.0
2023-01-04 22:00:00,0.0434,0.002,138.0,0.0046,1.3,358.0
2023-01-04 23:00:00,0.0322999999999999,0.009,129.0,0.0044,1.4500000000000002,358.0
2023-01-05 00:00:00,0.0121999999999999,0.031,172.0,0.0057,1.6,356.0
2023-01-05 01:00:00,0.0147,0.025,90.0,0.0093,2.3,356.0
2023-01-05 02:00:00,0.0224,0.013,208.0,0.0074,1.775,360.0
2023-01-05 03:00:00,0.0265,0.003,115.0,0.0026,1.25,2.0
2023-01-05 04:00:00,0.0238999999999999,0.004,119.0,0.002,0.7250000000000001,1.0
2023-01-05 05:00:00,0.0255,0.002,130.0,0.0019,0.2,1.0
2023-01-05 06:00:00,0.0258,0.002,125.0,0.002,0.8,180.5
2023-01-05 07:00:00,0.0266,0.002,168.0,0.0019,1.5,360.0
2023-01-05 08:00:00,0.0281,0.004,109.0,0.0023,0.5,360.0
2023-01-05 09:00:00,0.028,0.006,118.0,0.0025,1.4,360.0
2023-01-05 10:00:00,0.0281,0.012,91.0,0.0032,1.6,360.0
2023-01-05 11:00:00,0.0198999999999999,0.031,96.0,0.0037,2.6,360.0
2023-01-05 12:00:00,0.0252,0.039,90.0,0.0050999999999999,3.2,359.0952380952381
2023-01-05 13:00:00,0.0268,0.054,135.0,0.0048,2.6,358.1904761904762
2023-01-05 14:00:00,0.0136,0.068,144.0,0.0033,2.2,357.2857142857143
2023-01-05 15:00:00,0.0115,0.073,113.0,0.0034,2.4,356.3809523809524
2023-01-05 16:00:00,0.0132,0.074,75.0,0.0037,2.2,355.4761904761905
2023-01-05 17:00:00,0.0153,0.108,77.0,0.023,2.1,354.57142857142856
2023-01-05 18:00:00,0.0153,0.076,81.0,0.0101999999999999,2.6,353.6666666666667
2023-01-05 19:00:00,0.0268,0.04,81.0,0.0044,1.3,352.7619047619048
2023-01-05 20:00:00,0.0207,0.031,85.0,0.0047,1.5,351.85714285714283
2023-01-05 21:00:00,0.0197,0.021,66.0,0.0025,1.1,350.95238095238096
2023-01-05 22:00:00,0.0126,0.026,72.0,0.0022,0.9,350.04761904761904
2023-01-05 23:00:00,0.0099,0.027,54.0,0.0016,1.0,349.1428571428572
2023-01-06 00:00:00,0.009,0.026,47.0,0.0013,14.755555555555556,348.23809523809524
2023-01-06 01:00:00,0.0157,0.014,87.0,0.0049,28.51111111111111,347.3333333333333
2023-01-06 02:00:00,0.0146,0.011,61.0,0.0025,42.266666666666666,346.42857142857144
2023-01-06 03:00:00,0.012,0.012,54.0,0.0019,56.02222222222222,345.5238095238095
2023-01-06 04:00:00,0.009,0.014,51.0,0.0023,69.77777777777777,344.6190476190476
2023-01-06 05:00:00,0.0076,0.018,61.0,0.0017,83.53333333333333,343.7142857142857
2023-01-06 06:00:00,0.0126,0.008,60.0,0.0013,97.28888888888888,342.8095238095238
2023-01-06 07:00:00,0.0181,0.002,64.0,0.0014,111.04444444444444,341.9047619047619
2023-01-06 08:00:00,0.0201,0.002,87.0,0.0015,124.8,341.0
2023-01-06 09:00:00,0.0212,0.003,165.0,0.0015,101.3,30.0
2023-01-06 10:00:00,0.0135,0.015,173.0,0.0014,58.1,62.0
2023-01-06 11:00:00,0.0089,0.03,116.0,0.0016,1.0,358.0
2023-01-06 12:00:00,0.0135,0.034,92.0,0.0022,1.0,1.0
2023-01-06 13:00:00,0.015,0.045,122.0,0.0023,1.0,180.5
2023-01-06 14:00:00,0.0174,0.056,125.0,0.0018,1.0333333333333334,360.0
2023-01-06 15:00:00,0.0175,0.075,135.0,0.0019,1.0666666666666669,359.0
2023-01-06 16:00:00,0.0169,0.078,118.0,0.002,1.1,359.0
2023-01-06 17:00:00,0.0121999999999999,0.066,106.0,0.0015,1.0,360.0
2023-01-06 18:00:00,0.0123,0.038,82.0,0.0019,1.0,359.0
2023-01-06 19:00:00,0.0198,0.025,68.0,0.0018,1.0,357.0
2023-01-06 20:00:00,0.0161,0.023,95.0,0.0015,1.028,356.0
2023-01-06 21:00:00,0.0202,0.014,76.0,0.0038,1.056,353.0
2023-01-06 22:00:00,0.0249,0.009,129.0,0.0037,1.084,352.0
2023-01-06 23:00:00,0.0288,0.003,106.0,0.0026,1.112,347.0
2023-01-07 00:00:00,0.0281,0.003,83.0,0.0023,1.14,336.0
2023-01-07 01:00:00,0.025,0.005,98.0,0.0022,1.168,316.0
2023-01-07 02:00:00,0.0189,0.006,87.0,0.0019,1.196,233.0
2023-01-07 03:00:00,0.0228,0.002,77.0,0.0017,1.224,270.0
2023-01-07 04:00:00,0.0189,0.002,83.0,0.0014,1.252,234.0
2023-01-07 05:00:00,0.0183,0.002,79.0,0.0013,1.28,219.0
2023-01-07 06:00:00,0.0189,0.0023333333333333,102.0,0.0012,1.308,215.0
2023-01-07 07:00:00,0.0193999999999999,0.0026666666666666,73.0,0.0013,1.336,163.0
2023-01-07 08:00:00,0.0205,0.003,72.0,0.0014,1.364,253.0
2023-01-07 09:00:00,0.0223,0.005,91.0,0.0015,1.392,349.0
2023-01-07 10:00:00,0.0213,0.013,122.0,0.0025,1.42,357.0
2023-01-07 11:00:00,0.0217,0.021,185.0,0.0023,1.448,360.0
2023-01-07 12:00:00,0.0141,0.037,133.0,0.0022,1.476,1.0
2023-01-07 13:00:00,0.0163,0.052,107.0,0.0021,1.504,1.0
2023-01-07 14:00:00,0.0141999999999999,0.06,98.0,0.002,1.532,360.0
2023-01-07 15:00:00,0.0081999999999999,0.058,91.0,0.0018,1.56,360.0
2023-01-07 16:00:00,0.0052,0.049,73.0,0.0017,1.588,360.0
2023-01-07 17:00:00,0.0043,0.043,55.0,0.0017,1.616,359.0
2023-01-07 18:00:00,0.0053,0.035,54.0,0.0016,1.644,357.0
2023-01-07 19:00:00,0.0058,0.028,61.0,0.0012,1.6720000000000002,353.0
2023-01-07 20:00:00,0.0056,0.026,56.0,0.002,1.7000000000000002,340.0
2023-01-07 21:00:00,0.0148,0.013,34.0,0.0017,1.728,325.0
2023-01-07 22:00:00,0.0143,0.012,49.0,0.0013,1.756,306.0
2023-01-07 23:00:00,0.0193,0.005,53.0,0.0011,1.784,298.0
2023-01-08 00:00:00,0.0167,0.004,64.0,0.0011,1.812,276.0
2023-01-08 01:00:00,0.0178,0.002,59.0,0.0011,1.84,267.0
2023-01-08 02:00:00,0.0165,0.002,68.0,0.0011,1.868,236.0
2023-01-08 03:00:00,0.0162,0.003,66.0,0.0012,1.896,260.0
2023-01-08 04:00:00,0.0171,0.002,91.0,0.0018,1.924,258.0
2023-01-08 05:00:00,0.017,0.002,98.0,0.0018,1.952,285.0
2023-01-08 06:00:00,0.0168,0.002,91.0,0.0015,1.98,296.0
2023-01-08 07:00:00,0.0157,0.0023333333333333,88.0,0.0016,2.008,290.0
2023-01-08 08:00:00,0.0169,0.0026666666666666,76.0,0.0018,2.036,295.0
2023-01-08 09:00:00,0.0179,0.003,81.0,0.0027,2.064,315.0
2023-01-08 10:00:00,0.0168,0.008,83.0,0.0024,2.092,345.0
2023-01-08 11:00:00,0.0149,0.015,76.0,0.0025,2.12,352.0
2023-01-08 12:00:00,0.0121,0.023,69.0,0.0037,2.148,356.0
2023-01-08 13:00:00,0.014,0.028,65.0,0.0042,2.176,358.0
2023-01-08 14:00:00,0.0101,0.036,69.0,0.0025,2.204,358.0
2023-01-08 15:00:00,0.0075,0.043,59.0,0.0019,2.232,358.0
2023-01-08 16:00:00,0.0076,0.042,55.0,0.0018,2.26,357.6666666666667
2023-01-08 17:00:00,0.0085,0.039,47.5,0.002,2.2880000000000003,357.3333333333333
2023-01-08 18:00:00,0.0167,0.028,40.0,0.0019,2.316,357.0
2023-01-08 19:00:00,0.0206,0.021,49.0,0.0019,2.3440000000000003,353.0
2023-01-08 20:00:00,0.0163,0.02,59.0,0.0028,2.372,350.0
2023-01-08 21:00:00,0.0129,0.021,71.0,0.003,2.4000000000000004,345.0
2023-01-08 22:00:00,0.0081,0.024,63.0,0.0028,2.428,340.0
2023-01-08 23:00:00,0.0083,0.023,44.0,0.0026,2.456,344.0
2023-01-09 00:00:00,0.0091,0.023,35.0,0.0027,2.484,346.0
2023-01-09 01:00:00,0.0096999999999999,0.021,54.0,0.0017,2.512,346.0
2023-01-09 02:00:00,0.0087,0.022,33.0,0.0016,2.54,346.0
2023-01-09 03:00:00,0.0096999999999999,0.022,34.0,0.0018,2.568,343.0
2023-01-09 04:00:00,0.006,0.027,28.0,0.0014,2.596,339.0
2023-01-09 05:00:00,0.0048,0.028,21.0,0.0066,2.624,330.0
2023-01-09 06:00:00,0.0091,0.02,24.0,0.0163999999999999,2.652,311.0
2023-01-09 07:00:00,0.011,0.017,79.0,0.0019,2.68,269.0
2023-01-09 08:00:00,0.0154,0.011,64.5,0.0013,2.708,241.0
2023-01-09 09:00:00,0.0150999999999999,0.013,50.0,0.0016,2.736,306.0
2023-01-09 10:00:00,0.012,0.021,50.0,0.0047,2.764,353.0
2023-01-09 11:00:00,0.0108,0.031,47.0,0.0103,2.792,359.0
2023-01-09 12:00:00,0.0118,0.036,66.0,0.0077,2.8200000000000003,359.0
2023-01-09 13:00:00,0.0119,0.048,60.0,0.0048,2.848,1.0
2023-01-09 14:00:00,0.0141,0.064,76.0,0.0045,2.8760000000000003,360.0
2023-01-09 15:00:00,0.019,0.062,79.0,0.0029,2.904,359.0
2023-01-09 16:00:00,0.0150999999999999,0.055,88.0,0.0021,2.932,358.0
2023-01-09 17:00:00,0.0121,0.05,68.0,0.0031,2.96,358.0
2023-01-09 18:00:00,0.0144,0.043,50.0,0.0106,2.988,356.0
2023-01-09 19:00:00,0.0233999999999999,0.018,61.0,0.0037,3.016,351.0
2023-01-09 20:00:00,0.0228,0.013,62.0,0.0037,3.044,343.0
2023-01-09 21:00:00,0.0259,0.005,73.0,0.0025,3.072,327.0
2023-01-09 22:00:00,0.0335,0.002,74.0,0.003,3.1,325.0
2023-01-09 23:00:00,0.0256,0.002,114.0,0.0021,3.128,309.0
2023-01-10 00:00:00,0.0238999999999999,0.002,90.0,0.0015,3.156,299.0
2023-01-10 01:00:00,0.0223,0.0022222222222222,100.0,0.0013,3.184,287.0
2023-01-10 02:00:00,0.0208,0.0024444444444444,95.0,0.0012,3.212,267.0
2023-01-10 03:00:00,0.0185,0.0026666666666666,104.0,0.0012,3.24,250.0
2023-01-10 04:00:00,0.0159,0.0028888888888888,87.0,0.001,3.268,232.0
2023-01-10 05:00:00,0.0150999999999999,0.0031111111111111,83.0,0.001,3.2960000000000003,212.0
2023-01-10 06:00:00,0.016,0.0033333333333333,82.0,0.0011,3.324,203.0
2023-01-10 07:00:00,0.0208,0.0035555555555555,66.0,0.0012,3.352,229.0
2023-01-10 08:00:00,0.0229,0.0037777777777777,85.0,0.0014,3.38,272.0
2023-01-10 09:00:00,0.0241,0.004,91.0,0.0016,3.408,340.0
2023-01-10 10:00:00,0.0232,0.013,158.0,0.0019,3.436,357.0
2023-01-10 11:00:00,0.0191,0.027,137.0,0.0022,3.464,1.0
2023-01-10 12:00:00,0.0154,0.045,116.0,0.0026,3.492,3.0
2023-01-10 13:00:00,0.0162,0.056,101.0,0.0032,3.52,3.0
2023-01-10 14:00:00,0.0185,0.065,103.0,0.0036,3.548,2.0
2023-01-10 15:00:00,0.0144,0.063,105.0,0.0019,3.576,1.0
2023-01-10 16:00:00,0.0174,0.069,68.0,0.002,3.604,1.0
2023-01-10 17:00:00,0.0189,0.077,72.0,0.002,3.632,1.0
2023-01-10 18:00:00,0.027,0.058,78.0,0.0022,3.66,180.0
2023-01-10 19:00:00,0.0571,0.011,91.0,0.0029,3.688,359.0
2023-01-10 20:00:00,0.03,0.034,152.0,0.0019,3.716,359.0
2023-01-10 21:00:00,0.0509,0.005,88.0,0.0029,3.744,358.0
2023-01-10 22:00:00,0.0479,0.002,169.0,0.0021,3.772,356.0
2023-01-10 23:00:00,0.0438,0.002,133.0,0.0019,3.8,354.0
2023-01-11 00:00:00,0.0397,0.002,120.0,0.0018,3.828,354.0
2023-01-11 01:00:00,0.0362,0.003,125.0,0.0014,3.856,354.0
2023-01-11 02:00:00,0.0286,0.008,98.0,0.0013,3.884,353.0
2023-01-11 03:00:00,0.0305,0.003,68.0,0.0012,3.912,352.0
2023-01-11 04:00:00,0.028,0.004,85.0,0.0015,3.94,351.0
2023-01-11 05:00:00,0.02,0.012,84.0,0.0014,3.968,351.0
2023-01-11 06:00:00,0.0277,0.005,62.0,0.002,3.996,350.0
2023-01-11 07:00:00,0.0314,0.002,66.0,0.0025,4.024,351.0
2023-01-11 08:00:00,0.0299,0.002,82.0,0.0021,4.052,350.0
2023-01-11 09:00:00,0.0285,0.007,88.0,0.0021,4.08,354.0
2023-01-11 10:00:00,0.0198,0.021,119.0,0.0017,4.1080000000000005,360.0
2023-01-11 11:00:00,0.0096999999999999,0.037,118.0,0.0014,4.136,3.0
2023-01-11 12:00:00,0.0076,0.043,137.0,0.0011,4.164,4.0
2023-01-11 13:00:00,0.0093,0.048,64.0,0.0013,4.192,5.0
2023-01-11 14:00:00,0.0215,0.059,59.0,0.002,4.220000000000001,3.0
2023-01-11 15:00:00,0.0324,0.068,81.0,0.0045,4.248,2.0
2023-01-11 16:00:00,0.0277,0.077,111.0,0.003,4.276,2.0
2023-01-11 17:00:00,0.0288,0.063,123.0,0.0045,4.304,2.0
2023-01-11 18:00:00,0.0298,0.049,101.0,0.0099,4.332,1.0
2023-01-11 19:00:00,0.0276,0.047,79.0,0.0032,4.359999999999999,180.0
2023-01-11 20:00:00,0.0276,0.043,94.0,0.0052,4.388,359.0
2023-01-11 21:00:00,0.0572,0.005,94.0,0.0144,4.416,359.0
2023-01-11 22:00:00,0.0575,0.002,170.0,0.0060999999999999,4.444,358.0
2023-01-11 23:00:00,0.0448,0.002,154.0,0.0028,4.472,355.0
2023-01-12 00:00:00,0.0674,0.006,239.0,0.0049,4.5,17.0
2023-01-12 01:00:00,0.0528,0.005,302.0,0.0050999999999999,5.0,356.0
2023-01-12 02:00:00,0.0541,0.005,234.0,0.0063,6.3,321.0
2023-01-12 03:00:00,0.0429,0.005,204.0,0.0063,6.7,312.0
2023-01-12 04:00:00,0.0348,0.009,135.0,0.0062,6.0,297.0
2023-01-12 05:00:00,0.0448,0.006,103.0,0.0056,6.1,271.0
2023-01-12 06:00:00,0.0228,0.018,155.0,0.005,15.6,18.0
2023-01-12 07:00:00,0.0081,0.03,529.0,0.003,23.0,15.0
2023-01-12 08:00:00,0.0116,0.029,634.0,0.0024,19.6,12.0
2023-01-12 09:00:00,0.0096999999999999,0.031,280.0,0.0029,20.6,19.0
2023-01-12 10:00:00,0.0069,0.035,251.0,0.0027,21.5,21.0
2023-01-12 11:00:00,0.0101,0.035,141.0,0.0014,1.0,11.0
2023-01-12 12:00:00,0.0044,0.044,120.0,0.0016,1.0,1.0
2023-01-12 13:00:00,0.0038,0.047,156.0,0.0032,1.0,180.0
2023-01-12 14:00:00,0.0052,0.046,192.0,0.0016,1.0760416666666668,359.0
2023-01-12 15:00:00,0.0054,0.046,59.0,0.0012,1.1520833333333331,359.0
2023-01-12 16:00:00,0.0046,0.046,49.0,0.001,1.228125,359.0
2023-01-12 17:00:00,0.0060999999999999,0.044,71.0,0.0019,1.3041666666666667,358.5
2023-01-12 18:00:00,0.0088,0.038,79.0,0.008,1.3802083333333337,358.0
2023-01-12 19:00:00,0.0107,0.034,89.0,0.0319,1.45625,357.0
2023-01-12 20:00:00,0.0175,0.024,77.0,0.0015,1.5322916666666666,356.0
2023-01-12 21:00:00,0.0162,0.025,61.0,0.0014,1.6083333333333334,356.0
2023-01-12 22:00:00,0.0191,0.022,52.0,0.0016,1.6843750000000002,356.0
2023-01-12 23:00:00,0.0249,0.013,36.0,0.0045,1.7604166666666667,354.0
2023-01-13 00:00:00,0.0203,0.016,44.0,0.0031,1.8364583333333333,351.0
2023-01-13 01:00:00,0.0079,0.032,56.0,0.0014,1.9125,350.0
2023-01-13 02:00:00,0.0123,0.025,29.0,0.0039,1.9885416666666669,349.0
2023-01-13 03:00:00,0.0198999999999999,0.008,26.0,0.0013,2.064583333333333,343.0
2023-01-13 04:00:00,0.0193999999999999,0.006,39.0,0.001,2.140625,341.0
2023-01-13 05:00:00,0.0191,0.004,36.0,0.0011,2.216666666666667,340.0
2023-01-13 06:00:00,0.0209,0.003,40.0,0.0013,2.2927083333333336,340.0
2023-01-13 07:00:00,0.0219,0.002,54.0,0.0016,2.3687500000000004,340.0
2023-01-13 08:00:00,0.0238,0.002,95.0,0.0023,2.4447916666666667,341.0
2023-01-13 09:00:00,0.0256,0.004,106.0,0.0029,2.520833333333333,346.0
2023-01-13 10:00:00,0.0179,0.022,130.0,0.0029,2.5968750000000003,359.0
2023-01-13 11:00:00,0.0077,0.036,72.0,0.0022,2.6729166666666666,359.0
2023-01-13 12:00:00,0.009,0.038,38.0,0.0017,2.7489583333333334,360.0
2023-01-13 13:00:00,0.0096,0.042,37.0,0.0016,2.825,359.5
2023-01-13 14:00:00,0.0111,0.047,47.0,0.0016,2.901041666666667,359.0
2023-01-13 15:00:00,0.0111,0.051,46.0,0.0018,2.9770833333333337,358.0
2023-01-13 16:00:00,0.0118,0.051,49.0,0.0024,3.053125,358.0
2023-01-13 17:00:00,0.0139,0.05,54.0,0.003,3.129166666666667,357.0
2023-01-13 18:00:00,0.021,0.057,58.0,0.0092,3.2052083333333337,357.0
2023-01-13 19:00:00,0.0188,0.052,58.0,0.0458999999999999,3.28125,356.0
2023-01-13 20:00:00,0.0201,0.026,69.0,0.0111,3.357291666666667,354.0
2023-01-13 21:00:00,0.0196,0.021,55.0,0.0062,3.4333333333333336,353.0
2023-01-13 22:00:00,0.0173,0.021,63.0,0.0029,3.5093750000000004,353.0
2023-01-13 23:00:00,0.0145,0.024,49.0,0.0031,3.585416666666667,352.0
2023-01-14 00:00:00,0.0186,0.018,147.0,0.0098,3.6614583333333335,351.0
2023-01-14 01:00:00,0.0198,0.016,138.0,0.0032,3.7375,348.0
2023-01-14 02:00:00,0.0216,0.013,194.0,0.0033,3.813541666666667,348.0
2023-01-14 03:00:00,0.0287,0.003,198.0,0.0034,3.889583333333333,344.0
2023-01-14 04:00:00,0.0272,0.002,165.0,0.0031,3.965625,343.0
2023-01-14 05:00:00,0.023,0.002,139.0,0.0021,4.041666666666667,340.0
2023-01-14 06:00:00,0.027,0.002,108.0,0.0078,4.117708333333334,340.0
2023-01-14 07:00:00,0.0253,0.0026666666666666,150.0,0.0044,4.1937500000000005,340.0
2023-01-14 08:00:00,0.0236,0.0033333333333333,124.0,0.0037,4.269791666666666,339.0
2023-01-14 09:00:00,0.0277,0.004,140.0,0.004,4.345833333333333,343.0
2023-01-14 10:00:00,0.0226999999999999,0.017,172.0,0.0065,4.421875,357.0
2023-01-14 11:00:00,0.017,0.029,89.0,0.0063,4.497916666666667,360.0
2023-01-14 12:00:00,0.0193,0.032,93.0,0.0036,4.573958333333334,360.0
2023-01-14 13:00:00,0.021,0.037,83.0,0.0042,4.65,359.0
2023-01-14 14:00:00,0.0243,0.044,116.0,0.0046,4.726041666666667,358.0
2023-01-14 15:00:00,0.014,0.054,87.0,0.0032,4.802083333333334,358.0
2023-01-14 16:00:00,0.011,0.057,58.0,0.0024,4.878125000000001,358.0
2023-01-14 17:00:00,0.0096999999999999,0.05,47.0,0.0023,4.954166666666668,357.0
2023-01-14 18:00:00,0.0126,0.038,44.0,0.0052,5.030208333333333,357.0
2023-01-14 19:00:00,0.019,0.025,59.0,0.0052,5.10625,356.0
2023-01-14 20:00:00,0.0166,0.025,66.0,0.0023,5.182291666666667,355.0
2023-01-14 21:00:00,0.0136999999999999,0.027,61.0,0.0019,5.258333333333334,356.0
2023-01-14 22:00:00,0.0228,0.015,57.0,0.0067,5.3343750000000005,354.0
2023-01-14 23:00:00,0.025,0.012,117.0,0.0101999999999999,5.410416666666667,352.0
2023-01-15 00:00:00,0.0322999999999999,0.002,98.5,0.0043,5.486458333333334,352.0
2023-01-15 01:00:00,0.0317,0.003,80.0,0.0183,5.5625,348.0
2023-01-15 02:00:00,0.0278,0.004,99.0,0.0139,5.638541666666667,346.0
2023-01-15 03:00:00,0.0253,0.003,81.0,0.0081999999999999,5.714583333333334,343.0
