,NO,NO2,O3,PM10,PM2.5,WSR,WDV
2023-01-02 23:00:00,108.2,34.7,3.6666666666666665,87.0,15.91,3.9,265.0
2023-01-03 00:00:00,54.3,34.5,4.333333333333333,90.0,12.1,2.8,273.0
2023-01-03 01:00:00,8.7,29.8,5.0,56.0,9.56,7.2,293.0
2023-01-03 02:00:00,12.3,32.7,4.0,44.0,11.91,7.0,280.0
2023-01-03 03:00:00,7.8,29.1,5.0,50.0,14.1,6.3,279.0
2023-01-03 04:00:00,4.4,24.3,8.0,49.0,11.43,5.5,255.0
2023-01-03 05:00:00,5.8,24.5,6.0,41.0,9.49,6.2,277.0
2023-01-03 06:00:00,7.3,17.4,11.0,39.0,8.45,9.1,260.0
2023-01-03 07:00:00,34.5,21.5,8.0,77.0,7.78,7.1,266.0
2023-01-03 08:00:00,49.1,28.1,3.0,73.0,10.2,7.3,287.0
2023-01-03 09:00:00,25.3,25.4,9.0,101.0,11.23,6.6,300.0
2023-01-03 10:00:00,11.5,17.0,18.0,89.0,8.44,4.9,227.0
2023-01-03 11:00:00,11.9,17.5,21.0,70.0,10.17,5.4,334.0
2023-01-03 12:00:00,8.9,15.8,28.0,91.0,11.22,7.2,109.0
2023-01-03 13:00:00,8.2,15.0,30.0,81.0,15.55,9.9,88.0
2023-01-03 14:00:00,5.7,11.7,40.0,81.0,14.61,15.0,93.0
2023-01-03 15:00:00,4.9,10.8,45.0,88.0,17.25,14.6,115.0
2023-01-03 16:00:00,4.6,10.7,47.0,72.0,12.03,15.8,112.0
2023-01-03 17:00:00,4.1,11.0,47.0,54.0,9.65,16.8,109.0
2023-01-03 18:00:00,4.1,12.6,40.0,74.0,12.57,17.0,110.0
2023-01-03 19:00:00,4.3,12.9,28.0,67.0,6.94,15.0,113.0
2023-01-03 20:00:00,3.9,13.2,27.0,40.0,5.75,11.5,119.0
2023-01-03 21:00:00,20.0,38.2,7.0,34.0,9.82,4.9,210.0
2023-01-03 22:00:00,33.3,37.6,4.0,52.0,10.49,4.3,233.0
2023-01-03 23:00:00,38.9,34.9,4.0,58.0,11.53,4.2,182.0
2023-01-04 00:00:00,38.0,35.6,3.0,54.0,10.62,3.3,281.0
2023-01-04 01:00:00,40.6,32.4,3.0,51.0,9.47,3.4,240.0
2023-01-04 02:00:00,9.0,27.1,7.0,48.0,7.2,4.1,257.0
2023-01-04 03:00:00,4.4,23.9,9.0,29.0,7.0,4.4,239.0
2023-01-04 04:00:00,3.6,17.6,12.0,31.0,6.23,4.1,285.0
2023-01-04 05:00:00,6.2,22.3,8.0,22.0,5.97,4.8,272.0
2023-01-04 06:00:00,30.1,28.5,4.0,26.0,9.75,4.2,278.0
2023-01-04 07:00:00,55.0,30.8,3.0,57.0,11.58,4.5,280.0
2023-01-04 08:00:00,77.7,30.4,3.0,65.0,11.11,5.4,283.0
2023-01-04 09:00:00,87.9,33.0,4.0,81.0,11.99,4.9,273.0
2023-01-04 10:00:00,31.5,33.3,12.0,90.0,16.54,5.3,250.0
2023-01-04 11:00:00,16.7,29.3,21.0,103.0,13.52,6.0,76.0
2023-01-04 12:00:00,8.3,19.4,35.0,82.5,13.11,10.6,82.0
2023-01-04 13:00:00,6.1,18.6,49.0,62.0,14.3,11.3,77.0
2023-01-04 14:00:00,5.4,15.4,55.0,94.0,18.63,14.0,89.0
2023-01-04 15:00:00,4.2,13.8,72.0,85.0,17.8,15.4,95.0
2023-01-04 16:00:00,4.2,12.2,62.0,73.0,12.96,15.4,108.0
2023-01-04 17:00:00,4.1,13.9,58.0,68.0,12.43,15.2,116.0
2023-01-04 18:00:00,4.2,15.2,43.0,59.0,12.03,13.7,108.0
2023-01-04 19:00:00,3.9,13.4,38.0,55.0,9.92,11.9,124.0
2023-01-04 20:00:00,4.9,17.8,31.0,40.0,9.39,9.6,151.0
2023-01-04 21:00:00,10.0,32.0,19.0,34.0,11.65,7.0,220.0
2023-01-04 22:00:00,7.3,29.0,20.0,50.0,12.74,9.6,136.0
2023-01-04 23:00:00,3.5,9.1,34.0,51.0,12.23,18.7,108.0
2023-01-05 00:00:00,3.2,10.9,31.0,76.0,9.33,8.6,136.0
2023-01-05 01:00:00,6.1,23.3,16.0,36.0,9.52,3.9,159.0
2023-01-05 02:00:00,7.4,29.4,8.0,36.0,10.61,3.6,274.0
2023-01-05 03:00:00,4.9,24.0,9.0,39.0,10.45,3.6,224.0
2023-01-05 04:00:00,4.0,28.6,7.0,36.0,13.54,4.4,277.0
2023-01-05 05:00:00,11.2,31.5,4.0,56.0,18.27,5.5,243.0
2023-01-05 06:00:00,20.8,33.5,3.0,70.0,20.56,7.1,292.0
2023-01-05 07:00:00,34.7,31.0,3.0,91.0,17.01,7.3,293.0
2023-01-05 08:00:00,46.8,33.1,3.0,77.0,18.45,7.9,290.0
2023-01-05 09:00:00,51.2,36.4,6.0,93.0,19.15,7.4,283.0
2023-01-05 10:00:00,23.7,32.8,15.0,106.0,19.77,8.6,271.0
2023-01-05 11:00:00,31.3,41.5,16.0,104.0,29.12,5.8,287.0
2023-01-05 12:00:00,28.9,52.8,22.0,119.0,41.94,6.2,71.0
2023-01-05 13:00:00,13.4,42.8,39.0,156.0,47.58,10.9,65.0
2023-01-05 14:00:00,8.7,32.4,51.0,161.0,41.33,14.8,80.0
2023-01-05 15:00:00,6.0,28.3,67.0,145.0,44.0,15.9,94.0
2023-01-05 16:00:00,4.6,15.2,67.0,158.0,25.85,16.0,111.0
2023-01-05 17:00:00,4.3,13.0,58.0,87.0,13.88,14.4,114.0
2023-01-05 18:00:00,3.9,17.1,47.0,66.0,14.51,10.4,119.0
2023-01-05 19:00:00,4.0,17.4,32.0,58.0,11.95,10.1,115.0
2023-01-05 20:00:00,3.9,10.2,33.0,43.0,10.32,14.6,122.0
2023-01-05 21:00:00,4.0,9.8,30.0,50.0,9.74,17.8,111.0
2023-01-05 22:00:00,3.3,6.2,31.0,49.0,8.57,18.8,124.0
2023-01-05 23:00:00,2.9,6.6,30.0,40.0,8.38,14.1,119.0
2023-01-06 00:00:00,2.9,9.5,24.0,28.0,12.48,11.6,100.0
2023-01-06 01:00:00,2.8,6.3,24.0,36.0,10.14,11.4,92.0
2023-01-06 02:00:00,2.9,9.5,19.0,33.0,19.4,7.9,78.0
2023-01-06 03:00:00,2.8,5.3,20.0,112.0,28.66,9.1,77.0
2023-01-06 04:00:00,2.7,4.9,17.0,63.0,18.87,4.4,83.0
2023-01-06 05:00:00,3.1,9.2,12.0,39.0,22.82,1.9,234.0
2023-01-06 06:00:00,3.2,11.5,14.0,47.0,22.33,2.8,230.0
2023-01-06 07:00:00,3.7,13.4,14.0,50.0,20.16,1.8,297.0
2023-01-06 08:00:00,13.9,22.9,5.0,47.0,27.85,4.1,282.0
2023-01-06 09:00:00,15.0,24.4,6.0,80.0,35.92,4.5,250.0
2023-01-06 10:00:00,16.7,24.4,9.0,94.0,35.23,5.2,242.0
2023-01-06 11:00:00,16.5,24.0,17.0,95.0,40.93,5.4,34.0
2023-01-06 12:00:00,14.2,27.4,24.0,115.0,42.39,5.8,310.0
2023-01-06 13:00:00,10.3,28.6,37.0,116.0,45.74,6.7,70.0
2023-01-06 14:00:00,6.0,18.0,48.0,116.0,41.22,10.5,79.0
2023-01-06 15:00:00,4.4,9.1,42.0,126.0,26.47,11.9,80.0
2023-01-06 16:00:00,4.2,9.1,38.0,74.0,17.59,13.2,124.0
2023-01-06 17:00:00,4.3,9.8,34.0,50.0,13.66,14.8,114.0
2023-01-06 18:00:00,3.8,11.8,32.0,48.0,13.96,11.8,125.0
2023-01-06 19:00:00,5.6,23.3,21.0,42.0,16.44,7.7,164.0
2023-01-06 20:00:00,23.4,39.8,6.0,49.0,19.65,6.0,210.0
2023-01-06 21:00:00,28.0,40.0,4.0,69.0,22.76,4.9,219.0
2023-01-06 22:00:00,32.0,37.6,3.0,76.0,24.16,4.9,234.0
2023-01-06 23:00:00,25.9,32.1,4.0,79.0,23.58,4.5,213.0
2023-01-07 00:00:00,23.2,28.6,4.0,67.0,23.42,2.8,155.0
2023-01-07 01:00:00,33.9,30.0,3.0,62.0,22.89,3.0,237.0
2023-01-07 02:00:00,21.2,26.7,3.0,65.0,30.47,3.2,197.0
2023-01-07 03:00:00,27.5,25.9,3.0,73.0,23.27,2.9,253.0
2023-01-07 04:00:00,27.0,24.5,2.75,58.0,23.13,4.4,299.0
2023-01-07 05:00:00,22.6,27.5,2.5,60.0,29.31,7.5,289.0
2023-01-07 06:00:00,33.5,25.8,2.25,81.0,31.48,7.0,290.0
2023-01-07 07:00:00,41.2,23.8,2.0,91.0,34.08,6.7,295.0
2023-01-07 08:00:00,52.2,24.6,3.0,95.0,35.69,7.1,282.0
2023-01-07 09:00:00,48.1,27.4,4.0,102.0,32.48,6.4,303.0
2023-01-07 10:00:00,44.0,34.5,7.0,98.0,36.6,4.1,297.0
2023-01-07 11:00:00,17.9,26.8,20.0,126.0,32.1,5.4,313.0
2023-01-07 12:00:00,8.5,17.4,31.0,109.0,27.75,5.4,256.0
2023-01-07 13:00:00,5.5,10.5,37.0,95.0,21.31,6.6,88.0
2023-01-07 14:00:00,5.1,11.1,42.0,72.0,21.52,9.4,135.0
2023-01-07 15:00:00,4.8,10.8,43.0,68.0,17.28,9.6,154.0
2023-01-07 16:00:00,4.6,13.0,46.0,53.0,22.0,11.4,122.0
2023-01-07 17:00:00,4.6,13.2,44.0,79.0,23.99,15.2,98.0
2023-01-07 18:00:00,4.8,13.8,32.0,84.0,25.87,16.9,105.0
2023-01-07 19:00:00,4.4,10.8,27.0,76.0,19.05,16.9,96.0
2023-01-07 20:00:00,4.7,17.4,19.0,53.0,23.6,11.8,66.0
2023-01-07 21:00:00,8.4,28.6,8.0,66.0,27.59,7.6,25.0
2023-01-07 22:00:00,8.7,25.6,7.0,93.0,27.53,3.8,253.0
2023-01-07 23:00:00,26.4,26.9,3.0,72.0,24.37,4.1,234.0
2023-01-08 00:00:00,33.6,24.9,4.0,56.0,22.14,4.6,232.0
2023-01-08 01:00:00,4.7,15.1,15.0,65.0,18.6,5.3,68.0
2023-01-08 02:00:00,3.4,11.1,18.0,41.0,18.43,6.5,119.0
2023-01-08 03:00:00,3.1,9.1,20.0,48.0,17.22,7.8,86.0
2023-01-08 04:00:00,2.9,9.0,21.0,37.0,17.43,5.6,168.0
2023-01-08 05:00:00,2.7,6.1,24.0,47.0,15.32,5.1,191.0
2023-01-08 06:00:00,2.7,6.5,24.0,29.0,14.79,4.7,239.0
2023-01-08 07:00:00,2.8,8.2,23.0,33.0,14.3,5.1,192.0
2023-01-08 08:00:00,2.9,9.9,22.0,36.0,13.7,5.0,245.0
2023-01-08 09:00:00,3.6,12.4,20.0,33.0,12.99,6.4,9.0
2023-01-08 10:00:00,3.9,10.4,22.0,38.0,11.04,7.7,20.0
2023-01-08 11:00:00,5.0,11.7,21.0,45.0,10.39,5.2,339.0
2023-01-08 12:00:00,5.5,12.3,23.0,37.0,11.33,5.5,339.0
2023-01-08 13:00:00,5.5,13.4,25.0,36.0,14.23,4.6,295.0
2023-01-08 14:00:00,4.7,12.3,31.0,47.0,16.09,4.8,30.0
2023-01-08 15:00:00,4.0,9.9,33.0,46.0,14.25,6.0,113.0
2023-01-08 16:00:00,3.6,8.9,34.0,35.0,15.25,5.9,88.0
2023-01-08 17:00:00,4.3,13.1,32.0,33.0,20.11,8.2,108.0
2023-01-08 18:00:00,4.2,14.4,31.0,53.0,19.22,11.6,114.0
2023-01-08 19:00:00,4.5,19.3,21.0,58.0,18.15,8.2,135.0
2023-01-08 20:00:00,8.1,27.7,13.0,54.0,19.62,6.6,169.0
2023-01-08 21:00:00,3.8,8.6,24.0,53.0,12.65,15.2,117.0
2023-01-08 22:00:00,3.1,8.4,23.0,33.0,10.77,11.9,127.0
2023-01-08 23:00:00,2.8,7.1,26.0,29.0,8.65,10.6,141.0
2023-01-09 00:00:00,2.6,6.9,26.0,29.0,8.03,10.2,120.0
2023-01-09 01:00:00,2.5,4.6,27.0,23.0,7.75,11.3,91.0
2023-01-09 02:00:00,2.4,5.0,25.0,25.0,7.85,13.9,82.0
2023-01-09 03:00:00,2.5,6.8,20.0,17.0,10.56,18.2,86.0
2023-01-09 04:00:00,2.5,5.5,22.0,23.0,8.81,15.4,94.0
2023-01-09 05:00:00,2.4,4.5,26.0,21.0,8.42,13.8,98.0
2023-01-09 06:00:00,2.4,6.6,23.0,22.0,8.66,11.9,104.0
2023-01-09 07:00:00,2.5,10.4,20.0,26.0,11.29,9.3,92.0
2023-01-09 08:00:00,3.5,17.5,12.0,35.0,11.63,5.2,85.0
2023-01-09 09:00:00,21.7,27.2,5.0,42.0,15.73,3.4,312.0
2023-01-09 10:00:00,16.3,25.6,10.0,55.0,17.1,5.8,81.0
2023-01-09 11:00:00,19.7,28.9,15.0,75.0,18.515,6.0,100.0
2023-01-09 12:00:00,9.2,18.3,26.0,81.0,19.93,6.6,103.0
2023-01-09 13:00:00,4.5,8.7,33.0,77.0,14.51,7.9,78.0
2023-01-09 14:00:00,4.4,9.6,33.0,46.0,14.01,10.8,71.0
2023-01-09 15:00:00,4.2,8.0,31.0,47.0,12.57,13.6,114.0
2023-01-09 16:00:00,4.2,7.3,31.0,46.0,13.96,16.6,103.0
2023-01-09 17:00:00,3.9,8.2,32.0,44.0,15.66,15.4,102.0
2023-01-09 18:00:00,3.8,11.7,28.0,40.0,11.58,12.1,104.0
2023-01-09 19:00:00,4.1,14.6,22.0,40.0,12.4,10.7,107.0
2023-01-09 20:00:00,5.8,21.1,14.0,38.0,13.85,6.8,139.0
2023-01-09 21:00:00,24.2,30.4,4.0,40.0,19.37,3.1,217.0
2023-01-09 22:00:00,27.1,31.4,3.0,53.0,16.34,4.5,207.0
2023-01-09 23:00:00,32.1,29.7,3.0,53.0,16.57,3.9,217.0
2023-01-10 00:00:00,24.9,27.3,4.0,48.0,15.72,4.0,210.0
2023-01-10 01:00:00,16.9,24.9,3.0,43.0,14.94,2.3,213.0
2023-01-10 02:00:00,14.9,20.5,5.0,33.0,13.5,2.3,200.0
2023-01-10 03:00:00,7.3,19.3,5.0,29.0,12.71,2.7,243.0
2023-01-10 04:00:00,6.1,17.7,4.0,28.0,13.04,2.8,295.0
2023-01-10 05:00:00,14.7,17.3,4.0,21.0,14.05,2.0,268.0
2023-01-10 06:00:00,52.6,22.9,3.0,33.0,21.73,4.7,281.0
2023-01-10 07:00:00,61.2,26.9,3.0,73.0,26.23,7.6,290.0
2023-01-10 08:00:00,77.7,31.8,3.0,89.0,28.22,6.0,275.0
2023-01-10 09:00:00,98.4,32.8,4.0,98.0,28.75,4.2,309.0
2023-01-10 10:00:00,34.4,30.4,11.0,116.0,32.17,5.7,279.0
2023-01-10 11:00:00,24.6,34.8,16.0,101.0,37.48,4.7,323.0
2023-01-10 12:00:00,20.4,40.8,25.0,115.0,36.72,5.3,268.0
2023-01-10 13:00:00,19.7,62.1,35.0,113.0,62.45,5.6,351.0
2023-01-10 14:00:00,10.5,45.0,51.0,189.0,53.32,8.3,81.0
2023-01-10 15:00:00,6.1,31.2,68.0,146.0,42.76,10.3,96.0
2023-01-10 16:00:00,4.5,17.1,66.0,141.0,25.58,13.7,112.0
2023-01-10 17:00:00,4.0,16.4,63.0,81.0,18.22,13.0,115.0
2023-01-10 18:00:00,3.6,16.3,57.0,67.0,17.69,13.3,116.0
2023-01-10 19:00:00,10.6,50.1,18.0,64.0,16.77,5.6,196.0
2023-01-10 20:00:00,22.6,54.7,7.0,68.0,18.93,4.7,188.0
2023-01-10 21:00:00,36.5,50.4,4.0,73.0,18.09,4.2,238.0
2023-01-10 22:00:00,49.6,44.9,3.0,69.0,17.13,3.3,214.0
2023-01-10 23:00:00,35.8,38.9,3.0,72.0,15.06,3.0,171.0
2023-01-11 00:00:00,39.2,33.0,4.0,57.0,15.36,4.6,222.0
2023-01-11 01:00:00,15.1,30.6,8.0,55.0,14.12,7.0,280.0
2023-01-11 02:00:00,4.3,25.4,15.0,49.0,15.33,8.2,288.0
2023-01-11 03:00:00,3.7,21.1,18.0,52.0,14.33,9.1,286.0
2023-01-11 04:00:00,3.6,19.0,14.0,39.0,12.93,4.8,282.0
2023-01-11 05:00:00,5.2,27.1,7.0,40.0,12.88,4.2,233.0
2023-01-11 06:00:00,35.8,31.7,3.0,35.0,15.03,4.6,269.0
2023-01-11 07:00:00,25.8,31.2,4.0,57.0,11.0,6.0,287.0
2023-01-11 08:00:00,41.3,34.5,3.0,41.0,11.8,8.0,299.0
2023-01-11 09:00:00,67.7,36.4,5.0,56.0,13.5,5.3,301.0
2023-01-11 10:00:00,79.9,49.9,7.0,66.0,36.02,6.4,288.0
2023-01-11 11:00:00,23.0,32.9,19.0,174.0,19.56,8.3,274.0
2023-01-11 12:00:00,27.2,50.8,22.0,94.0,22.82,4.9,257.0
2023-01-11 13:00:00,18.5,47.8,34.0,112.0,30.44,6.5,99.0
2023-01-11 14:00:00,6.2,22.3,60.0,117.0,33.76,14.3,102.0
2023-01-11 15:00:00,4.5,14.0,67.0,128.0,21.01,13.5,101.0
2023-01-11 16:00:00,4.2,11.2,60.0,80.0,16.45,14.8,107.0
2023-01-11 17:00:00,4.0,13.2,52.0,62.0,13.41,12.6,123.0
2023-01-11 18:00:00,12.4,45.2,21.0,47.0,12.96,5.8,168.0
2023-01-11 19:00:00,30.8,60.1,7.0,61.0,15.87,4.7,176.0
2023-01-11 20:00:00,42.2,66.2,4.0,79.0,18.82,3.9,211.0
2023-01-11 21:00:00,42.0,61.9,4.0,92.0,19.34,4.4,240.0
2023-01-11 22:00:00,56.9,59.0,3.0,80.0,21.01,3.9,265.0
2023-01-11 23:00:00,46.1,48.3,5.0,87.0,18.83,4.4,235.0
2023-01-12 00:00:00,55.2,47.2,3.0,71.0,17.79,3.9,276.0
2023-01-12 01:00:00,10.4,35.1,6.0,77.0,13.92,5.1,288.0
2023-01-12 02:00:00,4.6,28.4,10.0,42.0,13.5,6.8,292.0
2023-01-12 03:00:00,12.1,36.0,7.0,46.0,19.47,10.1,282.0
2023-01-12 04:00:00,11.2,42.1,4.0,87.0,22.58,9.2,285.0
2023-01-12 05:00:00,4.8,32.7,10.0,91.0,18.7,10.6,277.0
2023-01-12 06:00:00,5.2,26.1,14.0,94.0,17.57,10.0,262.0
2023-01-12 07:00:00,3.6,11.0,26.0,116.0,23.13,7.7,185.0
2023-01-12 08:00:00,4.1,15.1,23.0,273.0,19.39,9.5,269.0
2023-01-12 09:00:00,5.6,14.8,25.0,304.0,17.0,9.5,338.0
2023-01-12 10:00:00,6.2,11.8,30.0,254.0,9.91,10.5,11.0
2023-01-12 11:00:00,4.9,7.8,35.0,138.0,5.83,15.3,16.0
2023-01-12 12:00:00,4.5,6.8,37.0,66.0,4.31,14.1,25.0
2023-01-12 13:00:00,4.2,6.4,37.0,44.0,3.79,11.8,11.0
2023-01-12 14:00:00,4.3,6.9,38.0,28.0,4.56,8.5,354.0
2023-01-12 15:00:00,3.8,6.5,40.0,29.0,4.49,7.3,334.0
2023-01-12 16:00:00,3.7,7.1,39.0,27.0,4.81,8.8,19.0
2023-01-12 17:00:00,3.65,8.899999999999999,35.5,27.0,4.88,10.45,20.5
2023-01-12 18:00:00,3.6,10.7,32.0,27.0,4.95,12.1,22.0
2023-01-12 19:00:00,3.1,13.8,29.0,39.0,6.1,7.7,9.0
2023-01-12 20:00:00,2.9,12.3,30.0,54.0,6.03,6.4,21.0
2023-01-12 21:00:00,3.0,13.9,27.0,38.0,4.95,5.4,192.0
2023-01-12 22:00:00,3.1,15.9,25.0,32.0,4.63,5.2,173.0
2023-01-12 23:00:00,3.8,19.6,21.0,24.0,5.02,5.7,101.0
2023-01-13 00:00:00,2.8,12.3,27.0,25.0,4.7,8.7,51.0
2023-01-13 01:00:00,2.5,8.8,29.0,24.0,4.14,5.8,57.0
2023-01-13 02:00:00,2.5,8.3,29.0,17.0,3.75,6.5,223.0
2023-01-13 03:00:00,2.3,5.5,31.0,16.0,3.38,5.5,247.0
2023-01-13 04:00:00,2.3,9.8,27.0,8.0,3.96,5.8,261.0
2023-01-13 05:00:00,2.55,10.45,31.0,12.0,3.2,5.5,204.0
2023-01-13 06:00:00,2.8,11.1,27.0,10.0,3.49,5.2,184.0
2023-01-13 07:00:00,5.4,20.9,19.0,9.0,3.56,5.9,231.0
2023-01-13 08:00:00,10.2,29.0,12.0,18.0,4.87,4.8,241.0
2023-01-13 09:00:00,8.8,22.9,18.0,25.0,4.68,5.1,271.0
2023-01-13 10:00:00,10.6,19.4,22.0,26.0,6.34,6.6,342.0
2023-01-13 11:00:00,8.8,16.2,27.0,39.0,8.09,8.9,59.0
2023-01-13 12:00:00,7.1,13.7,31.0,44.0,6.54,7.4,68.0
2023-01-13 13:00:00,5.5,12.5,38.0,30.0,6.46,8.0,65.0
2023-01-13 14:00:00,5.3,15.4,46.0,35.0,17.61,8.1,81.0
2023-01-13 15:00:00,4.0,15.2,60.0,55.0,14.95,10.2,76.0
2023-01-13 16:00:00,3.5,13.3,63.0,59.0,11.86,14.8,81.0
2023-01-13 17:00:00,3.8,12.6,51.0,66.0,11.53,15.5,112.0
2023-01-13 18:00:00,3.5,12.3,43.0,69.0,8.99,15.9,111.0
2023-01-13 19:00:00,3.4,11.9,36.0,43.0,6.4,17.1,116.0
2023-01-13 20:00:00,3.2,9.8,33.0,47.0,4.57,16.7,120.0
2023-01-13 21:00:00,3.1,9.9,32.0,27.0,4.14,14.0,124.0
2023-01-13 22:00:00,7.3,30.2,13.0,15.0,6.74,5.8,188.0
2023-01-13 23:00:00,8.6,30.6,10.0,34.0,8.18,5.4,193.0
2023-01-14 00:00:00,10.5,32.5,7.0,32.0,8.48,4.3,189.0
2023-01-14 01:00:00,4.7,24.0,13.0,35.0,7.96,5.7,214.0
2023-01-14 02:00:00,4.1,22.1,14.0,26.0,8.38875,5.1,202.0
2023-01-14 03:00:00,3.7,20.5,13.0,22.0,8.817499999999999,4.1,248.0
2023-01-14 04:00:00,6.5,25.0,8.0,23.0,9.24625,3.7,171.0
2023-01-14 05:00:00,4.0,22.9,9.0,23.0,9.675,2.7,44.0
2023-01-14 06:00:00,29.5,29.9,3.0,36.0,10.10375,3.6,257.0
2023-01-14 07:00:00,27.9,28.0,4.0,58.0,10.5325,4.6,192.0
2023-01-14 08:00:00,59.0,29.5,3.0,55.0,10.96125,4.0,211.0
2023-01-14 09:00:00,63.3,31.5,5.0,73.0,11.39,4.1,280.0
2023-01-14 10:00:00,45.5,37.6,9.0,73.0,11.81875,4.6,288.0
2023-01-14 11:00:00,34.9,40.3,15.0,93.0,12.2475,5.2,159.0
2023-01-14 12:00:00,17.7,32.4,25.0,93.0,12.67625,5.2,180.0
2023-01-14 13:00:00,5.7,11.2,38.0,77.0,13.105,9.3,112.0
2023-01-14 14:00:00,4.8,9.5,41.0,41.0,13.53375,14.3,74.0
2023-01-14 15:00:00,5.8,10.2,38.0,43.0,13.9625,15.7,100.0
2023-01-14 16:00:00,5.5,9.6,36.0,73.0,14.39125,18.4,105.0
2023-01-14 17:00:00,5.4,10.7,34.0,77.0,14.82,17.2,112.0
2023-01-14 18:00:00,4.7,10.1,34.0,60.0,15.24875,17.8,106.0
2023-01-14 19:00:00,4.2,12.6,31.0,42.0,15.677499999999998,15.3,109.0
2023-01-14 20:00:00,3.5,9.3,34.0,38.0,16.10625,12.1,142.0
2023-01-14 21:00:00,10.4,31.4,13.0,34.0,16.535,6.2,245.0
2023-01-14 22:00:00,9.1,33.2,9.0,49.0,16.96375,5.3,262.0
2023-01-14 23:00:00,36.3,37.3,4.0,49.0,17.3925,4.7,226.0
2023-01-15 00:00:00,6.2,29.2,12.0,64.0,17.82125,5.4,94.0
2023-01-15 01:00:00,6.2,29.1,10.0,55.0,18.25,4.2,30.0
2023-01-15 02:00:00,12.4,31.3,5.0,62.0,19.72,3.4,281.0
2023-01-15 03:00:00,15.1,29.9,4.0,61.0,17.35,3.4,201.0
