,NO,NO2,O3,PM10,PM2.5,WSR,WDV
2023-01-02 20:00:00,97.7,60.0,5.0,118.0,41.0,3.2,269.0
2023-01-02 21:00:00,137.3,53.1,5.0,154.0,74.0,1.7,271.0
2023-01-02 22:00:00,73.1,50.2,5.0,196.0,47.0,3.6,237.0
2023-01-02 23:00:00,101.0,47.0,5.166666666666667,146.0,38.0,1.5,291.0
2023-01-03 00:00:00,186.6,48.2,5.333333333333333,142.0,62.0,1.9,356.0
2023-01-03 01:00:00,209.8,54.2,5.5,206.0,76.0,4.5,282.0
2023-01-03 02:00:00,129.1,50.2,5.666666666666667,228.0,57.0,4.2,288.0
2023-01-03 03:00:00,47.0,40.7,5.833333333333333,190.0,40.0,4.3,312.0
2023-01-03 04:00:00,5.7,28.4,6.0,127.0,14.0,3.3,267.0
2023-01-03 05:00:00,14.1,33.4,5.0,72.0,18.0,6.1,251.0
2023-01-03 06:00:00,6.7,19.5,12.0,76.0,11.0,6.1,348.0
2023-01-03 07:00:00,6.1,20.2,11.0,92.0,11.0,3.7,50.0
2023-01-03 08:00:00,4.6,18.0,15.0,96.0,10.0,9.5,6.0
2023-01-03 09:00:00,6.2,14.7,20.0,89.0,10.0,12.3,358.0
2023-01-03 10:00:00,7.2,12.4,24.0,101.0,11.0,10.5,3.0
2023-01-03 11:00:00,5.8,9.1,28.0,102.0,10.0,10.5,24.0
2023-01-03 12:00:00,5.3,8.2,31.0,78.0,7.0,6.0,32.0
2023-01-03 13:00:00,7.1,8.6,32.0,64.0,7.0,8.3,59.0
2023-01-03 14:00:00,9.5,12.7,35.0,62.0,8.0,7.2,153.0
2023-01-03 15:00:00,7.9,15.0,42.0,66.0,12.0,8.7,170.0
2023-01-03 16:00:00,9.3,15.0,45.0,72.0,11.0,9.4,167.0
2023-01-03 17:00:00,6.6,13.6,52.0,76.0,12.0,12.8,150.0
2023-01-03 18:00:00,6.9,18.0,36.0,88.0,11.0,12.6,143.0
2023-01-03 19:00:00,6.2,22.0,25.0,79.0,14.0,10.7,143.0
2023-01-03 20:00:00,11.7,38.4,9.0,76.0,18.0,6.6,148.0
2023-01-03 21:00:00,12.5,36.0,10.0,89.0,16.0,5.2,161.0
2023-01-03 22:00:00,17.5,38.8,8.0,76.0,15.0,3.8,183.0
2023-01-03 23:00:00,51.4,42.4,5.0,66.0,20.0,3.3,220.0
2023-01-04 00:00:00,72.2,42.5,5.0,92.0,24.0,1.8,324.0
2023-01-04 01:00:00,109.1,43.8,5.0,100.0,40.0,3.6,310.0
2023-01-04 02:00:00,141.4,46.1,5.777777777777778,170.0,54.0,3.5,16.0
2023-01-04 03:00:00,91.0,42.2,6.555555555555555,220.0,44.0,2.1,284.0
2023-01-04 04:00:00,79.2,38.5,7.333333333333334,169.0,35.0,2.5,299.0
2023-01-04 05:00:00,87.7,37.1,8.11111111111111,136.0,37.0,1.7,282.0
2023-01-04 06:00:00,113.6,39.8,8.88888888888889,162.0,44.0,4.7,262.0
2023-01-04 07:00:00,166.0,41.6,9.666666666666668,198.0,54.0,2.9,257.0
2023-01-04 08:00:00,195.5,40.8,10.444444444444445,231.0,51.0,3.0,329.0
2023-01-04 09:00:00,178.8,48.0,11.22222222222222,233.0,39.0,3.6,303.0
2023-01-04 10:00:00,46.6,41.8,12.0,186.0,19.0,1.3,304.0
2023-01-04 11:00:00,14.3,26.6,26.0,104.0,13.0,2.2,193.0
2023-01-04 12:00:00,10.4,23.4,34.0,63.0,14.0,5.4,139.0
2023-01-04 13:00:00,7.6,16.2,41.0,72.0,15.0,7.0,150.0
2023-01-04 14:00:00,8.4,13.1,42.0,72.0,14.0,9.5,125.0
2023-01-04 15:00:00,5.4,14.4,65.0,78.0,14.0,9.0,152.0
2023-01-04 16:00:00,4.2,15.9,77.0,77.0,16.0,10.6,149.0
2023-01-04 17:00:00,5.4,13.0,55.0,74.0,13.0,11.2,147.0
2023-01-04 18:00:00,5.3,15.6,39.0,76.0,13.0,10.9,150.0
2023-01-04 19:00:00,8.9,33.3,20.0,74.0,18.0,7.5,150.0
2023-01-04 20:00:00,25.9,52.7,7.0,89.0,26.0,5.2,169.0
2023-01-04 21:00:00,33.5,53.5,6.0,103.0,31.0,5.9,153.0
2023-01-04 22:00:00,8.1,33.1,18.0,119.0,22.0,9.4,154.0
2023-01-04 23:00:00,4.7,15.7,29.0,105.0,17.0,14.2,147.0
2023-01-05 00:00:00,3.6,13.0,30.0,89.0,14.0,10.8,151.0
2023-01-05 01:00:00,3.2,15.7,26.0,66.0,24.0,5.6,152.0
2023-01-05 02:00:00,3.4,20.9,21.0,68.0,23.0,3.1,124.0
2023-01-05 03:00:00,3.3,26.8,14.0,81.0,32.0,1.8,63.0
2023-01-05 04:00:00,3.2,25.9,13.0,80.0,26.0,3.9,30.0
2023-01-05 05:00:00,16.9,34.1,9.0,69.0,20.0,4.1,331.0
2023-01-05 06:00:00,33.2,43.2,5.0,82.0,27.0,4.6,314.0
2023-01-05 07:00:00,32.7,43.1,5.0,92.0,26.0,5.1,308.0
2023-01-05 08:00:00,86.8,44.3,5.0,87.0,25.0,3.5,316.0
2023-01-05 09:00:00,88.7,44.9,7.0,89.0,33.0,2.8,236.0
2023-01-05 10:00:00,52.4,50.7,11.0,143.0,42.0,1.2,156.0
2023-01-05 11:00:00,29.1,44.1,21.0,171.0,43.0,5.2,38.0
2023-01-05 12:00:00,6.4,17.2,43.0,149.0,19.0,5.4,42.0
2023-01-05 13:00:00,5.6,15.9,50.0,127.0,17.0,4.2,64.0
2023-01-05 14:00:00,9.0,22.8,51.0,92.0,22.0,8.4,153.0
2023-01-05 15:00:00,6.9,19.0,60.0,102.0,19.0,9.6,140.0
2023-01-05 16:00:00,5.6,26.9,106.0,93.0,27.0,11.4,146.0
2023-01-05 17:00:00,5.1,17.7,74.0,111.0,18.0,11.9,151.0
2023-01-05 18:00:00,7.5,20.5,45.0,92.0,16.0,10.3,142.0
2023-01-05 19:00:00,13.1,43.0,14.0,80.0,21.0,7.3,145.0
2023-01-05 20:00:00,16.5,46.9,8.0,111.0,28.0,8.2,145.0
2023-01-05 21:00:00,8.6,31.5,15.0,120.0,22.0,10.5,139.0
2023-01-05 22:00:00,8.6,23.7,19.0,92.0,18.0,9.8,143.0
2023-01-05 23:00:00,4.7,18.2,21.0,74.0,16.0,10.7,143.0
2023-01-06 00:00:00,4.8,16.7,20.0,69.0,14.0,11.6,134.0
2023-01-06 01:00:00,4.0,17.6,16.0,60.0,17.0,5.3,113.0
2023-01-06 02:00:00,3.6,16.8,14.0,70.0,20.0,5.4,96.0
2023-01-06 03:00:00,3.2,8.4,19.0,59.0,20.0,6.3,145.0
2023-01-06 04:00:00,3.4,9.4,18.0,48.0,23.0,2.1,156.0
2023-01-06 05:00:00,3.2,6.7,22.0,53.0,22.0,3.1,177.0
2023-01-06 06:00:00,4.8,7.7,22.0,52.0,19.0,1.8,186.0
2023-01-06 07:00:00,3.6,12.3,18.0,51.0,23.0,1.6,69.0
2023-01-06 08:00:00,10.8,22.6,8.0,53.0,23.0,5.2,90.0
2023-01-06 09:00:00,7.1,21.9,12.0,77.0,28.0,3.9,74.0
2023-01-06 10:00:00,21.2,27.6,9.0,86.0,33.0,4.9,128.0
2023-01-06 11:00:00,19.0,27.3,15.0,103.0,49.0,1.5,78.0
2023-01-06 12:00:00,10.8,17.7,27.0,123.0,36.0,5.0,58.0
2023-01-06 13:00:00,8.4,17.1,35.0,91.0,27.0,2.2,102.0
2023-01-06 14:00:00,8.4,20.3,47.0,85.0,36.0,4.5,159.0
2023-01-06 15:00:00,6.7,13.1,46.0,102.0,26.0,6.9,154.0
2023-01-06 16:00:00,8.3,10.9,39.0,79.0,19.0,10.8,150.0
2023-01-06 17:00:00,8.1,9.4,34.0,76.0,19.0,11.6,156.0
2023-01-06 18:00:00,7.1,15.8,29.0,73.0,22.0,9.7,173.0
2023-01-06 19:00:00,8.7,25.9,17.0,77.0,26.0,8.8,146.0
2023-01-06 20:00:00,15.4,37.3,8.0,98.0,33.0,6.8,145.0
2023-01-06 21:00:00,31.0,43.1,5.0,118.0,45.0,3.3,120.0
2023-01-06 22:00:00,53.6,42.2,5.0,164.0,58.0,2.1,41.0
2023-01-06 23:00:00,65.8,42.1,5.0,179.0,71.0,3.3,63.0
2023-01-07 00:00:00,12.0,27.9,9.0,207.0,38.0,8.1,136.0
2023-01-07 01:00:00,6.7,24.6,9.0,118.0,43.0,7.5,124.0
2023-01-07 02:00:00,4.6,16.2,11.0,106.0,23.0,5.2,138.0
2023-01-07 03:00:00,3.6,12.8,12.0,73.0,18.0,2.7,85.0
2023-01-07 04:00:00,3.2,14.0,11.0,54.0,29.0,2.6,39.0
2023-01-07 05:00:00,4.1,17.0,10.0,59.0,29.0,4.0,321.0
2023-01-07 06:00:00,3.8,20.1,9.0,68.0,34.0,5.4,328.0
2023-01-07 07:00:00,4.1,17.7,11.0,82.0,33.0,4.6,330.0
2023-01-07 08:00:00,10.4,22.8,6.0,82.0,33.0,4.9,340.0
2023-01-07 09:00:00,34.6,26.0,8.0,93.0,40.0,5.6,10.0
2023-01-07 10:00:00,23.9,26.9,13.0,128.0,40.0,6.9,16.0
2023-01-07 11:00:00,7.3,12.8,24.0,124.0,30.0,8.3,36.0
2023-01-07 12:00:00,5.1,9.6,32.0,95.0,24.0,8.5,35.0
2023-01-07 13:00:00,4.3,7.3,36.0,78.0,20.0,11.3,43.0
2023-01-07 14:00:00,5.1,7.6,38.0,69.0,18.0,7.4,76.0
2023-01-07 15:00:00,6.05,9.65,39.0,63.0,19.0,7.300000000000001,95.0
2023-01-07 16:00:00,7.0,11.7,40.0,57.0,20.0,7.2,114.0
2023-01-07 17:00:00,5.6,12.6,38.0,81.0,25.0,9.2,145.0
2023-01-07 18:00:00,8.1,15.5,29.0,93.0,27.0,12.5,141.0
2023-01-07 19:00:00,6.7,15.3,23.0,102.0,26.0,9.9,141.0
2023-01-07 20:00:00,4.9,20.4,17.0,87.0,31.0,6.4,68.0
2023-01-07 21:00:00,4.0,17.0,17.0,85.0,28.0,8.7,19.0
2023-01-07 22:00:00,3.8,14.8,17.0,72.0,26.0,8.0,356.0
2023-01-07 23:00:00,3.7,15.3,15.0,63.0,27.0,4.2,2.0
2023-01-08 00:00:00,3.4,13.6,18.0,73.0,24.0,7.9,357.0
2023-01-08 01:00:00,3.5,9.0,22.0,64.0,20.0,9.4,14.0
2023-01-08 02:00:00,3.9,10.3,21.0,61.0,22.0,5.7,22.0
2023-01-08 03:00:00,3.2,13.4,17.0,65.0,22.0,6.7,20.0
2023-01-08 04:00:00,3.1,7.1,23.0,62.0,19.0,8.5,7.0
2023-01-08 05:00:00,3.0,7.2,24.0,53.0,22.0,9.8,357.0
2023-01-08 06:00:00,3.0,7.0,24.0,54.0,18.0,7.8,358.0
2023-01-08 07:00:00,2.95,6.2,26.0,48.0,16.0,10.4,8.0
2023-01-08 08:00:00,2.9,7.3,25.0,54.0,14.0,9.6,11.0
2023-01-08 09:00:00,3.4,8.7,24.0,43.0,13.0,10.4,16.0
2023-01-08 10:00:00,3.6,7.9,24.0,51.0,10.0,11.7,30.0
2023-01-08 11:00:00,4.0,7.9,25.0,49.0,10.0,10.0,27.0
2023-01-08 12:00:00,4.3,7.8,27.0,50.0,11.0,8.4,30.0
2023-01-08 13:00:00,4.2,8.3,30.0,49.0,13.0,7.2,36.0
2023-01-08 14:00:00,3.5,5.7,33.0,51.0,11.0,8.0,46.0
2023-01-08 15:00:00,4.0,5.6,34.0,46.0,12.0,5.6,91.0
2023-01-08 16:00:00,4.9,9.2,35.0,52.0,16.0,4.3,148.0
2023-01-08 17:00:00,6.1,11.3,34.0,63.0,21.0,8.0,170.0
2023-01-08 18:00:00,7.2,13.9,32.0,68.0,23.0,9.9,159.0
2023-01-08 19:00:00,4.4,14.4,26.0,73.0,21.0,11.2,161.0
2023-01-08 20:00:00,5.8,17.8,20.0,78.0,26.0,9.3,154.0
2023-01-08 21:00:00,5.9,20.9,15.0,77.0,30.0,9.5,156.0
2023-01-08 22:00:00,6.8,21.0,14.0,79.0,26.0,6.9,175.0
2023-01-08 23:00:00,8.9,19.6,15.0,73.0,18.0,6.1,156.0
2023-01-09 00:00:00,7.3,20.3,14.0,64.0,16.0,5.0,162.0
2023-01-09 01:00:00,3.6,16.2,17.0,63.0,20.0,7.0,140.0
2023-01-09 02:00:00,3.4,13.0,19.0,62.0,17.0,10.4,122.0
2023-01-09 03:00:00,3.2,11.2,24.0,61.0,11.0,12.2,109.0
2023-01-09 04:00:00,2.9,7.6,22.0,50.0,11.0,9.6,144.0
2023-01-09 05:00:00,3.0,9.5,20.0,40.0,12.0,5.8,141.0
2023-01-09 06:00:00,3.6,10.4,20.0,41.0,13.0,6.6,140.0
2023-01-09 07:00:00,6.6,17.9,16.0,44.0,16.0,6.1,142.0
2023-01-09 08:00:00,10.5,20.4,18.0,60.0,13.0,5.9,141.0
2023-01-09 09:00:00,11.5,25.8,15.0,73.0,15.0,3.2,86.0
2023-01-09 10:00:00,14.3,29.1,18.0,86.0,22.0,4.9,63.0
2023-01-09 11:00:00,15.7,32.0,24.0,107.0,28.0,1.6,97.0
2023-01-09 12:00:00,13.6,24.6,27.0,111.0,24.0,5.4,168.0
2023-01-09 13:00:00,9.5,16.1,35.0,93.0,19.0,3.6,142.0
2023-01-09 14:00:00,6.6,11.6,40.0,74.0,16.0,5.8,162.0
2023-01-09 15:00:00,8.2,13.1,41.0,67.0,16.0,9.4,159.0
2023-01-09 16:00:00,7.1,10.9,38.0,63.0,15.666666666666666,10.5,172.0
2023-01-09 17:00:00,4.8,11.5,39.0,67.0,15.333333333333334,10.9,161.0
2023-01-09 18:00:00,6.0,14.1,30.0,69.0,15.0,8.6,153.0
2023-01-09 19:00:00,6.4,18.1,21.0,68.0,16.0,10.2,160.0
2023-01-09 20:00:00,7.6,22.2,15.0,73.0,19.0,8.9,162.0
2023-01-09 21:00:00,10.6,26.0,12.0,78.0,21.0,5.7,168.0
2023-01-09 22:00:00,9.6,23.3,13.0,78.0,20.0,5.7,167.0
2023-01-09 23:00:00,9.4,22.9,12.0,68.0,20.0,4.8,178.0
2023-01-10 00:00:00,10.2,28.7,7.0,68.0,25.0,2.6,88.0
2023-01-10 01:00:00,21.1,32.1,5.0,83.0,30.0,2.4,44.0
2023-01-10 02:00:00,34.5,30.9,5.0,96.0,29.0,1.4,42.0
2023-01-10 03:00:00,72.3,32.6,5.0,96.0,46.0,4.3,30.0
2023-01-10 04:00:00,59.8,33.9,5.285714285714286,152.0,52.0,4.0,16.0
2023-01-10 05:00:00,40.3,31.9,5.571428571428571,166.0,51.0,4.5,358.0
2023-01-10 06:00:00,51.6,30.6,5.857142857142857,128.0,41.0,3.8,317.0
2023-01-10 07:00:00,76.1,31.8,6.142857142857142,123.0,45.0,2.2,294.0
2023-01-10 08:00:00,114.9,32.7,6.428571428571429,138.0,48.0,4.0,230.0
2023-01-10 09:00:00,118.2,39.0,6.714285714285714,179.0,62.0,0.7,134.0
2023-01-10 10:00:00,97.3,56.5,7.0,227.0,67.0,0.9,212.0
2023-01-10 11:00:00,69.9,69.2,12.0,213.0,82.0,2.5,50.0
2023-01-10 12:00:00,20.2,47.3,28.0,240.0,68.0,1.2,105.0
2023-01-10 13:00:00,13.3,37.5,44.0,186.0,57.0,2.9,122.0
2023-01-10 14:00:00,8.9,33.4,54.0,148.0,49.0,3.3,104.0
2023-01-10 15:00:00,5.8,25.4,71.0,132.0,33.0,5.4,166.0
2023-01-10 16:00:00,6.6,21.5,61.0,115.0,26.0,8.4,158.0
2023-01-10 17:00:00,6.2,23.3,65.0,90.0,24.0,11.2,152.0
2023-01-10 18:00:00,6.1,22.2,50.0,95.0,22.0,9.9,154.0
2023-01-10 19:00:00,7.2,39.7,29.0,100.0,27.0,8.1,142.0
2023-01-10 20:00:00,9.9,44.5,14.0,127.0,26.0,8.0,162.0
2023-01-10 21:00:00,16.1,41.1,11.0,101.0,23.0,7.3,166.0
2023-01-10 22:00:00,13.6,38.3,8.0,96.0,28.0,5.0,173.0
2023-01-10 23:00:00,21.6,38.9,5.0,95.0,40.0,1.7,46.0
2023-01-11 00:00:00,20.9,37.2,5.0,112.0,30.0,4.7,17.0
2023-01-11 01:00:00,60.8,39.0,5.0,110.0,39.0,3.9,327.0
2023-01-11 02:00:00,62.6,39.0,5.555555555555555,157.0,45.0,2.2,321.0
2023-01-11 03:00:00,43.4,37.5,6.111111111111111,157.0,38.0,4.3,312.0
2023-01-11 04:00:00,36.9,35.9,6.666666666666667,123.0,33.0,2.4,295.0
2023-01-11 05:00:00,28.7,32.3,7.222222222222222,102.0,31.0,1.3,339.0
2023-01-11 06:00:00,51.7,30.9,7.777777777777778,96.0,36.0,1.0,306.0
2023-01-11 07:00:00,85.2,36.0,8.333333333333334,111.0,44.0,3.9,343.0
2023-01-11 08:00:00,142.9,38.3,8.88888888888889,148.0,45.0,3.2,307.0
2023-01-11 09:00:00,124.7,42.5,9.444444444444445,168.0,48.0,3.1,10.0
2023-01-11 10:00:00,56.9,45.3,10.0,183.0,47.0,2.3,248.0
2023-01-11 11:00:00,63.6,60.2,12.0,176.0,52.0,2.7,248.0
2023-01-11 12:00:00,28.5,58.2,25.0,217.0,54.0,3.3,57.0
2023-01-11 13:00:00,25.3,67.3,38.0,189.0,62.0,5.2,127.0
2023-01-11 14:00:00,14.4,50.2,52.0,187.0,46.0,8.3,167.0
2023-01-11 15:00:00,8.1,34.3,68.0,147.0,33.0,9.2,150.0
2023-01-11 16:00:00,7.3,21.1,65.0,122.0,21.0,10.9,163.0
2023-01-11 17:00:00,5.7,18.2,61.0,98.0,18.0,12.0,162.0
2023-01-11 18:00:00,9.7,29.6,54.0,89.0,21.0,10.9,154.0
2023-01-11 19:00:00,8.3,42.9,32.0,125.0,27.0,8.8,139.0
2023-01-11 20:00:00,13.2,62.3,14.0,150.0,36.0,3.9,118.0
2023-01-11 21:00:00,57.3,67.2,6.0,186.0,56.0,1.6,70.0
2023-01-11 22:00:00,94.0,62.9,5.0,236.0,74.0,0.6,108.0
2023-01-11 23:00:00,137.8,72.1,5.0,241.0,68.0,4.1,240.0
2023-01-12 00:00:00,194.4,68.8,5.0,239.0,77.0,2.4,9.0
2023-01-12 01:00:00,153.2,54.6,4.0,294.0,83.0,3.4,11.0
2023-01-12 02:00:00,103.2,54.3,5.0,244.0,67.0,5.5,313.0
2023-01-12 03:00:00,31.3,44.1,4.0,207.0,46.0,5.8,325.0
2023-01-12 04:00:00,5.5,35.8,8.0,144.0,38.0,5.5,298.0
2023-01-12 05:00:00,19.4,43.4,6.0,106.0,42.0,5.3,267.0
2023-01-12 06:00:00,12.3,27.4,15.0,148.0,43.0,12.7,17.0
2023-01-12 07:00:00,3.1,8.0,29.0,480.0,53.0,21.4,16.0
2023-01-12 08:00:00,3.6,11.5,28.0,623.0,28.0,18.8,12.0
2023-01-12 09:00:00,4.3,10.3,30.0,331.0,23.0,19.4,18.0
2023-01-12 10:00:00,4.3,7.5,34.0,252.0,16.0,20.4,21.0
2023-01-12 11:00:00,4.0,6.0,38.0,199.0,9.0,20.7,38.0
2023-01-12 12:00:00,3.8,5.2,38.0,126.0,5.0,18.5,39.0
2023-01-12 13:00:00,3.9,5.4,39.0,67.0,5.0,16.5,38.0
2023-01-12 14:00:00,3.9,5.6,39.0,55.0,5.0,13.5,31.0
2023-01-12 15:00:00,3.8,5.5,40.0,44.0,5.0,11.0,43.0
2023-01-12 16:00:00,3.8,5.6,39.0,54.0,5.0,12.9,44.0
2023-01-12 17:00:00,4.8,6.1,37.0,62.0,6.0,14.7,49.0
2023-01-12 18:00:00,3.7,8.8,35.0,61.0,7.0,14.2,51.0
2023-01-12 19:00:00,3.2,13.6,30.0,71.0,8.0,12.7,46.0
2023-01-12 20:00:00,3.0,12.8,30.0,81.0,7.0,11.5,28.0
2023-01-12 21:00:00,3.0,18.2,25.0,59.0,7.0,8.4,24.0
2023-01-12 22:00:00,3.6,17.6,25.0,56.0,6.666666666666667,5.7,358.0
2023-01-12 23:00:00,2.9,14.1,27.0,54.0,6.333333333333333,7.3,26.0
2023-01-13 00:00:00,2.9,10.6,29.0,50.0,6.0,10.0,32.0
2023-01-13 01:00:00,2.8,11.1,28.0,43.0,6.0,8.1,17.0
2023-01-13 02:00:00,2.8,7.8,30.0,39.0,5.0,6.5,333.0
2023-01-13 03:00:00,2.8,16.3,24.0,36.0,6.0,7.0,346.0
2023-01-13 04:00:00,2.8,10.0,28.0,41.0,5.0,5.2,358.0
2023-01-13 05:00:00,2.9,13.6,24.0,35.0,6.0,2.9,6.0
2023-01-13 06:00:00,13.4,26.6,14.0,40.0,10.0,3.4,335.0
2023-01-13 07:00:00,8.0,34.9,8.0,54.0,11.0,5.5,337.0
2023-01-13 08:00:00,13.1,36.0,8.0,64.0,11.0,6.1,343.0
2023-01-13 09:00:00,11.0,25.5,17.0,74.0,9.0,8.4,14.0
2023-01-13 10:00:00,8.4,15.7,25.0,65.0,8.0,7.7,17.0
2023-01-13 11:00:00,7.1,10.7,31.0,56.0,6.0,4.8,60.0
2023-01-13 12:00:00,6.65,10.25,33.0,51.5,6.0,3.4,49.5
2023-01-13 13:00:00,6.2,9.8,35.0,47.0,6.0,2.0,39.0
2023-01-13 14:00:00,7.3,13.8,37.0,45.0,9.0,2.9,157.0
2023-01-13 15:00:00,7.2,15.6,42.0,59.0,9.0,5.1,157.0
2023-01-13 16:00:00,6.9,17.9,57.0,60.0,11.0,6.8,124.0
2023-01-13 17:00:00,5.9,16.9,60.0,76.0,12.0,9.3,158.0
2023-01-13 18:00:00,3.9,18.7,64.0,81.0,18.0,11.1,150.0
2023-01-13 19:00:00,7.3,22.3,32.0,104.0,14.0,12.5,148.0
2023-01-13 20:00:00,8.1,30.1,18.0,91.0,16.0,10.4,162.0
2023-01-13 21:00:00,6.9,25.1,20.0,88.0,16.0,10.1,158.0
2023-01-13 22:00:00,6.2,21.9,22.0,67.0,15.666666666666666,9.4,159.0
2023-01-13 23:00:00,5.4,22.9,20.0,59.0,15.333333333333334,8.2,146.0
2023-01-14 00:00:00,7.0,28.1,16.0,61.0,15.0,8.9,136.0
2023-01-14 01:00:00,4.3,17.8,23.0,62.0,12.0,6.6,146.0
2023-01-14 02:00:00,4.1,23.2,19.0,58.0,11.0,6.1,134.0
2023-01-14 03:00:00,4.1,34.1,9.0,62.0,42.0,3.9,91.0
2023-01-14 04:00:00,3.2,31.3,10.0,106.0,28.0,4.5,56.0
2023-01-14 05:00:00,3.3,34.0,8.0,80.0,17.0,4.2,54.0
2023-01-14 06:00:00,6.4,35.9,6.0,64.0,20.0,3.0,13.0
2023-01-14 07:00:00,27.2,36.9,5.0,57.0,20.0,3.9,32.0
2023-01-14 08:00:00,29.2,39.1,5.0,80.0,19.0,4.1,26.0
2023-01-14 09:00:00,29.6,36.2,10.0,74.0,17.0,3.9,47.0
2023-01-14 10:00:00,34.7,35.4,14.0,82.0,21.0,5.5,59.0
2023-01-14 11:00:00,30.7,37.4,19.0,95.0,25.0,4.0,117.0
2023-01-14 12:00:00,17.5,25.6,29.0,112.0,20.0,6.5,147.0
2023-01-14 13:00:00,8.2,10.6,40.0,90.0,10.0,8.0,147.0
2023-01-14 14:00:00,6.9,11.7,43.0,67.0,11.0,8.9,158.0
2023-01-14 15:00:00,5.8,9.4,42.0,67.0,12.0,9.8,154.0
2023-01-14 16:00:00,6.9,10.3,39.0,65.0,12.0,11.8,152.0
2023-01-14 17:00:00,6.2,11.5,37.0,71.0,14.0,13.2,145.0
2023-01-14 18:00:00,6.0,12.2,35.0,84.0,15.0,13.3,151.0
2023-01-14 19:00:00,7.0,19.7,28.0,79.0,17.0,11.3,148.0
2023-01-14 20:00:00,9.0,28.3,19.0,85.0,26.0,8.8,146.0
2023-01-14 21:00:00,7.9,33.6,14.0,91.0,35.0,7.8,141.0
2023-01-14 22:00:00,13.3,42.9,8.0,112.0,60.0,6.2,155.0
2023-01-14 23:00:00,13.3,42.5,7.0,129.0,72.0,3.1,73.0
2023-01-15 00:00:00,4.4,25.5,14.0,124.0,29.0,6.3,135.0
2023-01-15 01:00:00,4.5,25.0,13.0,89.0,25.0,4.4,117.0
