,NO,NO2,O3,PM10,PM2.5,WSR,WDV
2023-04-22 18:00:00,5.8,7.4,29.0,58.0,23.0,12.6,153.0
2023-04-22 19:00:00,5.2,8.7,27.0,69.0,25.0,14.4,157.0
2023-04-22 20:00:00,4.5,10.3,24.0,60.0,27.0,12.4,173.0
2023-04-22 21:00:00,5.1,9.5,23.0,62.0,25.0,15.7,149.0
2023-04-22 22:00:00,4.0,6.9,24.0,73.0,17.0,15.3,161.0
2023-04-22 23:00:00,4.9,10.0,21.0,47.0,16.0,9.9,137.0
2023-04-23 00:00:00,3.9,13.1,17.0,43.0,18.0,4.9,103.0
2023-04-23 01:00:00,3.4,12.3,17.0,39.0,16.0,5.5,92.0
2023-04-23 02:00:00,2.9,11.5,17.0,35.0,14.0,6.1,81.0
2023-04-23 03:00:00,3.0,12.5,15.0,34.0,16.0,1.7,42.0
2023-04-23 04:00:00,2.6,11.7,14.0,36.0,19.0,2.5,3.0
2023-04-23 05:00:00,3.5,8.8,16.0,35.0,23.0,4.6,132.0
2023-04-23 06:00:00,2.6,5.8,21.0,44.0,19.0,7.4,68.0
2023-04-23 07:00:00,2.6,5.8,20.0,32.0,20.0,3.4,23.0
2023-04-23 08:00:00,3.1,7.6,19.0,37.0,22.0,5.0,9.0
2023-04-23 09:00:00,4.1,7.2,20.0,45.0,27.0,5.9,358.0
2023-04-23 10:00:00,4.5,6.4,24.0,50.0,25.0,6.5,14.0
2023-04-23 11:00:00,4.0,5.0,24.0,50.0,22.0,7.6,38.0
2023-04-23 12:00:00,3.6,4.6,32.0,44.0,21.0,7.8,54.0
2023-04-23 13:00:00,3.3,4.6,32.0,44.0,19.0,15.6,49.0
2023-04-23 14:00:00,3.4,4.7,36.0,119.0,13.0,24.1,37.0
2023-04-23 15:00:00,3.7,5.2,32.0,117.0,15.0,25.7,34.0
2023-04-23 16:00:00,3.5,5.5,31.0,127.0,12.0,22.1,44.0
2023-04-23 17:00:00,3.3,6.2,30.0,73.0,8.0,15.6,36.0
2023-04-23 18:00:00,3.1,7.2,28.0,34.0,10.0,14.6,28.0
2023-04-23 19:00:00,2.9,7.0,26.0,34.0,10.0,17.2,23.0
2023-04-23 20:00:00,2.8,8.5,23.0,30.0,9.0,12.5,25.0
2023-04-23 21:00:00,2.8,7.9,24.0,32.0,9.0,9.6,3.0
2023-04-23 22:00:00,2.7,8.4,23.0,31.0,8.0,7.3,5.0
2023-04-23 23:00:00,2.8,6.6,25.0,32.0,7.0,8.4,16.0
2023-04-24 00:00:00,2.5,6.6,25.0,31.0,7.0,11.2,27.0
2023-04-24 01:00:00,2.4,6.8,25.0,26.0,10.0,8.9,25.0
2023-04-24 02:00:00,2.4,6.4,24.5,26.0,12.0,8.8,14.0
2023-04-24 03:00:00,2.45,6.8,24.0,30.0,14.0,8.6,9.0
2023-04-24 04:00:00,2.5,5.4,25.0,36.0,15.0,8.9,22.0
2023-04-24 05:00:00,2.55,5.3,24.0,26.0,10.0,8.6,36.0
2023-04-24 06:00:00,2.6,7.3,22.0,23.0,12.0,9.4,40.0
2023-04-24 07:00:00,2.9,11.7,18.0,24.0,14.0,8.1,32.0
2023-04-24 08:00:00,3.8,13.1,18.0,25.0,12.0,9.1,31.0
2023-04-24 09:00:00,4.0,12.0,18.0,24.0,8.0,7.5,28.0
2023-04-24 10:00:00,4.5,9.7,21.0,22.0,6.0,8.9,19.0
2023-04-24 11:00:00,5.7,9.2,23.0,21.0,9.0,6.2,49.0
2023-04-24 12:00:00,4.7,8.8,26.0,28.0,16.0,4.5,48.0
2023-04-24 13:00:00,9.9,14.1,26.0,32.0,18.0,5.1,108.0
2023-04-24 14:00:00,11.5,16.2,30.0,44.0,26.0,9.0,149.0
2023-04-24 15:00:00,9.2,13.4,30.0,55.0,18.0,11.2,156.0
2023-04-24 16:00:00,7.4,14.9,26.0,53.0,18.0,11.2,159.0
2023-04-24 17:00:00,7.0,11.3,26.0,49.0,17.0,10.7,175.0
2023-04-24 18:00:00,8.5,11.9,24.0,45.0,21.0,9.3,171.0
2023-04-24 19:00:00,9.5,12.9,22.0,48.0,18.0,10.1,145.0
2023-04-24 20:00:00,11.0,15.8,19.0,44.0,11.0,10.5,137.0
2023-04-24 21:00:00,9.5,15.0,17.0,43.0,10.0,9.6,137.0
2023-04-24 22:00:00,9.0,14.8,16.0,43.0,10.0,10.4,133.0
2023-04-24 23:00:00,7.8,16.6,15.0,41.0,11.0,8.8,131.0
2023-04-25 00:00:00,3.8,8.2,22.0,36.0,6.0,8.1,142.0
2023-04-25 01:00:00,3.8,7.6,23.0,23.0,7.0,8.5,144.0
2023-04-25 02:00:00,3.6,11.4,18.0,22.0,11.0,6.1,102.0
2023-04-25 03:00:00,2.6,9.7,19.0,33.0,16.0,4.2,73.0
2023-04-25 04:00:00,3.1,10.9,18.0,35.0,17.0,2.9,64.0
2023-04-25 05:00:00,2.5,11.8,17.0,40.0,18.0,2.7,52.0
2023-04-25 06:00:00,3.8,17.0,12.0,38.0,21.0,4.3,78.0
2023-04-25 07:00:00,7.5,20.2,7.0,52.0,19.0,3.9,48.0
2023-04-25 08:00:00,18.2,21.9,8.0,45.0,16.0,4.2,59.0
2023-04-25 09:00:00,18.6,23.2,9.0,49.0,27.0,4.9,27.0
2023-04-25 10:00:00,19.0,23.6,13.0,69.0,31.0,2.6,8.0
2023-04-25 11:00:00,20.6,26.8,21.0,78.0,31.0,3.5,99.0
2023-04-25 12:00:00,13.9,24.9,32.0,94.0,28.0,7.0,145.0
2023-04-25 13:00:00,8.4,19.5,44.0,76.0,23.0,8.3,149.0
2023-04-25 14:00:00,6.1,15.4,36.0,72.66666666666667,16.0,11.3,147.0
2023-04-25 15:00:00,5.9,11.3,46.0,69.33333333333333,16.0,11.8,153.0
2023-04-25 16:00:00,5.3,9.0,43.0,66.0,13.0,14.1,153.0
2023-04-25 17:00:00,5.2,7.9,41.0,56.0,12.0,13.2,160.0
2023-04-25 18:00:00,5.45,9.6,35.0,58.0,12.0,13.15,155.0
2023-04-25 19:00:00,5.7,11.3,29.0,60.0,12.0,13.1,150.0
2023-04-25 20:00:00,7.0,14.9,22.0,75.0,15.0,11.1,146.0
2023-04-25 21:00:00,4.8,15.9,19.0,76.0,14.0,9.9,144.0
2023-04-25 22:00:00,5.3,17.9,16.0,68.0,18.0,8.0,151.0
2023-04-25 23:00:00,6.1,18.3,15.0,69.0,17.0,6.4,153.0
2023-04-26 00:00:00,4.9,15.6,17.0,59.0,14.0,6.7,162.0
2023-04-26 01:00:00,3.8,13.1,17.0,52.0,17.0,5.3,179.0
2023-04-26 02:00:00,3.3,10.5,19.0,49.0,15.0,4.4,162.0
2023-04-26 03:00:00,2.7,9.1,20.0,39.0,12.0,3.3,161.0
2023-04-26 04:00:00,4.7,17.4,11.0,39.0,15.0,5.3,56.0
2023-04-26 05:00:00,2.9,17.2,10.0,46.0,17.0,7.2,34.0
2023-04-26 06:00:00,3.5,20.2,9.0,46.0,17.0,1.9,25.0
2023-04-26 07:00:00,14.5,23.7,6.0,42.0,20.0,1.6,351.0
2023-04-26 08:00:00,17.9,22.1,10.0,55.0,18.0,3.7,356.0
2023-04-26 09:00:00,19.3,22.5,13.0,70.0,24.0,5.6,352.0
2023-04-26 10:00:00,12.9,17.9,19.0,80.0,25.0,7.3,12.0
2023-04-26 11:00:00,8.9,15.5,27.0,92.0,22.0,7.5,33.0
2023-04-26 12:00:00,7.3,13.9,34.0,81.0,17.0,4.0,95.0
2023-04-26 13:00:00,6.9,15.3,44.0,68.0,17.0,6.5,145.0
2023-04-26 14:00:00,8.3,16.1,44.0,77.0,16.0,10.3,139.0
2023-04-26 15:00:00,6.0,12.6,53.0,85.0,17.0,12.1,137.0
2023-04-26 16:00:00,5.5,13.8,54.0,83.0,17.0,11.8,150.0
2023-04-26 17:00:00,5.2,14.7,63.0,81.0,20.0,12.4,150.0
2023-04-26 18:00:00,5.6,16.4,66.0,83.0,22.0,11.9,153.0
2023-04-26 19:00:00,6.4,16.2,47.0,81.0,19.0,9.8,156.0
2023-04-26 20:00:00,6.6,17.9,34.0,73.0,20.0,9.4,164.0
2023-04-26 21:00:00,9.0,24.0,28.0,78.0,23.0,6.6,169.0
2023-04-26 22:00:00,6.9,28.1,19.0,94.0,24.0,5.8,153.0
2023-04-26 23:00:00,5.5,22.9,22.0,91.0,22.0,8.3,141.0
2023-04-27 00:00:00,3.7,11.5,21.0,81.0,18.0,8.0,154.0
2023-04-27 01:00:00,3.7,9.4,20.0,60.0,14.0,8.1,135.0
2023-04-27 02:00:00,2.8,10.7,17.0,43.0,14.0,6.7,127.0
2023-04-27 03:00:00,2.8,12.6,15.0,46.0,18.0,3.5,93.0
2023-04-27 04:00:00,2.7,11.8,16.0,42.0,20.0,2.4,169.0
2023-04-27 05:00:00,3.5,14.7,12.0,47.0,23.0,2.1,309.0
2023-04-27 06:00:00,6.6,19.5,8.0,50.0,25.0,5.9,356.0
2023-04-27 07:00:00,13.6,21.7,6.0,61.0,23.0,5.5,329.0
2023-04-27 08:00:00,19.2,23.3,10.0,71.0,26.0,6.6,326.0
2023-04-27 09:00:00,12.6,19.8,17.0,97.0,29.0,10.8,8.0
2023-04-27 10:00:00,4.3,6.1,27.0,97.0,17.0,15.8,26.0
2023-04-27 11:00:00,3.5,4.5,34.0,85.0,15.0,16.9,35.0
2023-04-27 12:00:00,3.4,4.8,38.0,74.0,15.0,15.6,39.0
2023-04-27 13:00:00,3.8,5.1,40.0,66.0,13.0,15.4,50.0
2023-04-27 14:00:00,4.0,4.5,41.0,61.0,12.0,15.7,55.0
2023-04-27 15:00:00,6.2,7.0,40.0,55.0,12.0,9.8,85.0
2023-04-27 16:00:00,5.5,7.9,42.0,56.0,14.0,6.6,137.0
2023-04-27 17:00:00,7.7,9.3,34.0,65.0,13.0,15.1,173.0
2023-04-27 18:00:00,5.8,9.5,34.0,71.0,13.0,14.5,183.0
2023-04-27 19:00:00,6.5,14.8,30.0,70.0,14.0,13.0,188.0
2023-04-27 20:00:00,7.0,18.3,28.0,70.0,16.0,9.0,185.0
2023-04-27 21:00:00,4.9,14.4,30.0,63.0,14.0,11.5,173.0
2023-04-27 22:00:00,5.3,11.0,28.0,59.0,14.0,15.9,151.0
2023-04-27 23:00:00,4.3,7.5,26.0,74.0,12.0,15.6,165.0
2023-04-28 00:00:00,3.9,8.1,24.0,57.0,10.0,12.5,143.0
2023-04-28 01:00:00,3.1,7.0,25.0,45.0,9.0,10.3,148.0
2023-04-28 02:00:00,3.2,10.9,21.0,38.0,11.0,8.0,128.0
2023-04-28 03:00:00,2.9,20.1,13.0,37.0,14.0,4.9,81.0
2023-04-28 04:00:00,2.7,14.9,15.0,37.0,12.0,3.1,37.0
2023-04-28 05:00:00,3.7,16.6,12.0,33.0,13.0,3.1,81.0
2023-04-28 06:00:00,5.4,23.4,7.0,45.0,19.0,2.2,43.0
2023-04-28 07:00:00,14.1,24.9,7.0,64.0,22.0,3.1,31.0
2023-04-28 08:00:00,27.3,26.6,9.0,65.0,22.0,4.6,25.0
2023-04-28 09:00:00,23.2,27.5,16.0,88.0,24.0,4.1,37.0
2023-04-28 10:00:00,13.3,22.8,25.0,84.0,23.0,4.2,67.0
2023-04-28 11:00:00,11.8,18.9,30.0,78.0,17.0,6.0,65.0
2023-04-28 12:00:00,7.8,16.2,37.0,87.0,15.0,3.7,71.0
2023-04-28 13:00:00,7.1,15.1,46.0,67.0,14.0,6.4,127.0
2023-04-28 14:00:00,4.3,12.1,67.0,68.0,19.0,10.4,148.0
2023-04-28 15:00:00,4.5,12.7,55.0,88.0,23.0,12.3,161.0
2023-04-28 16:00:00,6.8,11.9,34.0,94.0,20.0,12.4,157.0
2023-04-28 17:00:00,5.9,10.4,34.0,80.0,16.0,14.0,162.0
2023-04-28 18:00:00,5.3,8.3,35.0,67.0,16.0,13.1,162.0
2023-04-28 19:00:00,4.8,10.9,31.0,72.0,17.0,13.4,145.0
2023-04-28 20:00:00,8.7,17.1,22.0,84.0,22.0,9.9,141.0
2023-04-28 21:00:00,10.5,25.1,14.0,92.0,27.0,5.3,156.0
2023-04-28 22:00:00,8.5,24.0,14.0,99.0,27.0,7.6,178.0
2023-04-28 23:00:00,3.4,9.9,27.0,87.0,50.0,22.1,52.0
2023-04-29 00:00:00,2.6,5.5,36.0,504.0,16.0,28.0,32.0
2023-04-29 01:00:00,2.5,4.5,35.0,261.0,10.0,23.3,34.0
2023-04-29 02:00:00,2.5,3.9,36.0,96.0,9.0,18.8,22.0
2023-04-29 03:00:00,2.56,4.0,33.0,61.0,8.0,22.6,28.0
2023-04-29 04:00:00,2.62,3.8,30.0,71.0,7.0,20.4,27.0
2023-04-29 05:00:00,2.68,4.2,28.0,59.0,7.0,22.3,28.0
2023-04-29 06:00:00,2.74,5.0,29.0,58.0,5.0,19.9,26.0
2023-04-29 07:00:00,2.8,7.8,29.0,51.0,6.0,17.7,30.0
2023-04-29 08:00:00,3.5,7.8,32.0,44.0,6.0,16.6,29.0
2023-04-29 09:00:00,3.9,7.2,34.0,44.0,7.0,16.4,26.0
2023-04-29 10:00:00,4.1,7.3,35.0,57.0,12.0,16.9,22.0
2023-04-29 11:00:00,3.9,6.9,37.0,92.0,13.0,18.1,15.0
2023-04-29 12:00:00,4.0,7.2,41.0,101.0,12.0,17.5,19.0
2023-04-29 13:00:00,3.5,6.5,44.0,88.0,10.0,14.4,343.0
2023-04-29 14:00:00,3.5,6.2,45.0,89.0,9.0,11.2,333.0
2023-04-29 15:00:00,3.475,6.8,45.0,65.0,8.0,11.6,341.0
2023-04-29 16:00:00,3.45,7.1,45.0,51.0,8.0,12.2,6.0
2023-04-29 17:00:00,3.425,7.2,44.0,49.0,9.0,14.4,21.0
2023-04-29 18:00:00,3.4,8.4,42.0,44.0,10.0,13.6,26.0
2023-04-29 19:00:00,2.9,10.3,40.0,41.0,11.0,12.9,41.0
2023-04-29 20:00:00,5.2,18.4,34.0,43.0,12.0,6.3,89.0
2023-04-29 21:00:00,5.6,20.3,33.0,57.0,15.0,10.4,182.0
2023-04-29 22:00:00,5.6,18.4,34.0,60.0,15.0,7.4,183.0
2023-04-29 23:00:00,4.9,16.9,34.0,177.5,17.0,7.3,155.0
2023-04-30 00:00:00,3.7,21.5,28.0,295.0,18.0,4.8,149.0
2023-04-30 01:00:00,7.0,25.8,24.0,412.5,14.0,4.4,171.0
2023-04-30 02:00:00,3.9,36.1,11.0,530.0,18.0,5.5,50.0
2023-04-30 03:00:00,3.2,28.1,13.0,647.5,16.0,4.8,4.0
2023-04-30 04:00:00,3.0,31.0,11.0,765.0,19.0,4.1,333.0
2023-04-30 05:00:00,3.1,25.2,16.0,882.5,17.0,2.7,292.0
2023-04-30 06:00:00,14.5,31.1,10.0,1000.0,16.0,2.8,264.0
2023-04-30 07:00:00,29.9,35.8,6.0,1000.0,24.0,0.8,142.0
2023-04-30 08:00:00,32.6,37.9,12.0,946.8888888888888,27.0,3.2,67.0
2023-04-30 09:00:00,23.6,41.3,21.0,893.7777777777778,26.0,2.4,52.0
2023-04-30 10:00:00,10.4,19.8,39.0,840.6666666666666,15.0,4.2,141.0
2023-04-30 11:00:00,4.4,8.9,51.0,787.5555555555555,8.0,5.4,163.0
2023-04-30 12:00:00,4.5,8.0,55.0,734.4444444444445,9.0,7.1,136.0
2023-04-30 13:00:00,4.1,7.5,58.0,681.3333333333333,9.0,7.8,160.0
2023-04-30 14:00:00,4.0,7.0,58.0,628.2222222222222,9.5,8.4,155.0
2023-04-30 15:00:00,4.5,7.2,57.0,575.1111111111111,10.0,10.4,151.0
2023-04-30 16:00:00,4.9,7.7,54.0,522.0,12.0,13.2,146.0
2023-04-30 17:00:00,5.5,6.5,53.0,468.8888888888889,11.0,13.9,148.0
2023-04-30 18:00:00,4.9,7.7,51.0,415.7777777777777,12.0,14.4,160.0
2023-04-30 19:00:00,3.3,8.8,49.0,362.6666666666666,12.0,13.9,158.0
2023-04-30 20:00:00,3.5,14.3,41.0,309.55555555555554,28.0,10.8,158.0
2023-04-30 21:00:00,4.2,18.8,35.0,256.44444444444434,32.0,9.1,156.0
2023-04-30 22:00:00,4.6,19.2,33.0,203.3333333333333,24.0,10.7,144.0
2023-04-30 23:00:00,3.8,11.5,35.0,150.22222222222217,14.0,13.9,146.0
2023-05-01 00:00:00,3.4,12.35,32.5,97.11111111111109,12.5,10.2,124.0
2023-05-01 01:00:00,3.0,13.2,30.0,44.0,11.0,6.5,102.0
2023-05-01 02:00:00,2.8,11.8,29.0,36.0,11.0,5.0,85.0
2023-05-01 03:00:00,2.5,9.5,30.0,32.0,10.0,4.4,62.0
2023-05-01 04:00:00,2.5,12.7,25.0,30.0,11.0,4.3,32.0
2023-05-01 05:00:00,2.6,17.1,21.0,45.0,14.0,5.8,353.0
2023-05-01 06:00:00,2.6,21.0,18.0,37.0,12.0,5.0,337.0
2023-05-01 07:00:00,4.8,25.1,17.0,44.0,13.0,5.1,348.0
2023-05-01 08:00:00,6.7,19.7,26.0,45.0,12.0,5.9,326.0
2023-05-01 09:00:00,7.2,17.6,32.0,49.0,12.0,2.8,357.0
2023-05-01 10:00:00,7.1,18.7,39.0,55.0,13.0,2.4,320.0
2023-05-01 11:00:00,5.5,15.6,51.0,61.0,14.0,2.7,64.0
2023-05-01 12:00:00,4.1,13.4,70.0,65.0,15.0,5.0,128.0
2023-05-01 13:00:00,4.295238095238095,13.466666666666669,67.52380952380952,64.34782608695652,14.975,5.152380952380953,125.04761904761904
2023-05-01 14:00:00,4.490476190476191,13.533333333333331,65.04761904761905,63.69565217391305,14.95,5.304761904761905,122.0952380952381
2023-05-01 15:00:00,4.685714285714285,13.6,62.57142857142857,63.04347826086956,14.925,5.457142857142857,119.14285714285714
2023-05-01 16:00:00,4.8809523809523805,13.666666666666668,60.095238095238095,62.391304347826086,14.9,5.609523809523809,116.1904761904762
2023-05-01 17:00:00,5.076190476190476,13.733333333333334,57.61904761904762,61.73913043478261,14.875,5.761904761904762,113.23809523809524
2023-05-01 18:00:00,5.2714285714285705,13.8,55.14285714285714,61.08695652173913,14.85,5.914285714285714,110.28571428571428
2023-05-01 19:00:00,5.466666666666666,13.866666666666667,52.66666666666666,60.434782608695656,14.825,6.066666666666666,107.33333333333331
2023-05-01 20:00:00,5.661904761904761,13.933333333333334,50.19047619047619,59.78260869565217,14.8,6.219047619047618,104.38095238095238
2023-05-01 21:00:00,5.857142857142857,14.0,47.71428571428572,59.130434782608695,14.775,6.371428571428571,101.42857142857144
2023-05-01 22:00:00,6.052380952380952,14.066666666666666,45.23809523809524,58.47826086956522,14.75,6.523809523809524,98.47619047619048
2023-05-01 23:00:00,6.247619047619047,14.133333333333336,42.76190476190476,57.82608695652174,14.725,6.676190476190476,95.52380952380952
2023-05-02 00:00:00,6.442857142857142,14.2,40.285714285714285,57.17391304347826,14.7,6.828571428571428,92.57142857142856
2023-05-02 01:00:00,6.638095238095238,14.266666666666667,37.80952380952381,56.52173913043478,14.675,6.98095238095238,89.61904761904762
2023-05-02 02:00:00,6.833333333333332,14.333333333333334,35.33333333333333,55.869565217391305,14.65,7.133333333333333,86.66666666666666
2023-05-02 03:00:00,7.028571428571428,14.4,32.857142857142854,55.21739130434783,14.625,7.285714285714285,83.71428571428571
2023-05-02 04:00:00,7.223809523809523,14.466666666666669,30.38095238095238,54.56521739130434,14.6,7.438095238095237,80.76190476190476
2023-05-02 05:00:00,7.419047619047618,14.533333333333331,27.904761904761905,53.91304347826087,14.575,7.59047619047619,77.80952380952381
2023-05-02 06:00:00,7.614285714285714,14.6,25.42857142857143,53.26086956521739,14.55,7.742857142857142,74.85714285714286
2023-05-02 07:00:00,7.809523809523808,14.666666666666668,22.95238095238095,52.60869565217392,14.525,7.895238095238094,71.9047619047619
2023-05-02 08:00:00,8.004761904761903,14.733333333333334,20.476190476190474,51.95652173913044,14.5,8.047619047619047,68.95238095238095
2023-05-02 09:00:00,8.2,14.8,18.0,51.30434782608695,14.475,8.2,66.0
2023-05-02 10:00:00,5.6,12.4,22.0,50.65217391304348,14.45,7.8,50.0
2023-05-02 11:00:00,4.5,6.6,32.0,50.0,14.425,6.4,58.0
2023-05-02 12:00:00,4.5,6.8,38.0,54.0,14.4,5.8,80.0
2023-05-02 13:00:00,6.3,10.4,42.0,57.0,14.375,8.3,127.0
2023-05-02 14:00:00,8.7,12.6,37.0,67.0,14.35,9.5,150.0
2023-05-02 15:00:00,5.6,8.2,40.0,73.0,14.325,13.0,140.0
2023-05-02 16:00:00,5.9,8.4,41.0,72.0,14.3,12.8,150.0
2023-05-02 17:00:00,5.7,8.0,38.0,82.0,14.275,13.7,146.0
2023-05-02 18:00:00,6.6,11.4,33.0,85.0,14.25,11.4,148.0
2023-05-02 19:00:00,7.5,12.9,30.0,85.0,14.225,11.1,175.0
2023-05-02 20:00:00,6.5,14.0,29.0,75.0,14.2,9.1,170.0
2023-05-02 21:00:00,5.3,14.2,28.0,74.0,14.175,8.3,176.0
2023-05-02 22:00:00,5.6,14.4,28.0,71.0,14.15,7.1,176.0
2023-05-02 23:00:00,3.5,12.3,24.0,77.0,14.125,13.1,138.0
2023-05-03 00:00:00,3.4,7.3,24.0,71.0,14.1,13.8,147.0
2023-05-03 01:00:00,2.8,3.5,28.0,57.0,14.075,13.0,153.0
2023-05-03 02:00:00,2.5,4.1,28.0,44.0,14.05,11.8,148.0
2023-05-03 03:00:00,2.5,3.7,28.0,43.0,14.025,10.2,146.0
2023-05-03 04:00:00,2.9,6.7,24.0,43.0,14.0,8.4,130.0
2023-05-03 05:00:00,2.7,5.7,25.0,43.0,13.975,6.2,90.0
2023-05-03 06:00:00,3.3,9.3,22.0,42.0,13.95,7.9,117.0
2023-05-03 07:00:00,5.2,12.2,19.0,34.0,13.925,6.0,110.0
2023-05-03 08:00:00,7.7,14.3,17.0,44.0,13.9,7.1,107.0
2023-05-03 09:00:00,6.8,14.3,17.0,46.0,13.875,7.5,110.0
2023-05-03 10:00:00,6.8,8.9,21.0,31.0,13.85,10.2,143.0
2023-05-03 11:00:00,5.9,8.3,25.0,37.0,13.825,11.8,132.0
2023-05-03 12:00:00,5.7,7.5,28.0,50.0,13.8,14.3,141.0
2023-05-03 13:00:00,6.0,8.4,29.0,53.0,13.775,15.3,145.0
2023-05-03 14:00:00,5.6,6.6,32.0,58.0,13.75,14.0,150.0
2023-05-03 15:00:00,5.9,6.2,31.0,65.0,13.725,13.3,146.0
2023-05-03 16:00:00,5.1,6.1,31.0,61.0,13.7,13.1,158.0
2023-05-03 17:00:00,4.5,6.2,31.0,56.0,13.675,14.0,158.0
2023-05-03 18:00:00,4.7,5.9,30.0,60.0,13.65,14.1,154.0
2023-05-03 19:00:00,4.7,8.7,26.0,60.0,13.625,13.1,178.0
2023-05-03 20:00:00,5.0,10.8,23.0,61.0,13.6,12.3,170.0
2023-05-03 21:00:00,4.7,12.0,21.0,61.0,13.575,10.3,158.0
2023-05-03 22:00:00,3.9,12.0,20.0,67.0,13.55,10.8,163.0
2023-05-03 23:00:00,4.3,11.3,21.0,63.0,13.525,12.2,152.0
2023-05-04 00:00:00,3.1,8.1,22.0,68.0,13.5,13.7,155.0
2023-05-04 01:00:00,2.7,3.4,26.0,57.0,13.475,14.0,173.0
2023-05-04 02:00:00,2.8,3.2,28.0,51.0,13.45,13.4,152.0
2023-05-04 03:00:00,2.6,3.8,27.0,47.0,13.425,10.0,144.0
2023-05-04 04:00:00,3.1,4.2,24.0,53.0,13.4,7.2,161.0
2023-05-04 05:00:00,2.7,3.7,23.0,53.0,13.375,4.4,155.0
2023-05-04 06:00:00,3.9,6.8,20.0,47.0,13.35,5.7,155.0
2023-05-04 07:00:00,11.8,15.5,15.0,50.0,13.325,5.6,151.0
2023-05-04 08:00:00,18.5,18.5,12.0,64.0,13.3,5.6,139.0
2023-05-04 09:00:00,15.0,15.8,15.0,79.0,13.275,4.1,121.0
2023-05-04 10:00:00,8.7,15.7,18.0,76.0,13.25,2.7,76.0
2023-05-04 11:00:00,11.3,13.9,24.0,73.0,13.225,5.9,135.0
2023-05-04 12:00:00,6.8,11.0,32.0,78.0,13.2,8.7,149.0
2023-05-04 13:00:00,6.9,9.4,36.0,80.0,13.175,7.5,137.0
2023-05-04 14:00:00,5.2,9.5,48.0,76.0,13.15,7.2,140.0
2023-05-04 15:00:00,6.4,10.0,48.0,78.0,13.125,9.4,148.0
2023-05-04 16:00:00,8.4,10.8,38.0,83.0,13.1,10.3,149.0
2023-05-04 17:00:00,4.3,8.2,35.0,79.0,13.075,11.6,158.0
2023-05-04 18:00:00,5.5,8.8,30.0,67.0,13.05,12.1,152.0
2023-05-04 19:00:00,5.4,11.7,26.0,70.0,13.025,11.2,151.0
2023-05-04 20:00:00,5.4,16.4,18.0,77.0,13.0,10.2,142.0
2023-05-04 21:00:00,5.2,15.6,17.0,76.0,12.975,4.4,88.0
2023-05-04 22:00:00,8.0,21.3,10.0,84.0,12.95,5.9,124.0
2023-05-04 23:00:00,17.5,25.6,7.0,77.0,12.925,4.3,94.0
2023-05-05 00:00:00,3.4,14.6,15.0,78.0,12.9,9.3,138.0
2023-05-05 01:00:00,2.9,7.1,20.0,64.0,12.875,11.3,155.0
2023-05-05 02:00:00,2.7,4.6,22.0,52.0,12.85,10.4,145.0
2023-05-05 03:00:00,2.7,4.7,21.0,52.0,12.825,7.3,153.0
2023-05-05 04:00:00,2.6,4.2,22.0,50.0,12.8,5.9,152.0
2023-05-05 05:00:00,2.7,6.3,20.0,48.0,12.775,2.8,121.0
2023-05-05 06:00:00,3.3,10.2,16.0,60.0,12.75,3.4,67.0
2023-05-05 07:00:00,4.7,13.5,13.0,69.0,12.725,0.2,260.0
2023-05-05 08:00:00,13.3,17.8,11.0,73.0,12.7,2.9,247.0
2023-05-05 09:00:00,23.8,23.8,11.0,102.0,12.675,5.8,246.0
2023-05-05 10:00:00,22.9,27.0,17.0,122.0,12.65,4.3,200.0
2023-05-05 11:00:00,10.9,18.4,33.0,121.0,12.625,6.0,156.0
2023-05-05 12:00:00,6.5,14.4,48.0,97.0,12.6,8.7,149.0
2023-05-05 13:00:00,6.1,13.8,62.0,93.0,12.575,9.0,150.0
2023-05-05 14:00:00,5.8,11.1,42.0,96.0,12.55,12.1,169.0
2023-05-05 15:00:00,7.6,11.6,34.0,89.0,12.525,12.7,178.0
2023-05-05 16:00:00,6.6,11.3,43.0,81.0,12.5,16.0,177.0
2023-05-05 17:00:00,5.5,9.4,41.0,79.0,12.475,15.5,174.0
2023-05-05 18:00:00,6.5,14.2,34.0,64.0,12.45,12.2,148.0
2023-05-05 19:00:00,5.5,12.3,34.0,76.0,12.425,13.5,140.0
2023-05-05 20:00:00,6.4,19.7,23.0,88.0,12.4,10.7,132.0
2023-05-05 21:00:00,7.5,23.4,18.0,102.0,12.375,7.4,151.0
2023-05-05 22:00:00,10.3,29.4,12.0,101.0,12.35,5.0,184.0
2023-05-05 23:00:00,9.3,31.9,9.0,102.0,12.325,2.5,88.0
2023-05-06 00:00:00,20.7,35.3,5.0,107.0,12.3,3.7,112.0
2023-05-06 01:00:00,4.0,22.0,13.0,124.0,12.275,7.1,140.0
2023-05-06 02:00:00,3.4,9.7,17.0,86.0,12.25,8.1,135.0
2023-05-06 03:00:00,3.3,12.7,12.0,62.0,12.225,6.0,110.0
2023-05-06 04:00:00,3.0,12.6,11.0,61.0,12.2,4.7,76.0
2023-05-06 05:00:00,2.9,11.8,11.0,63.0,12.175,4.3,65.0
2023-05-06 06:00:00,2.9,12.3,10.0,73.0,12.15,4.3,34.0
2023-05-06 07:00:00,9.6,18.2,7.0,64.0,12.125,5.4,351.0
2023-05-06 08:00:00,15.7,20.2,7.0,89.0,12.1,4.9,338.0
