,NO,NO2,O3,PM10,PM2.5,WSR,WDV
2023-05-22 14:00:00,3.0,8.2,58.0,50.0,36.22,11.5,51.0
2023-05-22 15:00:00,3.1,7.1,48.0,35.0,28.58,12.4,54.0
2023-05-22 16:00:00,3.1,6.8,44.0,32.0,18.25,12.1,82.0
2023-05-22 17:00:00,3.3,7.0,44.0,32.0,14.35,13.5,129.0
2023-05-22 18:00:00,3.2,8.1,43.0,31.0,12.82,13.4,126.0
2023-05-22 19:00:00,2.5,9.1,41.0,30.0,13.78,12.1,115.0
2023-05-22 20:00:00,2.1,9.2,34.0,37.0,14.04,10.7,110.0
2023-05-22 21:00:00,2.1,8.1,31.0,30.0,13.1,8.3,100.0
2023-05-22 22:00:00,2.0,6.9,29.0,29.0,12.98,5.3,108.0
2023-05-22 23:00:00,1.9,4.8,30.0,24.0,12.68,6.7,105.0
2023-05-23 00:00:00,1.9,5.2,29.0,28.0,11.94,5.7,97.0
2023-05-23 01:00:00,2.4,11.7,21.0,26.0,11.48,6.2,37.0
2023-05-23 02:00:00,6.6,22.9,9.0,35.0,13.73,4.7,15.0
2023-05-23 03:00:00,4.3,21.4,9.0,47.0,20.07,4.9,339.0
2023-05-23 04:00:00,4.5,21.8,8.0,61.0,22.36,5.9,66.0
2023-05-23 05:00:00,7.4,20.5,7.0,58.0,21.3,3.5,357.0
2023-05-23 06:00:00,6.3,20.1,7.0,47.0,20.08,4.1,2.0
2023-05-23 07:00:00,20.7,20.4,7.0,46.0,19.47,5.9,32.0
2023-05-23 08:00:00,24.4,20.9,9.0,72.0,26.34,3.7,44.0
2023-05-23 09:00:00,47.9,27.2,10.0,85.0,34.26,4.5,17.0
2023-05-23 10:00:00,28.3,30.5,20.0,103.0,48.27,6.8,49.0
2023-05-23 11:00:00,11.9,26.2,38.0,82.0,38.13,8.5,53.0
2023-05-23 12:00:00,3.4,11.3,63.0,60.0,28.46,10.4,54.0
2023-05-23 13:00:00,3.1,8.8,62.0,45.0,19.11,12.6,49.0
2023-05-23 14:00:00,3.0,8.8,62.0,45.0,17.7,14.7,64.0
2023-05-23 15:00:00,2.6,7.0,59.0,44.0,19.24,13.7,109.0
2023-05-23 16:00:00,2.8,7.0,53.0,36.0,18.06,14.2,124.0
2023-05-23 17:00:00,2.8,6.2,46.0,35.0,16.64,17.3,123.0
2023-05-23 18:00:00,2.9,7.9,39.0,35.0,17.47,15.1,118.0
2023-05-23 19:00:00,2.8,8.2,35.0,36.0,16.84,13.9,106.0
2023-05-23 20:00:00,2.2,7.7,33.0,36.0,17.17,12.9,119.0
2023-05-23 21:00:00,2.1,8.5,30.0,36.0,17.42,12.3,117.0
2023-05-23 22:00:00,2.2,9.3,29.0,39.0,18.2,10.4,92.0
2023-05-23 23:00:00,2.0,7.8,30.0,30.0,18.1,9.2,80.0
2023-05-24 00:00:00,2.0,6.0,24.0,37.0,18.12,9.9,58.0
2023-05-24 01:00:00,2.1,8.2,21.0,35.0,16.09,8.3,39.0
2023-05-24 02:00:00,2.9,8.5,20.0,36.0,13.75,7.2,31.0
2023-05-24 03:00:00,4.7,14.1,13.0,32.0,13.74,5.9,34.0
2023-05-24 04:00:00,5.4,15.9,11.0,37.0,13.43,7.1,49.0
2023-05-24 05:00:00,7.2,17.3,9.0,40.0,13.47,5.3,54.0
2023-05-24 06:00:00,4.4,19.1,7.0,47.0,16.47,3.0,85.0
2023-05-24 07:00:00,7.4,17.5,9.0,43.0,19.82,2.9,197.0
2023-05-24 08:00:00,10.1,16.2,12.0,51.0,23.74,3.2,126.0
2023-05-24 09:00:00,16.9,19.8,18.0,50.0,26.62,6.3,35.0
2023-05-24 10:00:00,24.7,32.1,19.0,68.0,29.22,11.8,40.0
2023-05-24 11:00:00,5.6,22.7,53.0,106.0,38.57,11.4,43.0
2023-05-24 12:00:00,3.3,10.6,52.0,67.0,40.21,15.0,66.0
2023-05-24 13:00:00,3.5,7.9,45.0,52.0,34.0,15.0,62.0
2023-05-24 14:00:00,3.8,7.6,39.0,47.0,30.33,12.5,59.0
2023-05-24 15:00:00,3.3,6.6,37.0,41.0,22.09,12.9,62.0
2023-05-24 16:00:00,3.3,7.6,33.0,37.0,18.89,14.3,72.0
2023-05-24 17:00:00,3.1,7.1,33.0,36.0,18.8,11.6,102.0
2023-05-24 18:00:00,2.8,8.5,31.0,33.0,18.66,12.0,102.0
2023-05-24 19:00:00,2.5,7.2,32.0,33.0,19.42,13.7,106.0
2023-05-24 20:00:00,2.2,8.9,30.0,33.0,18.49,11.3,107.0
2023-05-24 21:00:00,2.3,9.9,28.0,43.0,19.78,10.5,95.0
2023-05-24 22:00:00,2.0,7.9,28.0,42.0,20.88,10.4,90.0
2023-05-24 23:00:00,2.1,6.8,22.0,41.0,20.33,10.4,66.0
2023-05-25 00:00:00,2.0,5.3,21.0,36.0,16.72,11.3,59.0
2023-05-25 01:00:00,2.0,4.1,21.0,31.0,14.38,10.0,52.0
2023-05-25 02:00:00,1.9,3.2,21.0,25.0,11.11,6.7,70.0
2023-05-25 03:00:00,7.6,9.6,14.0,27.0,10.74,7.7,44.0
2023-05-25 04:00:00,5.9,12.1,11.0,35.0,13.8,6.3,33.0
2023-05-25 05:00:00,3.2,10.9,12.0,37.0,14.36,6.7,42.0
2023-05-25 06:00:00,2.3,9.1,15.0,45.0,21.95,6.6,32.0
2023-05-25 07:00:00,9.9,15.4,8.0,36.0,21.86,6.8,38.0
2023-05-25 08:00:00,16.5,15.8,10.0,54.0,30.6,6.8,37.0
2023-05-25 09:00:00,13.2,14.8,16.0,48.0,22.99,6.5,31.0
2023-05-25 10:00:00,16.6,17.2,21.0,48.0,23.23,9.5,27.0
2023-05-25 11:00:00,10.5,13.6,29.0,54.0,23.66,10.6,36.0
2023-05-25 12:00:00,4.8,9.1,36.0,47.0,19.74,13.2,43.0
2023-05-25 13:00:00,3.7,7.5,36.0,43.0,17.67,14.6,69.0
2023-05-25 14:00:00,4.1,7.9,34.0,42.0,17.16,16.7,64.0
2023-05-25 15:00:00,4.0,6.1,31.0,43.0,18.93,16.5,71.0
2023-05-25 16:00:00,3.4,5.8,32.0,38.0,16.17,18.4,73.0
2023-05-25 17:00:00,3.3,6.0,34.0,33.0,15.3,17.7,78.0
2023-05-25 18:00:00,3.1,6.2,35.0,31.0,14.6,15.6,86.0
2023-05-25 19:00:00,2.7,7.5,31.0,38.0,15.34,14.9,92.0
2023-05-25 20:00:00,2.3,6.4,30.0,36.0,14.46,15.3,91.0
2023-05-25 21:00:00,2.2,4.3,31.0,28.0,12.27,18.6,113.0
2023-05-25 22:00:00,2.1,3.7,32.0,36.0,10.81,15.0,114.0
2023-05-25 23:00:00,2.1,3.6,31.0,30.0,8.77,10.3,105.0
2023-05-26 00:00:00,2.0,4.5,33.0,21.0,8.31,8.3,92.0
2023-05-26 01:00:00,2.0,5.3,31.0,29.0,9.33,7.9,59.0
2023-05-26 02:00:00,2.1,7.3,28.0,23.0,8.9,5.6,75.0
2023-05-26 03:00:00,2.6,15.1,18.0,22.0,9.77,5.8,30.0
2023-05-26 04:00:00,3.2,17.5,14.0,29.0,13.8,6.3,346.0
2023-05-26 05:00:00,4.0,19.5,10.0,37.0,15.33,5.4,8.0
2023-05-26 06:00:00,5.7,13.4,14.0,38.0,14.3,5.5,29.0
2023-05-26 07:00:00,10.0,14.7,9.0,43.0,14.04,7.5,59.0
2023-05-26 08:00:00,15.4,16.3,9.0,49.0,16.71,7.0,35.0
2023-05-26 09:00:00,18.5,15.2,11.0,64.0,32.25,7.6,40.0
2023-05-26 10:00:00,15.0,12.5,19.0,55.0,28.58,8.3,36.0
2023-05-26 11:00:00,8.7,10.9,29.0,35.0,18.68,10.0,40.0
2023-05-26 12:00:00,4.5,6.4,34.0,36.0,15.47,14.6,71.0
2023-05-26 13:00:00,4.1,5.6,36.0,35.0,12.06,14.0,95.0
2023-05-26 14:00:00,3.7,5.9,36.0,31.0,11.67,15.0,86.0
2023-05-26 15:00:00,3.3,4.9,37.0,31.0,12.3,16.0,103.0
2023-05-26 16:00:00,3.5,6.0,37.0,30.0,11.81,13.4,86.0
2023-05-26 17:00:00,3.7,7.7,36.0,27.0,12.49,13.5,88.0
2023-05-26 18:00:00,3.7,7.9,35.0,28.0,12.92,13.7,113.0
2023-05-26 19:00:00,3.0,6.9,34.0,32.0,12.41,14.4,129.0
2023-05-26 20:00:00,2.4,7.4,32.0,30.0,11.87,11.9,131.0
2023-05-26 21:00:00,2.2,6.6,32.0,31.0,12.24,10.2,129.0
2023-05-26 22:00:00,2.4,9.2,30.0,22.0,11.82,10.2,103.0
2023-05-26 23:00:00,2.0,5.2,46.0,27.0,13.26,11.2,108.0
2023-05-27 00:00:00,2.0,4.8,45.0,35.0,19.44,10.7,75.0
2023-05-27 01:00:00,1.95,4.5,45.0,40.0,21.2,9.8,66.0
2023-05-27 02:00:00,1.9,3.9,45.0,41.0,21.41,10.2,56.0
2023-05-27 03:00:00,1.9,3.6,44.0,32.0,21.15,8.6,55.0
2023-05-27 04:00:00,1.95,3.3,43.0,36.0,22.03,9.6,56.0
2023-05-27 05:00:00,2.0,2.9,43.0,36.0,21.37,9.0,48.0
2023-05-27 06:00:00,2.05,4.3,42.0,34.0,21.37,8.2,47.0
2023-05-27 07:00:00,2.1,9.2,37.0,28.0,22.0,7.8,60.0
2023-05-27 08:00:00,3.5,10.1,36.0,37.0,23.75,8.3,55.0
2023-05-27 09:00:00,7.5,18.4,29.0,44.0,24.95,9.1,29.0
2023-05-27 10:00:00,9.3,19.1,32.0,57.0,28.29,10.4,41.0
2023-05-27 11:00:00,3.5,10.0,46.0,71.0,30.06,9.5,56.0
2023-05-27 12:00:00,3.4,6.3,46.0,40.0,24.48,8.1,118.0
2023-05-27 13:00:00,3.4,6.7,47.0,32.0,21.16,13.4,114.0
2023-05-27 14:00:00,3.15,6.0,45.0,38.0,20.75,15.3,119.0
2023-05-27 15:00:00,2.9,5.4,40.0,32.0,20.05,14.3,122.0
2023-05-27 16:00:00,2.8,6.1,36.0,36.0,19.66,14.5,118.0
2023-05-27 17:00:00,2.3,5.2,36.0,34.0,20.58,12.0,121.0
2023-05-27 18:00:00,2.3,5.7,35.0,32.0,20.16,13.4,129.0
2023-05-27 19:00:00,2.2,4.8,36.0,35.0,19.47,13.2,123.0
2023-05-27 20:00:00,2.1,5.2,35.0,35.0,19.6,13.6,108.0
2023-05-27 21:00:00,2.0,4.5,35.0,28.0,20.05,10.7,129.0
2023-05-27 22:00:00,2.0,4.6,33.0,33.0,21.6,10.5,119.0
2023-05-27 23:00:00,1.9666666666666663,5.2,31.0,33.0,22.24,9.1,88.0
2023-05-28 00:00:00,1.9333333333333331,7.0,32.0,36.0,20.25,9.3,61.0
2023-05-28 01:00:00,1.9,4.6,32.0,29.0,15.87,11.9,73.0
2023-05-28 02:00:00,2.0,9.5,26.0,38.0,15.16,10.5,34.0
2023-05-28 03:00:00,1.9,3.5,31.0,39.0,16.92,7.4,76.0
2023-05-28 04:00:00,1.9,3.7,32.0,29.0,13.81,7.0,40.0
2023-05-28 05:00:00,2.0,9.9,29.0,25.0,13.07,6.2,29.0
2023-05-28 06:00:00,1.9,8.6,29.0,26.0,14.38,6.7,67.0
2023-05-28 07:00:00,2.0,7.3,39.0,25.0,13.58,9.2,69.0
2023-05-28 08:00:00,2.2,8.2,35.0,25.0,6.62,4.3,158.0
2023-05-28 09:00:00,3.0,7.6,35.0,22.0,6.65,3.5,127.0
2023-05-28 10:00:00,3.2,5.5,44.0,19.0,4.33,4.9,310.0
2023-05-28 11:00:00,2.7,4.4,48.0,17.0,4.61,7.3,185.0
2023-05-28 12:00:00,3.0,4.8,47.0,20.0,5.12,10.9,144.0
2023-05-28 13:00:00,2.7,4.8,50.0,21.0,6.4,10.0,84.0
2023-05-28 14:00:00,3.4,8.4,60.0,20.0,6.48,11.2,58.0
2023-05-28 15:00:00,3.2,6.8,58.0,30.0,11.22,17.1,61.0
2023-05-28 16:00:00,2.7,5.6,55.0,30.0,8.14,18.1,64.0
2023-05-28 17:00:00,2.8,5.4,51.0,32.0,10.61,19.0,63.0
2023-05-28 18:00:00,2.4,4.9,48.0,30.0,8.78,18.1,67.0
2023-05-28 19:00:00,2.0,5.4,45.0,26.0,7.52,12.6,82.0
2023-05-28 20:00:00,1.9,4.0,43.0,26.0,9.94,11.5,169.0
2023-05-28 21:00:00,1.9,4.7,41.0,24.0,9.71,6.6,360.0
2023-05-28 22:00:00,1.9,8.3,36.0,24.0,8.39,7.1,83.0
2023-05-28 23:00:00,1.9,3.2,43.0,23.0,9.32,8.9,148.0
2023-05-29 00:00:00,1.9,5.8,48.0,20.0,4.94,8.0,298.0
2023-05-29 01:00:00,1.9,8.5,44.0,24.0,9.29,9.2,97.0
2023-05-29 02:00:00,1.9,6.9,43.0,24.0,9.03,6.6,245.0
2023-05-29 03:00:00,2.0,11.3,32.0,28.0,8.14,4.1,307.0
2023-05-29 04:00:00,2.0,11.0,27.0,27.0,15.47,4.3,275.0
2023-05-29 05:00:00,2.0,11.2,22.0,25.0,13.97,2.6,262.0
2023-05-29 06:00:00,2.7,17.6,15.0,31.0,14.97,3.6,38.0
2023-05-29 07:00:00,12.8,27.3,10.0,38.0,17.14,3.8,198.0
2023-05-29 08:00:00,20.3,27.0,15.0,53.0,19.94,4.3,161.0
2023-05-29 09:00:00,14.4,23.7,25.0,49.0,17.24,5.0,344.0
2023-05-29 10:00:00,8.6,18.8,35.0,57.0,16.4,5.2,12.0
2023-05-29 11:00:00,10.3,22.7,39.0,44.0,14.22,7.7,61.0
2023-05-29 12:00:00,5.5,14.9,51.0,57.0,19.65,8.8,83.0
2023-05-29 13:00:00,3.9,13.1,67.0,45.0,15.42,8.6,109.0
2023-05-29 14:00:00,2.8,10.2,83.0,45.0,15.94,10.5,85.0
2023-05-29 15:00:00,2.6,9.0,84.0,44.0,15.27,13.1,70.0
2023-05-29 16:00:00,2.5,8.9,84.0,48.0,15.29,12.3,67.0
2023-05-29 17:00:00,2.3,8.8,70.0,42.0,17.18,13.6,105.0
2023-05-29 18:00:00,2.2,10.1,59.0,39.0,15.5,9.3,117.0
2023-05-29 19:00:00,2.1,9.6,56.0,37.0,14.9,11.3,114.0
2023-05-29 20:00:00,2.0,9.4,52.0,39.0,14.11,9.2,98.0
2023-05-29 21:00:00,2.3,22.3,35.0,34.0,14.13,7.4,21.0
2023-05-29 22:00:00,2.4,30.6,21.0,45.0,15.64,3.8,327.0
2023-05-29 23:00:00,2.1,23.8,23.0,46.0,19.33,2.8,2.0
2023-05-30 00:00:00,11.7,36.2,12.0,43.0,16.66,4.5,27.0
2023-05-30 01:00:00,8.4,41.1,9.0,65.0,23.34,4.2,115.0
2023-05-30 02:00:00,2.2,21.8,22.0,66.0,24.38,6.1,56.0
2023-05-30 03:00:00,2.1,20.2,19.0,40.0,15.45,4.9,354.0
2023-05-30 04:00:00,2.3,24.4,13.0,37.0,14.85,3.0,195.0
2023-05-30 05:00:00,2.6,26.9,9.0,54.0,18.7,2.1,216.0
2023-05-30 06:00:00,2.9,24.2,9.0,46.0,20.18,1.7,262.0
2023-05-30 07:00:00,12.2,25.6,10.0,41.0,19.08,1.8,331.0
2023-05-30 08:00:00,17.5,26.7,17.0,48.0,19.49,2.1,19.0
2023-05-30 09:00:00,16.1,28.3,26.0,74.0,26.68,4.7,16.0
2023-05-30 10:00:00,13.8,31.0,37.0,88.0,36.12,5.4,12.0
2023-05-30 11:00:00,9.2,31.0,55.0,84.0,40.21,7.4,19.0
2023-05-30 12:00:00,5.2,18.9,64.0,89.0,43.02,9.2,38.0
2023-05-30 13:00:00,3.6,11.5,69.0,71.0,27.71,10.3,45.0
2023-05-30 14:00:00,3.1,10.7,77.0,57.0,19.71,10.3,60.0
2023-05-30 15:00:00,3.5,12.1,76.0,49.0,18.59,11.4,60.0
2023-05-30 16:00:00,2.5,8.5,85.0,43.0,17.08,13.2,70.0
2023-05-30 17:00:00,2.6,9.3,75.0,43.0,17.84,15.2,77.0
2023-05-30 18:00:00,2.5,9.5,69.0,50.0,20.3,15.1,109.0
2023-05-30 19:00:00,2.5,9.4,57.0,34.0,20.27,13.5,110.0
2023-05-30 20:00:00,2.4,9.2,49.0,29.0,16.67,12.3,120.0
2023-05-30 21:00:00,2.0,7.0,47.0,34.0,12.55,11.9,110.0
2023-05-30 22:00:00,2.1,6.9,45.0,27.0,10.4,10.7,98.0
2023-05-30 23:00:00,1.9,5.6,46.0,25.0,10.6,8.9,105.0
2023-05-31 00:00:00,2.0,5.5,43.0,23.0,10.25,9.6,86.0
2023-05-31 01:00:00,1.9,5.6,39.0,23.0,10.6,8.7,91.0
2023-05-31 02:00:00,1.9,2.9,40.0,26.0,11.55,8.6,109.0
2023-05-31 03:00:00,1.95,2.8,38.0,29.0,10.62,6.6,106.0
2023-05-31 04:00:00,2.0,10.3,27.0,27.0,10.05,7.3,53.0
2023-05-31 05:00:00,2.3,15.8,18.0,41.0,13.6,3.7,46.0
2023-05-31 06:00:00,2.4,19.5,12.0,46.0,18.21,2.7,39.0
2023-05-31 07:00:00,6.2,22.5,11.0,48.0,20.62,3.4,60.0
2023-05-31 08:00:00,14.8,25.2,12.0,57.0,23.79,4.3,33.0
2023-05-31 09:00:00,15.3,25.2,17.0,78.0,33.93,7.6,13.0
2023-05-31 10:00:00,14.0,23.6,27.0,86.0,41.39,9.0,12.0
2023-05-31 11:00:00,11.5,26.8,39.0,86.0,34.26,8.9,21.0
2023-05-31 12:00:00,5.0,15.1,59.0,90.0,38.92,11.6,52.0
2023-05-31 13:00:00,3.4,7.9,55.0,66.0,30.8,12.9,48.0
2023-05-31 14:00:00,3.0,6.1,52.0,46.0,18.75,13.3,87.0
2023-05-31 15:00:00,2.9,5.3,49.0,41.0,15.91,14.7,100.0
2023-05-31 16:00:00,2.9,5.4,48.0,33.0,13.63,14.0,108.0
2023-05-31 17:00:00,3.2,6.2,46.0,34.0,13.48,15.8,111.0
2023-05-31 18:00:00,2.9,5.9,44.0,32.0,13.69,15.2,98.0
2023-05-31 19:00:00,2.8,7.6,41.0,31.0,13.62,15.5,96.0
2023-05-31 20:00:00,2.1,7.3,40.0,32.0,13.72,14.3,88.0
2023-05-31 21:00:00,2.1,8.0,37.0,32.0,13.61,10.5,103.0
2023-05-31 22:00:00,2.3,6.2,35.0,36.0,14.77,14.3,86.0
2023-05-31 23:00:00,2.0,4.2,34.0,33.0,12.56,12.6,85.0
2023-06-01 00:00:00,1.95,3.5,32.0,30.5,10.5,12.55,76.5
2023-06-01 01:00:00,1.9,2.8,30.0,28.0,8.44,12.5,68.0
2023-06-01 02:00:00,1.9,2.7,29.0,25.0,8.25,9.4,59.0
2023-06-01 03:00:00,1.925,2.4,28.0,21.0,8.7,8.4,61.0
2023-06-01 04:00:00,1.95,2.3,28.0,21.0,9.05,10.3,49.0
2023-06-01 05:00:00,1.975,2.5,28.0,26.0,9.51,10.0,50.0
2023-06-01 06:00:00,2.0,5.2,25.0,26.0,9.53,8.3,62.0
2023-06-01 07:00:00,2.9,9.5,20.0,27.0,10.08,6.8,52.0
2023-06-01 08:00:00,9.9,15.5,14.0,30.0,10.28,6.6,25.0
2023-06-01 09:00:00,15.0,16.4,15.0,37.0,11.36,8.2,43.0
2023-06-01 10:00:00,11.8,14.8,20.0,59.0,18.45,9.2,53.0
2023-06-01 11:00:00,6.2,9.3,29.0,41.0,16.44,10.6,51.0
2023-06-01 12:00:00,4.4,8.0,37.0,39.0,14.44,11.7,54.0
2023-06-01 13:00:00,3.8,6.7,38.0,42.0,14.25,13.3,66.0
2023-06-01 14:00:00,3.5,6.5,38.0,39.0,15.59,13.1,58.0
2023-06-01 15:00:00,3.1,5.7,37.0,46.0,16.48,12.2,102.0
2023-06-01 16:00:00,3.1,5.2,38.0,37.0,15.47,14.0,122.0
2023-06-01 17:00:00,3.4,6.0,39.0,31.0,16.93,14.1,123.0
2023-06-01 18:00:00,3.6,8.1,40.0,35.0,18.51,13.0,115.0
2023-06-01 19:00:00,2.5,7.6,38.0,40.0,20.94,12.7,102.0
2023-06-01 20:00:00,2.1,7.5,35.0,42.0,22.11,12.3,105.0
2023-06-01 21:00:00,2.0,7.5,30.0,47.0,22.4,10.2,118.0
2023-06-01 22:00:00,2.0,6.7,28.0,38.0,22.43,10.5,90.0
2023-06-01 23:00:00,1.95,5.0,26.0,37.0,19.63,10.0,75.0
2023-06-02 00:00:00,1.9,3.8,26.0,37.0,15.17,9.3,93.0
2023-06-02 01:00:00,1.9,3.9,24.0,35.0,15.56,10.8,61.0
2023-06-02 02:00:00,1.8,3.7,23.0,33.0,12.18,9.2,42.0
2023-06-02 03:00:00,1.8,3.4,22.0,26.0,11.41,9.6,57.0
2023-06-02 04:00:00,1.8666666666666667,3.1,21.0,28.0,11.92,8.2,56.0
2023-06-02 05:00:00,1.9333333333333331,2.2,22.0,31.0,16.36,9.7,58.0
2023-06-02 06:00:00,2.0,4.0,20.0,35.0,11.7,9.1,59.0
2023-06-02 07:00:00,2.8,8.4,16.0,27.0,11.1,7.5,66.0
2023-06-02 08:00:00,7.8,13.3,11.0,22.0,7.9,8.8,63.0
2023-06-02 09:00:00,8.5,10.6,14.0,27.0,8.13,9.4,58.0
2023-06-02 10:00:00,8.3,9.0,16.0,25.0,6.31,10.3,53.0
2023-06-02 11:00:00,7.9,8.4,21.0,31.0,7.08,9.7,57.0
2023-06-02 12:00:00,6.6,8.4,25.0,31.0,8.47,11.4,45.0
2023-06-02 13:00:00,4.3,6.2,31.0,32.0,11.46,12.6,69.0
2023-06-02 14:00:00,4.2,7.2,29.0,28.0,11.71,14.2,60.0
2023-06-02 15:00:00,3.6,7.1,28.0,29.0,13.32,14.1,75.0
2023-06-02 16:00:00,3.6,6.0,30.0,39.0,17.46,14.6,114.0
2023-06-02 17:00:00,3.8,6.0,32.0,34.0,21.32,18.4,119.0
2023-06-02 18:00:00,4.0,7.0,30.0,46.0,21.39,16.7,116.0
2023-06-02 19:00:00,2.9,8.2,27.0,42.0,19.48,14.7,109.0
2023-06-02 20:00:00,2.2,9.6,26.0,36.0,17.69,11.8,110.0
2023-06-02 21:00:00,2.1,9.0,27.0,37.0,18.53,9.6,98.0
2023-06-02 22:00:00,2.4,8.4,25.0,38.0,19.26,6.3,92.0
2023-06-02 23:00:00,4.5,17.5,13.0,36.0,18.52,6.3,29.0
2023-06-03 00:00:00,2.4,10.2,19.0,50.0,23.99,8.4,51.0
2023-06-03 01:00:00,1.9,5.5,22.0,42.0,21.45,10.2,51.0
2023-06-03 02:00:00,1.8,4.8,22.0,38.0,17.08,11.3,70.0
2023-06-03 03:00:00,1.8,2.9,24.0,26.0,13.78,10.7,59.0
2023-06-03 04:00:00,1.875,3.2,23.0,24.0,8.02,9.0,65.0
2023-06-03 05:00:00,1.95,2.6,24.0,24.0,4.84,9.2,63.0
2023-06-03 06:00:00,2.025,3.2,23.0,22.0,7.33,7.4,60.0
2023-06-03 07:00:00,2.1,5.3,20.0,25.0,11.08,6.7,72.0
2023-06-03 08:00:00,3.4,5.3,21.0,29.0,8.73,10.2,75.0
2023-06-03 09:00:00,4.7,7.3,20.0,22.0,7.1,8.1,72.0
2023-06-03 10:00:00,4.0,4.7,27.0,24.0,9.52,10.5,80.0
2023-06-03 11:00:00,5.1,8.8,28.0,30.0,11.07,11.1,54.0
2023-06-03 12:00:00,4.0,6.4,26.0,25.0,16.39,13.4,58.0
2023-06-03 13:00:00,3.8,7.5,29.0,36.5,16.630309278350516,12.5,71.0
2023-06-03 14:00:00,3.7,6.0,31.0,48.0,16.870618556701032,12.2,86.0
2023-06-03 15:00:00,3.3,4.4,34.0,42.0,17.110927835051548,15.0,119.0
2023-06-03 16:00:00,3.0,5.7,34.0,30.0,17.351237113402064,14.3,100.0
2023-06-03 17:00:00,2.9,5.8,31.0,30.0,17.59154639175258,14.8,86.0
2023-06-03 18:00:00,2.5,4.1,31.0,35.0,17.831855670103092,14.3,127.0
2023-06-03 19:00:00,2.9,8.1,25.0,29.0,18.072164948453608,10.5,59.0
2023-06-03 20:00:00,2.3,9.6,22.0,31.0,18.312474226804124,9.0,94.0
2023-06-03 21:00:00,2.0,7.0,23.0,29.0,18.55278350515464,10.5,97.0
2023-06-03 22:00:00,1.9,6.9,24.0,31.0,18.79309278350516,9.9,78.0
2023-06-03 23:00:00,1.8,4.8,26.0,31.0,19.03340206185567,11.8,80.0
2023-06-04 00:00:00,1.9,5.1,27.0,25.0,19.273711340206187,13.9,58.0
2023-06-04 01:00:00,1.9,7.0,32.0,23.0,19.514020618556703,12.3,31.0
2023-06-04 02:00:00,1.85,6.35,19.0,21.0,19.75432989690722,3.5,268.0
2023-06-04 03:00:00,1.8,5.7,30.0,24.0,19.99463917525773,7.2,97.0
2023-06-04 04:00:00,1.8,3.0,34.0,25.0,20.234948453608247,8.4,108.0
2023-06-04 05:00:00,2.0,17.5,19.0,23.0,20.475257731958763,6.0,61.0
2023-06-04 06:00:00,2.3,22.9,16.0,33.0,20.71556701030928,8.4,34.0
2023-06-04 07:00:00,2.0,12.0,27.0,39.0,20.955876288659795,7.0,70.0
2023-06-04 08:00:00,4.8,20.5,16.0,33.0,21.19618556701031,3.1,157.0
2023-06-04 09:00:00,12.3,17.3,22.0,35.0,21.436494845360823,6.1,7.0
2023-06-04 10:00:00,7.1,14.4,27.0,29.0,21.676804123711342,9.0,9.0
2023-06-04 11:00:00,3.9,9.7,40.0,37.0,21.917113402061855,11.5,12.0
2023-06-04 12:00:00,3.2,11.1,47.0,34.0,22.15742268041237,10.5,37.0
2023-06-04 13:00:00,2.4,8.0,49.0,39.0,22.39773195876289,8.4,55.0
2023-06-04 14:00:00,2.1,5.3,47.0,32.0,22.6380412371134,4.7,93.0
2023-06-04 15:00:00,2.4,5.1,46.0,29.0,22.87835051546392,6.0,34.0
2023-06-04 16:00:00,2.3,4.4,48.0,25.0,23.118659793814437,7.0,71.0
2023-06-04 17:00:00,2.3,4.4,44.0,31.0,23.35896907216495,9.3,85.0
2023-06-04 18:00:00,2.1,3.5,42.0,25.0,23.599278350515466,10.2,110.0
2023-06-04 19:00:00,2.0,4.6,38.0,21.0,23.83958762886598,9.2,102.0
2023-06-04 20:00:00,1.8,5.6,35.0,21.0,24.079896907216497,8.2,109.0
2023-06-04 21:00:00,1.8,7.3,31.0,28.0,24.320206185567013,6.9,114.0
2023-06-04 22:00:00,1.8333333333333333,9.366666666666667,29.0,23.0,24.560515463917525,4.9,107.0
2023-06-04 23:00:00,1.8666666666666667,11.433333333333334,33.0,23.0,24.80082474226804,8.5,95.0
2023-06-05 00:00:00,1.9,13.5,23.0,27.0,25.04113402061856,10.0,64.0
2023-06-05 01:00:00,1.8,4.0,27.0,48.0,25.281443298969076,10.0,80.0
2023-06-05 02:00:00,1.8,5.0,23.0,25.0,25.52175257731959,2.8,225.0
2023-06-05 03:00:00,1.9,10.1,19.0,28.0,25.762061855670105,4.3,358.0
2023-06-05 04:00:00,2.2,15.7,14.0,36.0,26.00237113402062,6.3,34.0
2023-06-05 05:00:00,2.1,16.1,16.0,55.0,26.242680412371136,5.7,28.0
2023-06-05 06:00:00,1.9,12.6,21.0,42.0,26.48298969072165,2.8,343.0
2023-06-05 07:00:00,4.9,14.9,15.0,41.0,26.723298969072168,4.3,322.0
2023-06-05 08:00:00,9.7,14.8,19.0,47.0,26.963608247422684,4.5,343.0
2023-06-05 09:00:00,10.0,16.6,25.0,43.0,27.2039175257732,5.4,15.0
2023-06-05 10:00:00,7.7,16.4,36.0,54.0,27.44422680412372,5.7,25.0
2023-06-05 11:00:00,5.5,15.5,47.0,58.0,27.684536082474228,6.9,352.0
2023-06-05 12:00:00,5.2,14.6,52.0,63.0,27.924845360824744,9.5,41.0
